"","s58_vc09","s59_vc09","s60_vc09","s1_vc10","s10_vc10","s11_vc10","s12_vc10","s13_vc10","s14_vc10","s15_vc10","s16_vc10","s17_vc10","s18_vc10","s19_vc10","s2_vc10","s3_vc10","s4_vc10","s5_vc10","s6_vc10","s7_vc10","s8_vc10","s9_vc10","s63_vc11","s64_vc11","s46_vc16","s47_vc16","s48_vc16","s49_vc16","s50_vc16","s51_vc16","s52_vc16","s53_vc16","s54_vc16","s55_vc16","s56_vc16","s57_vc16","s58_vc16","s59_vc16","s60_vc16","s61_vc16","s62_vc16","s63_vc16","s64_vc16","s43_vc17","s44_vc17","s45_vc17","s46_vc17","s47_vc17","s48_vc17","s49_vc17","s50_vc17","s51_vc17","s52_vc17","s53_vc17","s54_vc17","s55_vc17","s56_vc17","s57_vc17","s58_vc17","s59_vc17","s60_vc17"
"lm98 mapping",4713,321,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4928,4905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm99 mapping",5109,459,4085,0,0,0,0,0,0,0,0,0,0,0,622,25138,0,0,0,0,0,0,4111,3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm100 mapping",3874,0,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4995,5043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm101 mapping",0,0,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm102 mapping",669,2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3554,3143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm103 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm104 mapping",0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm105 mapping",0,0,2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm106 mapping",383,3827,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4280,3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm107 mapping",636,750,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm108 mapping",0,1190,1246,0,0,0,0,0,0,0,0,0,0,0,878,0,0,0,0,0,0,0,1464,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm109 mapping",0,4766,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2180,2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm110 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm111 mapping",2057,2732,3099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644,2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm112 mapping",4827,3473,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4550,4301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm113 mapping",0,2759,885,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,1829,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm114 mapping",0,0,2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2895,2490,995045,847578,828393,628695,684509,1144785,554412,619160,554588,891692,215394,260054,226598,612254,223398,468468,797694,253530,624334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm115 mapping",2607,3048,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2379,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm116 mapping",744,2556,2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5727,5175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm117 mapping",4348,2179,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2764,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm118 mapping",1276,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm119 mapping",603,1124,3505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3992,3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm120 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm121 mapping",0,693,0,0,0,0,0,0,0,0,0,0,0,0,35407,0,0,0,0,0,0,0,2339,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm122 mapping",0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm123 mapping",11,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm124 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm125 mapping",0,1196,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256,2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm126 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm127 mapping",972,2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm128 mapping",512,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm129 mapping",0,1173,994,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,799,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm130 mapping",1379,1931,2635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2986,2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601123,36134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm131 mapping",1152,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2262,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm132 mapping",0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm133 mapping",1319,1690,1367,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,5348,4904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm134 mapping",0,2248,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm135 mapping",686,1616,4881,1540,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,3543,3690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm136 mapping",1649,1500,2198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3245,3087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm137 mapping",830,4128,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3830,3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm138 mapping",2101,548,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2318,2211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm139 mapping",0,560,1007,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,1367,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm140 mapping",0,1561,3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1832,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm141 mapping",0,0,3694,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,6413,5994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm142 mapping",0,1744,3210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm143 mapping",0,790,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1718,1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm144 mapping",776,943,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm145 mapping",787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm146 mapping",600,1855,715,3707,0,0,0,0,0,0,0,0,0,0,10460,22985,39041,0,0,0,0,0,3416,3210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm147 mapping",1427,2563,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2125,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm148 mapping",0,863,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm149 mapping",0,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm150 mapping",855,2274,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3940,3543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm151 mapping",319,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm152 mapping",594,893,1478,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3619,3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm153 mapping",1902,937,1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3151,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27326,0
"lm154 mapping",702,1630,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2376,2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm155 mapping",2402,1868,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625,2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm156 mapping",1564,3481,2850,1498,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,3473,3288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm157 mapping",0,0,4421,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,3160,2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm158 mapping",1832,3985,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5138,5013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563215,121015,918246
"lm159 mapping",971,0,2907,6408,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,1901,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm160 mapping",2419,0,1085,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,2778,2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm161 mapping",0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm162 mapping",1111,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm163 mapping",0,1439,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm164 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm165 mapping",938,765,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm166 mapping",542,924,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm167 mapping",0,794,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm168 mapping",1718,0,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641,2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm169 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm170 mapping",588,601,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm171 mapping",658,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm172 mapping",1034,0,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm173 mapping",844,0,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm174 mapping",26,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2135,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm175 mapping",0,790,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm176 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,408,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm177 mapping",2646,5169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3517,3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm178 mapping",640,657,3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937,2771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm179 mapping",0,0,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4896,5206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm180 mapping",3195,744,6302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5314,4797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm181 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm182 mapping",2369,0,3182,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,6834,6282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm183 mapping",466,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm184 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm185 mapping",1036,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm186 mapping",0,1842,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm187 mapping",1965,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2734,2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm188 mapping",0,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm189 mapping",0,750,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm190 mapping",822,2830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3395,3283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm191 mapping",1994,1063,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2097,2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm192 mapping",1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403,2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm193 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm194 mapping",0,46,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm195 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm196 mapping",0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm197 mapping",944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm198 mapping",0,0,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
