"","TotalReads","Number of barcodes","Ns_MinCutoff","Nb","Ns","AverageFrequency","CFU","Log10Ns","Log10CFU","CFU/Ns"
"I9",791398,15,14,11.4160875288159,15,17.4460808959303,17,1.17609125905568,1.23044892137827,1.13333333333333
"I92",268290,15,14,11.8661928566712,15,17.2473942987778,17,1.17609125905568,1.23044892137827,1.13333333333333
"A1F1",439768,4,4,6.8222959719509,4,14.5567819749446,1.87e+09,0.602059991327962,9.2718416065365,467500000
"A1F2",95328,111,16,7.64519609672632,112,2866.29587865155,1.89e+09,2.04921802267018,9.27646180417324,16875000
"A1F5",385276,24,6,7.04296585303376,24,410.583666979684,4.05e+09,1.38021124171161,9.60745502321467,168750000
"A1F10",370941,107,23,8.01230955113716,108,1997.65800743881,4.4e+09,2.03342375548695,9.64345267648619,40740740.7407407
"A1F20",147410,19,6,15.1716614886842,19,356.519412294271,6.05e+08,1.27875360095283,8.78175537465247,31842105.2631579
"A2F1",394136,8,8,13.5435688053385,8,11.1112381417629,1.41e+09,0.903089986991944,9.14921911265538,176250000
"A2F2",651496,11,9,14.040492324004,11,26.9026743885356,2.56e+09,1.04139268515823,9.40823996531185,232727272.727273
"A2F5",199793,14,9,14.4507221902555,14,46.9178395749261,2.31e+10,1.14612803567824,10.3636119798921,1.65e+09
"A2F10",435646,90,19,17.6747618755581,91,1424.6805650203,1.12e+10,1.95904139232109,10.0492180226702,123076923.076923
"A2F20",410708,11,10,19.303105190938,11,24.7922627336028,7.27e+08,1.04139268515823,8.86153441085904,66090909.0909091
"A3F1",437627,84,78,40.2341933923385,85.2631578947368,120.344555603249,1.79e+09,1.9307614135898,9.25285303097989,20993827.1604938
"A3F2",349451,89,79,46.6677255752303,90,125.702213792728,3.3e+09,1.95424250943932,9.51851393987789,36666666.6666667
"A3F5",312439,98,82,52.6970940582848,99,151.766956008676,4.59e+09,1.99563519459755,9.66181268553726,46363636.3636364
"A3F10",403990,100,84,55.0550071776249,101,185.509226173206,2.8e+09,2.00432137378264,9.44715803134222,27722772.2772277
"A3F20",202129,30,10,17.6892354032345,30,432.081591562634,6.3e+08,1.47712125471966,8.79934054945358,2.1e+07
"A4F1",362828,25,21,31.566262405255,25,38.9093308522271,1.31e+09,1.39794000867204,9.11727129565576,52400000
"A4F2",669612,25,21,34.0403727798229,25,38.0172727545944,2.45e+09,1.39794000867204,9.38916608436453,9.8e+07
"A4F5",160274,25,22,37.2381768027117,25,34.0166463176436,9.17e+09,1.39794000867204,9.96236933567002,366800000
