tube,CFU
1F5,2333333.333
1OD,51600
1OP,158100
1E,495000
1SD,5
1SM,690
1SP,15
2F5,1833333333
2OD,1205200000
2OP,988000
2E,160200000
2SD,348
2SM,3480
2SP,896
3F5,4571428571
3OD,461700000
3OP,26000000
3E,816000000
3SD,3330
3SM,1955
3SP,6660
4F5,5400000000
4OD,309000000
4OP,668200
4E,1024100000
4SD,112
4SM,112
4SP,3390
5F5,5500000000
5OD,715400000
5OP,7830000
5E,695500000
5SD,110
5SM,1110
5SP,339
C8,8
