barcode,in0a,in0a_v2,in0a_v3,in0a_v4,in0a_v5,in0a_v6,in0a_v7,in0a_v8,L7167,L7168,L7169,L7170,L7176,L7177,L7178,L7179,L7180,L7181,L7182,L7183,L7184,L7189,L7190,L7191,L7192,L7193,L7194,L7195,L7196,L7197,L7198,L7199,L7200,L7402,L7404,L7405,L7406,L7407,L7408,L7410,L7411,L7412,L7413,L7414,L7417,S7167,S7168,S7169,S7170,S7176,S7177,S7178,S7179,S7180,S7181,S7182,S7183,S7184,S7189,S7190,S7191,S7192,S7193,S7194,S7195,S7196,S7197,S7198,S7199,S7200,S7401,S7402,S7403,S7404,S7405,S7406,S7407,S7408,S7409,S7410,S7411,S7412,S7413,S7414,S7415,S7416,S7417,S7418,L7028,L7032,L7034,L7037,S7028,S7029,S7030,S7031,S7032,S7033,S7035,S7036,S7037,U7027,U7028,U7029,U7030,U7031,U7032,U7033,U7034,U7035,U7036,L7039,L7040,L7041,L7042,L7043,L7045,L7046,L7048,S7039,S7040,S7041,S7042,S7043,S7045,S7046,S7047,S7048,U7039,U7040,U7041,U7042,U7043,U7045,U7046,U7047,U7048,L1,L10,L11,L12,L13,L14,L2,L3,L4,L5,L6,L7,L7094,L7095,L7096,L7097,L7098,L7099,L7100,L9,S1,S10,S11,S12,S13,S14,S2,S3,S4,S5,S6,S7,S7094,S7095,S7096,S7097,S7098,S7099,S7100,S9,U1,U10,U11,U12,U13,U14,U2,U3,U4,U5,U6,U7,U7094,U7095,U7096,U7097,U7098,U7099,U7100,U9
"Cluster_8247,contig_0 consensus mapping",116,134,116,134,187,126,123,162,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,691,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1801,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1690,0,0,0,2,0,0,4302,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,11,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,4671,0,614,1,0,14,20,530,428,160,11,0,1,194,355,0,9,4,27,1,0,0,0,23,123,0,87,1,0,0,1,0,0,2,1,218,1,0,33,1,9,17150,0,0,14,3,156,264,1,1,609,33,169,339,157,1003,6,5,28,299,0,0
"Cluster_1200,contig_0 consensus mapping",85,115,85,115,153,140,188,141,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,101,0,1,0,0,0,0,0,0,0,0,0,0,1517,0,0,0,0,0,0,0,0,0,0,3497,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,389,43,0,170,2,1141,0,10,243,0,2,22,73,0,59,51,165,2,1,0,308,1,1,0,27,3,1,2,207,116,41,1,210,0,1,3941,0,879,3,260,88,41,1,65,4,24,7,394,190,376,4,228,467,0,42,66248
"Cluster_32193,contig_0 consensus mapping",116,110,116,110,192,116,198,173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,1,0,0,0,0,0,0,756,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,12611,14,0,0,0,0,0,0,16,12100,0,0,1,3,0,0,449,10,1,25,269095,633,1,136,208,12,419,5,2,1,69,37,1433,5,0,97,188,0,2,269,83277,1,1,118,38,172,72,0,44,188,222,617,0,1163,1,659,605,29,631,48,142422,21,110,199,439,321,309,148,758,377,449,164
"Cluster_23131,contig_0 consensus mapping",129,117,129,117,206,152,123,162,1,0,0,3,0,0,0,0,0,2,0,2206,0,4,0,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2757,0,0,1,0,0,3,0,0,1,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1790,0,0,0,0,0,0,0,1,0,0,0,0,0,234,2,3,1,20,97,0,12,7,11,1,12,199,101,13,28,127,313,0,0,128,10812,3,0,105,2,642,187,0,0,2,18,445,97,1,5,72,0,5,20663,1870,1,21,202,11,40,23,148,525,122,457,197,852,510,6,1026,427,138,1,26
"Cluster_26480,contig_0 consensus mapping",54,77,54,77,119,84,79,103,1,0,0,3057,0,5,1,0,4,1,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,3,0,0,0,0,1,0,0,3,0,6,1,1,432,0,0,1,1,0,1,0,0,608,1,0,9545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4065,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,189,466,0,249,1,1,1,1,30,52,1,0,2,0,0,0,1,1,0,265,55,1,1,498,0,0,1,0,2277,260,0,0,180,0,0,3,0,0,0,9,454,30,0,0,5,0,0,2,0,401,1363,1,1,222,0,74
"Cluster_31124,contig_0 consensus mapping",115,80,115,80,146,130,105,129,218,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,1,0,0,1,423,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,3953,0,0,3,0,0,0,0,4,0,354,2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2075,0,0,0,0,0,0,0,1,0,0,0,0,0,376,2,0,2,113,157,0,22,0,54,2,0,140,361,2,69767,563,0,0,0,39,81,3,0,444,3,0,0,0,1,0,309,323,1,0,0,213,967,1,5,1,1137,0,193,98,132,1,372,712,457,101,222,42,512,880,63,83,0,263,0
"Cluster_2525,contig_0 consensus mapping",82,96,82,96,128,111,80,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,1,0,0,0,19,0,14,0,0,1,0,16,38,0,1,0,1,0,0,60,0,1,0,0,0,279,157,0,4,1,175,99,0,0,1,70,165,1,0,635,1,0,0,88,29,278,0,0,0,0,0,72,0,0,0,0,0,0,0
"Cluster_17151,contig_0 consensus mapping",122,110,122,110,184,128,109,140,0,0,0,0,0,1,4,1438,0,0,1,4571,0,4,0,1,0,1,1,0,0,12209,1,0,1,1,0,0,0,0,4,0,1,5,2,0,0,0,3,1,0,0,0,3,1,0,0,0,8,2,1,0,0,1126,0,0,1,566,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,19,656,61,0,232,1,1,0,285,588,10,3,0,2,177,0,0,462,5,0,3,16,2,109,2,0,0,1,0,286,3937,0,1,21,53,0,2,1,1165,9,0,118,35,422,117,595,78,380,416,0,1,2,1091,3,1,1,14
"Cluster_7616,contig_0 consensus mapping",97,103,97,103,168,96,78,111,0,0,0,0,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2125,0,0,0,0,0,0,0,3,0,0,0,0,0,2,6,1374,87,0,216,0,11,1,0,99,54,1,42,138,159,0,0,37,18637,1,0,0,0,99,0,0,2,0,968,420,1,0,0,372,0,1,6,0,0,14,685,147,45,0,373,0,1020,8,44,0,477,313,18,8,210,0,2
"Cluster_19425,contig_0 consensus mapping",101,89,101,89,149,122,93,148,0,1,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,668,0,0,1,0,0,0,0,0,0,0,930,0,0,0,0,0,0,0,2,525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,8,0,33,0,22622,0,405,0,98,3,1,179,76,1,569,2013,73,0,0,124,181,5,2,286,17149,5,248,0,8,3,5,3961,481,0,8,133,161,0,0,153,761,6,69,93,57440,543,361,0,169,332,1,190,1062,1,236,146,254,1,160
"Cluster_3491,contig_0 consensus mapping",93,101,93,101,153,103,85,119,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,733,1,0,399,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2052,1150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,126,45,0,153,0,2,1,0,89,243,1,3,0,68,0,0,930,1,1,86,70,1,1,0,0,0,0,83,218,0,0,1,179,60,0,1,40,1222,3,267,0,33,1,2,0,0,0,0,253,0,289,0,0,5,1,0
"Cluster_18670,contig_0 consensus mapping",81,95,81,95,121,105,89,87,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,844,0,0,0,0,373,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,951,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2083,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1941,0,0,2,0,0,0,0,4,0,0,0,0,0,0,2,1,2,0,122,0,147,1,7590,0,46,34,261,0,14,35,30,515,1,385,8,2,302,3,0,97,0,0,0,0,2,222,167,1,0,19,126,2,2,0,1,5,201,2,34,0,0,224,76,376,0,0,454,681,5,0,91,285,125
"Cluster_228,contig_0 consensus mapping",94,87,94,87,132,116,71,108,215,0,0,18,0,0,0,0,17,11,0,0,0,4,45786,25,0,6,0,0,2,0,0,0,1,0,0,25,13,0,0,0,0,0,0,22,13,0,0,1,0,0,0,0,0,19,5,0,49,0,1,23064,21,866,35,0,0,1,0,0,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3770,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,120,0,158,0,0,0,6,274,135,0,1,3,1,0,0,457,0,0,0,114,0,492,155,0,0,1,106,597,98,0,0,96,1,1,0,132,0,0,325,82,21,796,766,1,13,76,0,2,1,368,39,166,288,1,1
"Cluster_11755,contig_0 consensus mapping",104,98,104,98,156,133,72,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190,1,0,1,0,0,0,0,0,0,0,0,0,204,0,0,0,482,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1527,0,1545,0,0,0,0,0,2,0,1,0,0,0,681,1,1,0,0,0,0,85,0,17,0,0,56,197,1,2,4,0,0,1,227,0,2,0,41,1,1,0,0,2,0,258,1,0,0,0,22,197,0,1,0,102,3,26,1,30,0,367,573,9,55,31,118,0,993,67,439,113,52,0
"Cluster_19175,contig_0 consensus mapping",85,75,85,75,142,90,69,124,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,1,0,193,274,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12,26,0,1,0,0,0,0,50,1,0,0,0,0,0,0
"Cluster_26700,contig_0 consensus mapping",97,112,97,112,142,118,75,109,1,0,0,0,1421,0,5,0,0,2,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,34,1,0,2731,0,0,0,0,4,3,0,0,0,0,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,483,122,2,230,0,19,1,61,110,32,6,51,213,0,0,1,12,9052,0,0,9,1,3,125,0,0,2,450,433,0,0,1,540,2,2,3,344,0,10,152,271,830,1,268,863,5393,340,218,1,582,606,322,0,11,119,14
"Cluster_4160,contig_0 consensus mapping",91,82,91,82,148,109,78,99,0,5,0,0,0,0,0,93,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,7,0,0,0,1,0,0,4079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3668,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,1,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,136,46,0,31,1,3,1,0,344,365,0,3,1,0,3,4175,1,3,0,353,17,1,0,1,5,0,1,4,214,95,4,0,106,185,2,0,0,1,12,0,25,39,120,580,683,1211,149,177,242,0,2,2,0,242,2,3
"Cluster_5442,contig_0 consensus mapping",93,100,93,100,156,103,92,124,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,1,0,2,0,0,0,0,0,1,0,3374,0,0,0,0,0,434,0,560,0,1,0,0,0,0,0,0,0,0,931,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146287,2,1,1,0,4,2,0,36,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1334,192,2,1760,226,0,3,1,2,225,4,0,20,72,0,0,0,511,5,3,404,43,5,0,276,1,3,6,250,1,99,0,1,152,195,0,0,2418,5,9,219,0,413,105,882,16,29,150,152,108,3,0,887,0,7,322,93
"Cluster_29573,contig_0 consensus mapping",127,93,127,93,205,139,100,148,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,0,0,2,742,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,697,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,143,0,97,0,8188,2,72,90,173,0,18,0,1453,1,0,293,42,139,270,149,2,0,1,0,0,2485,735,633,154,0,0,94,2,0,0,885,3,6,90,11,117,0,45,0,9,0,0,0,0,0,206,2,353,317,110
"Cluster_13479,contig_0 consensus mapping",116,84,116,84,144,102,87,124,0,1714,0,0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1281,0,0,0,0,0,261,0,143,0,0,0,0,1,234,0,0,0,0,0,0,1,0,99,2,0,0,0,0,0,0,0,0,2,0,94,2,1,3,6,2,1481,1,124721,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1249,797,60,0,1,0,7,0,18,98,0,0,218,1061,0,3,2,437,6715,3,1,66,2,2,1,3,0,1,8,0,157,4545,3,128,254,2,0,1779,2,0,1,3,376,0,2,573,1150,133,0,109,2,3,1334,0,3,1,100
"Cluster_10475,contig_0 consensus mapping",79,94,79,94,110,84,66,108,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,1,0,188,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,830,0,869,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,264,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,3,0,40,0,3,1,0,60,3,1,0,1,0,0,0,763,3,2,0,0,1,0,0,0,0,0,170,3,440,0,0,106,307,0,0,0,111,1,44,0,26,1,321,556,336,265,4,0,0,0,159,192,227,0,0
"Cluster_13539,contig_0 consensus mapping",130,114,130,114,183,139,113,138,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,5,77,6508,1,1035,2,5,1,0,249,106,0,24,99,1,0,0,202,10,2,2,99,6,0,205,0,5078,0,219,183,1,1,6,139,1,0,2,7,4,1,171,2,527,550,311,670,24,105,75,83,62,19,806,91,169,137,10
"Cluster_15215,contig_0 consensus mapping",79,80,79,80,131,95,84,113,0,0,0,0,0,1,0,18911,0,0,0,0,0,1,0,0,0,16,0,0,0,0,905,24,0,0,9,0,0,0,0,0,0,0,13,0,1,0,621,0,0,0,0,0,4049,0,0,0,335,1,0,0,0,0,0,2,1,0,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,648,77,0,43,1,23,1,749,90,463,3,44,137,1,0,2,421,20178,3,210,95,0,1900,213,101,1,1,132,297,0,1,2,0,1,0,1,565,0,10,3,8,40,0,774,0,22,64,7,135,511,469,20,2,263,31,97
"Cluster_31338,contig_0 consensus mapping",115,94,115,94,152,121,98,143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,1,0,315,0,0,0,0,0,5,0,0,0,0,0,0,0,4667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,1291,206,97,5,128,1,8,1,77,98,1,2,5,0,0,0,0,847,10178,1,432,0,0,1,598,0,0,0,12,335,0,0,0,45,735,2,2,0,0,0,25,41,41,0,138,1,41,171,0,0,2,2135,1040,0,29,0,173
"Cluster_5002,contig_0 consensus mapping",111,120,111,120,202,146,94,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,498,0,0,0,0,745,0,0,2,0,1467,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,64,0,0,223,1,0,302,1643,53,212,3,0,11,78,0,0,0,134,0,2,0,227,0,614,435,0,0,1,1,2,330,1,1,386,49,1,0,0,0,4,0,90,39,30,41,99,32,174,93,122,690,0,71,337,133,0,0
"Cluster_25702,contig_0 consensus mapping",77,86,77,86,123,104,79,128,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,557,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,867,0,4,0,0,0,0,0,0,0,1633,0,2,0,0,422,2,0,79,1,1,1,14,28,0,1,0,0,0,1,0,293,2,0,260,124,3,0,1,0,0,0,198,0,328,0,1,76,0,2,1,2,1237,9,0,328,36,79,1,846,1,1,105,143,290,0,2,2,214,1,1
"Cluster_30670,contig_0 consensus mapping",104,96,104,96,150,112,84,142,0,0,28,0,12,0,0,0,0,0,0,0,0,0,0,0,19,0,0,22,2,0,0,0,3,0,0,0,0,0,0,9,2,0,0,0,0,0,0,1,0,15,1,0,0,0,0,0,0,0,26262,0,0,1852,0,1,4,2,0,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,797,0,0,0,0,0,0,0,1,0,0,565,1,0,3,181,4,0,170,0,0,0,7,17,805,1,0,0,0,0,0,0,0,0,1,226,0,0,236,1,1,0,0,0,249,0,0,163,1,0,1,0,0,0,0,0,24,0,0,0,0,0,227,0,1,0,0,0,1,0,0
"Cluster_18326,contig_0 consensus mapping",108,109,108,109,158,111,78,117,0,0,0,0,0,0,0,0,0,0,0,1,0,15208,0,0,0,0,0,0,6,0,16,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,4,2,1,0,675,0,0,0,0,0,8,10,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1309,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2347,0,0,0,0,0,0,0,3,172,3,0,0,0,1,0,32,101,0,0,10,30,0,0,0,0,3,0,0,144,1,0,182,0,0,0,184,1,124,0,0,20,0,0,0,0,0,12,621,1,30,61,0,345,39,157,122,20,0,0,814,3,0,252,1
"Cluster_30579,contig_0 consensus mapping",127,127,127,127,224,168,118,161,168,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1156,0,4,0,0,0,1583,0,0,0,3187,0,1,0,1,7,5978,84,4,65,3,488,2721,41,412,86,6,9,30,0,0,1,308,8,7,220,1,2,2,134,0,0,0,476,358,0,0,0,20,254,2,5,113,0,8,620,291,1063,13,3254,13,117,685,493,146,447,683,1828,981,145,712,56
"Cluster_6827,contig_0 consensus mapping",110,97,110,97,141,133,112,136,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,2,631,486,42,207,1,1,1,51,82,34,1,78,500,176,1,0,96,1,3,0,232,0,491,250,1,1,2584,192,2348,170,0,1,245,4,0,2,0,0,1,229,2,36,3,6,489,42,253,0,6,1,0,0,1,0,0,0
"Cluster_25082,contig_0 consensus mapping",102,81,102,81,157,115,66,124,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2832,0,363,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,49326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,452,0,0,0,0,214,0,172,1,1,0,33,3,129,0,3,0,234,0,1,303,4,1,681,70,1,1,0,0,0,0,180,942,194,0,1,87,1,0,0,0,161,0,0,3,34,4,0,806,15,53,51,0,0,0,1383,0,0,0,34
