"","TotalReads","Number of barcodes","Ns_MinCutoff","Nb","Ns","AverageFrequency","CFU","Log10Ns","Log10CFU","CFU/Ns"
"A1F01",95800,6,6,6.88733817030484,6,6.8449196163858,6866666667,0.778151250383644,9.83674596567057,1144444444.5
"A1F05",98169,83,7,7.18116994278989,84,7535.99848621055,2.6e+09,1.92427928606188,9.41497334797082,30952380.952381
"A1F10",212177,6,6,6.83473666573412,6,6.98043254577221,4.2e+09,0.778151250383644,9.6232492903979,7e+08
"A1F20",150661,14,9,2.26557158733127,14,60.9126614376355,3057142.857,1.14612803567824,6.48531573331464,218367.346928571
"A2F01",201269,1,1,2.4363513732491,1,1,4585714286,0,9.66140699241767,4585714286
"A2F05",140374,103,2,2.45707223031438,104,22305.1487950529,4.59e+09,2.01703333929878,9.66181268553726,44134615.3846154
"A2F10",90096,16,2,2.48301061210616,16,509.059683658262,686666666.7,1.20411998265592,8.83674596567057,42916666.66875
"A2F20",385543,9,4,4.66112979326037,9,66.3933806679362,1300000,0.954242509439325,6.11394335230684,144444.444444444
"A3F01",137760,16,13,14.8022663957583,16,28.0497467406185,3362857143,1.20411998265592,9.52670841851161,210178571.4375
"A3F05",352534,16,14,14.9508728992024,16,30.0848677469803,4844444444,1.20411998265592,9.68524397978942,302777777.75
"A3F10",33159,16,14.7222222222222,14.9006067740871,16.8333333333333,27.327556314273,2.6e+09,1.226170123399,9.41497334797082,154455445.544554
"A3F20",726321,10,7,10.4621858401632,10,28.1945110151184,1528571.429,1,6.18428573779272,152857.1429
"A4F01",186500,1,1,5.0455790383161,1,1,3.15e+09,0,9.4983105537896,3.15e+09
"A4F05",214077,67,3,5.32507986809342,67.4736842105263,3815.84176520438,7.8e+09,1.82913442422997,9.89209460269048,115600624.024961
"A4F10",80893,1,1,5.12317187903577,1,1,1.05e+10,0,10.0211892990699,1.05e+10
"A4F20",513366,10,8,14.4480895984354,10,22.2063704732947,10200000,1,7.00860017176192,1020000
"B1F01",144373,2938,1926.88888888889,425.672494313539,3088.47058823529,8950.78306323325,3.57e+09,3.48974346987059,9.55266821611219,1155911.93051958
"B1F05",169790,1515,1246,13.8316751829506,1556.44444444444,3883.22430387076,1716666667,3.19213362363606,9.23468597440586,1102941.17668475
"B1F10",34927,1047,755.166666666667,235.004195128856,1077.77777777778,2406.42370388639,2.06e+09,3.03252922482692,9.31386722036915,1911340.20618557
"B1F20",529563,50,8,2.95746957694862,50,7951.56361680466,3433333.333,1.69897000433602,6.53571596994334,68666.66666
"B2F01",240383,963,328,126.618295359645,980,10757.7707078276,2403333333,2.99122607569249,9.38081400993953,2452380.95204082
"B2F05",341481,392,304,109.314356045099,396,783.714432970919,5.1e+09,2.59769518592551,9.70757017609794,12878787.8787879
"B2F10",49778,307,302,118.034244205315,313,497.822005684111,6.3e+09,2.49554433754645,9.79934054945358,20127795.5271566
"B2F20",324534,31,4,4.23657478158697,31,2641.95611566339,686666666.7,1.49136169383427,8.83674596567057,22150537.6354839
"B3F01",247970,2280,1501.77777777778,337.140585660727,2369.94444444444,6104.7688055104,5.4e+09,3.37473816552318,9.73239375982297,2278534.42415434
"B3F05",136174,1812,1222.38888888889,50.6800448972995,1871,5524.00019571702,3.36e+09,3.27207378750001,9.52633927738984,1795831.10636024
"B3F10",267211,1294,1065.26315789474,250.22109035097,1318,2763.83019553375,1373333333,3.11991541025799,9.13777596120806,1041982.80197269
"B4F01",429441,888,330,71.1982673933121,901,8137.22556560844,4036363636,2.95472479097906,9.60599028491727,4479870.85016648
"B4F05",86141,187,165,12.1630082223688,189,385.673412189078,1.82e+09,2.27646180417324,9.26007138798508,9629629.62962963
"B4F10",147447,179,149.736842105263,51.9167315546211,181,337.7548329124,8.67e+09,2.25767857486918,9.93801909747621,47900552.4861878
"B4F20",182765,93,4,1.16695508262192,94,7319.57949768,353333333.3,1.9731278535997,8.54818461050414,3758865.24787234
"C1F01",112003,16314,13323.1538461538,5581.36186703035,22819.8181818182,26965.5995019838,7.07e+09,4.35831217983033,9.8494194137969,309818.419396219
"C1F05",114675,12629,10070,133.215933864285,16134.8,32875.8083218402,5.1e+09,4.20776358644679,9.70757017609794,316086.967300493
"C1F10",202527,6806,3750.76470588235,199.936185073833,7602.86666666667,32415.6863466795,2.1e+09,3.88097737422493,9.32221929473392,276211.604394833
"C1F20",125591,534,104,22.9840545743653,540,10647.8871452778,34333333.33,2.73239375982297,7.53571596994334,63580.2469074074
"C2F01",142984,36752,47438,26588.1996987254,96649,51688.3001936954,7.7e+09,4.98519736486505,9.88649072517248,79669.7327442602
"C2F05",100623,10604,13217.5454545455,2056.34124677149,13215.8181818182,18473.3955438627,6114285714,4.1210940551597,9.78634572897862,462649.049032152
"C2F10",51327,4003,3555.94117647059,1001.91237120384,4427.0625,7148.29105293419,5.4e+08,3.6461156532672,8.73239375982297,121977.044597857
"C2F20",162616,223,27,11.5804966225303,225.684210526316,12690.973492346,1.3e+09,2.35350117573188,9.11394335230684,5760261.19402985
"C3F01",99661,25753,27366,14239.3604900932,48742.1666666667,36541.923005179,9.45e+09,4.68790483035677,9.97543180850926,193877.306780919
"C3F05",87397,14922,11179.4615384615,652.400049928162,20714,32474.9603863251,5.3e+09,4.31626397191069,9.72427586960079,255865.598146181
"C3F10",143113,4728,3759,839.359841855771,5127,11090.5127872332,3.78e+09,3.7098633174404,9.57749179983723,737273.259215916
"C3F20",240194,378,33,7.17913253284259,382,23720.7350401772,1.04e+08,2.58206336291171,8.01703333929878,272251.308900524
"C4F01",147541,21646,20878.3333333333,11333.516511755,33530.625,32803.5430876009,1766666667,4.52544164861288,9.24715461496307,52688.1520102891
"C4F05",87998,8451,5892.66666666667,857.27857642075,10027.8461538462,20961.1939988618,3.51e+09,4.00120766243734,9.54530711646582,350025.314125282
"C4F10",102223,5190,4119.11764705882,973.5387682885,5724,11742.7121097723,4.12e+09,3.75769962508774,9.61489721603314,719776.380153739
"C4F20",697681,12,12,63.1582254669687,12,47.5187948537212,152857142.9,1.07918124604762,8.18428573779272,12738095.2416667
"D1F01",213737,48956,90019,48103.2738510801,226194,68791.4357437714,5.3e+09,5.35448108068912,9.72427586960079,23431.2139137201
