"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35"
"X3SP",-9.84515248027887,1.85724084556693,1.04306819399433,1.19586226769295,-0.833393245537825,-0.484295933610907,0.0291049251950967,0.0074133279327291,-0.0689192718181747,-0.0704544531142935,-4.72308284692195e-05,-0.174279913730474,0.0698206422280507,-0.0544813088125609,-0.0788957184471949,0.0261537327660415,-0.0167921357147245,-0.0135227139884691,-0.0013388903635286,-0.00218191708678468,-0.000814955426504799,9.62855171516195e-05,-0.000353373554003344,8.89308736207679e-05,-3.64231375004618e-05,-0.000238380904954738,0.000161191123709423,0.000579876197618251,-0.000374678493038501,0.000101995770592851,-5.75330431577656e-05,3.46839186275563e-05,1.29154824851494e-05,6.44381445674116e-06,2.03957402182542e-14
"X4E",5.83201924362802,-7.1236382300641,-10.2881961389022,-1.74951806502711,-5.48458662606261,-4.91758420325902,0.0451037204624357,0.0670830274093068,1.34572527236705,0.344751916627363,0.0191352307770378,0.951499830224419,0.485675058049876,-0.18129688245628,-0.0416179883952218,0.0236221560087395,0.0639833065941271,-0.318793489862291,0.0032463855909125,0.0228529703263865,0.00358371245365918,3.21439808105667e-05,5.61449259891017e-05,-9.12110387676178e-05,-4.01352907855335e-07,4.26261290522082e-07,1.86708068892654e-06,3.03415369171037e-07,5.62277370895524e-07,2.15574087135818e-07,-1.43917190725782e-07,-6.83448728968283e-08,2.83440425050499e-08,-2.73377609146062e-09,-3.69300943992013e-15
"X4F5",5.204985923773,-7.30226349437932,-11.1091593565532,-4.68799413428328,2.33294611727778,1.58929900925742,0.0820506460950725,-0.0838379405405999,-0.125048391758007,-0.31109044115542,-0.0228029173061473,-1.27974195257716,0.167642939871092,-0.163511150536322,-0.0680364593711207,0.0297808860893155,-0.146948809744008,-0.0350458963525754,0.00274259695072747,0.0716961643897754,0.0124244618262802,-0.00280579739585976,-0.000165477345922218,-0.000576798783759339,-1.20301835354484e-05,8.85296577719796e-07,9.24917152535618e-06,2.37577463568523e-06,3.4002903390007e-06,2.19300192717722e-07,-7.52146091580377e-07,-6.79209338375693e-07,-7.71935469811555e-08,-4.57397584945366e-08,-1.61478903165646e-14
"X4OD",5.48248298393228,-7.58516680484184,-11.5430333285443,-2.55880535187364,1.51017993146767,1.1071847431874,0.000705568817904667,0.0285956140808124,-1.72103776020224,-0.383993713722507,-0.0108221881460293,-0.524558643290935,0.159317970567153,0.0299764761916646,0.339614550491889,-0.101009183458729,0.0838167613229153,-0.24564838698602,-0.00391659930133779,-0.0796805850966354,-0.0132124642491435,0.00250133210475729,0.000177155380352456,0.000535604526101624,1.17164081174232e-05,-1.48340062539932e-06,-8.55783464386003e-06,-2.43023803464731e-06,-3.38845289311467e-06,-2.97647237486711e-07,8.33228104809554e-07,6.1286222577514e-07,5.41114505184001e-08,4.93872548886507e-08,4.05279108883771e-14
"X4OP",4.99499380479142,-6.89460610222221,-10.2661689243352,-2.94626096778486,-5.03835016453938,-4.91232203884794,0.106037656724133,0.0513461175021131,-0.221419420375844,0.0144308657321843,-0.00199134778531074,-0.15194423404847,-0.54688091211333,0.243697916788572,-0.033042983189546,-0.00378172425754145,-0.0689800062684247,0.463873208059798,-0.00339714407784557,-0.0203450700741855,-0.00324804794435162,-0.000101093772702595,-7.95184815846986e-05,8.57134966999811e-05,1.31295642049744e-08,-1.01886274172396e-07,-1.771052089966e-06,-1.01725726434784e-07,-4.93203929217002e-07,-1.98176309500718e-07,1.24240913860652e-07,-3.86330149050899e-08,-5.98149743788966e-08,-5.12194473748125e-09,5.18635156522562e-14
"X4SD",5.88024122438791,-6.00007308022236,-8.81344424379507,10.1379030778098,1.42525997471962,1.7973855230585,-0.166009043144147,0.127228746170027,-2.95959081743989,-0.390251297399111,0.00525418726465215,0.813407588067125,0.101725485958084,-0.0192546254839979,-0.121927206778274,0.0402619920745785,-0.019947429383018,0.0862256874105871,-0.000100982994340903,0.0264130314193895,0.00472554120108526,-0.00107910347461631,-4.49170387223429e-05,-0.000198957969826636,-7.24062212681625e-06,-8.69764032427559e-06,-8.03499916512376e-06,-1.11614503016175e-06,-8.42840097898558e-07,1.65664036284071e-08,-4.49321774168212e-07,-1.23313049084036e-07,1.2421786714292e-08,-1.22607475768442e-07,-1.65653623630801e-14
"X4SM",5.70848726023581,-6.07613485003336,-9.09980744745626,9.0444437202381,2.67081684889491,2.73901612196972,-0.138449977258164,0.086278204047851,3.50621657370785,0.773812299595276,0.00658649449958077,-0.277302836215501,-0.31471633408888,0.0884299638128214,0.0261853077172844,-0.0169819146463621,0.0453703789646102,0.0282762498816251,0.00119112637992548,-0.0155887139380397,-0.0032133758430716,0.000934079067976162,2.0603150250721e-05,0.000158365816054696,6.4864879469083e-06,9.64409606952463e-06,9.24607845560657e-06,1.40946655411155e-06,1.26439372713153e-06,4.39825982735524e-08,3.38322152714508e-07,1.1370946660568e-07,-2.18829305771465e-08,1.1623598605246e-07,5.43334095163411e-14
"X4SP",-9.84439049213408,1.84592068830072,1.01992270347342,1.17815981784025,-0.821436212647634,-0.478878482316893,0.0297494240853196,0.00820494226199787,0.000684770133509827,-0.0562961368615489,-0.000322132249180625,-0.192885385677902,0.0523844395954523,-0.0456145607783517,-0.0708579880219664,0.023154782515851,-0.0141954028989835,-0.00886065112396985,-0.00162970177830668,-0.00458563581336897,3.89344884204139e-05,0.000773761697912005,0.0023204318084865,-0.000893279561102122,-0.000105029545268584,-0.000736395751285832,-0.000824711879222445,-0.000150090752960987,-0.000153699968805678,-4.23738650170188e-06,-3.99596450272389e-06,9.9737112199173e-07,4.33270182970968e-06,-7.06928279831586e-06,4.62025708490577e-14
"X5E",9.91951847182193,9.24704883986949,0.18149943924283,-0.0203221270151799,-0.0280682096242061,-0.0204847731581427,0.0331462127335986,-7.64070933377133,-0.041537035995398,0.119721461985351,0.03961519383828,0.0147274479073144,-0.00547970343107442,-0.0023844743912286,-0.0136171385166973,-0.035913822269637,-0.00575228857644574,-0.000137515714943508,0.0253453036738805,0.00362892788537839,-0.000456919340073714,-0.000660056009847158,0.000264245141142784,0.000871263595249725,-5.3577879825143e-05,2.70066333884022e-06,-1.86108205310801e-05,1.51530213228376e-06,2.09172197173766e-06,2.76133020798012e-07,1.75399956602231e-06,1.14223820272969e-06,1.3912907627368e-06,-4.9738218946678e-08,-7.10414257802661e-14
"X5F5",10.7114373720214,10.5162757547884,0.240002813174239,-0.337974607445088,0.0630077120676067,0.0223004651160441,-0.0268518905998435,0.711993050000983,-0.00149357041371276,0.0190889759598309,-1.95163756628369,0.0266499859590422,-0.0119651042235926,0.00806743003125768,-0.0976579582237079,-0.445609420479763,0.0151979287689447,0.00277460062933603,-0.0180944876125359,-0.00856169783312867,-0.000132744083024379,0.000365212746153441,0.00311004522169047,-0.00254568899755286,-1.63884286713846e-05,0.000187620096894327,0.000269231536450987,3.60749615689184e-05,2.72880505500361e-05,8.30121311150262e-06,-6.99107064480687e-06,-5.25480082358263e-06,-6.32034844943279e-06,-2.24487280264156e-07,-1.76939897195832e-14
"X5OD",10.72179974517,10.5095499583269,0.24643298959626,-0.349345443490146,0.0579421608441849,0.0267637222916248,-0.0287263528253061,1.34273626707379,0.00563216522234193,0.00156658490923565,-1.50926278008112,0.00186132135536631,0.0162281085522555,-0.0216104623362132,-0.139747070102793,-0.461250934856748,0.00473528309457123,-0.00615786883157315,-0.0137983475097896,0.00196792985920345,0.0011426930646629,0.000812750451369272,-0.00426867989540354,0.00138124245328101,0.000126472233677753,-0.000230103840119125,-0.000289363836507959,-4.68448828538096e-05,-3.752706315704e-05,-1.06370803171438e-05,4.69605635052719e-06,4.33295907273379e-06,4.81605538501817e-06,3.97505167729062e-07,-7.61360646837211e-14
"X5OP",10.7404595842896,10.5396749854268,0.250255745870844,-0.341593278065231,0.067020826119692,0.0206745978886147,-0.022595554627031,-0.105729156170564,-0.015912744402484,0.0607334950267567,1.66666331772463,0.0290988719113148,-0.0771569918269782,0.0752905338970609,0.185739592342589,0.261671085366929,0.0416484254429763,-0.01198111524365,-0.0890517231177518,-0.0166277633060075,0.00237486830800142,0.0029569317186162,-0.00215657763732376,-0.00336636483398725,0.000256206152301618,-6.74274713103617e-05,8.39916162770183e-06,-1.78546115620092e-05,-1.81937949636838e-05,-3.56555116584113e-06,-6.62165173771471e-06,-3.7551210454582e-06,-4.6242116998079e-06,4.1027347452981e-07,3.40721374725295e-15
"X5SD",10.7092673931552,10.505386687492,0.248582112572577,-0.336946594722021,0.0662173820277611,0.02248483012515,-0.0251504275067863,1.41015799665243,0.00689837987264546,-0.0106927602885316,-1.28758309989123,-0.00178335167998165,-0.0161120611868206,0.0272470733320095,0.290788311681376,1.03720223151911,-0.0185139331812502,0.00145885787404579,0.0668241400395921,0.000733482891240872,-0.00034762318940235,-0.000626703877460435,0.000354597592183124,0.000785843646184818,-5.35488991481348e-05,7.70787722488737e-06,-1.00171020503642e-05,2.74537788547801e-06,3.27089488223319e-06,5.56527379901495e-07,1.88939215892153e-06,8.04118390318898e-07,1.26463836870203e-06,6.71419056165684e-09,-1.08191640325536e-13
"X5SM",10.6767059610855,10.3659420577226,0.212296443883727,-0.464015136577525,0.145497761520044,0.0785280273269769,-0.0174603957230002,1.98932674137443,-0.017012253966497,-0.0240430606488386,1.88297283096233,-0.0168960065359647,0.0570689002808835,-0.0556814140310882,-0.165899940362077,-0.315714635022195,-0.0299221191062523,0.0127290250492477,0.194812999716175,-0.0094740860685097,0.000101460909815761,-0.000451723583692213,0.000631093504395948,0.000271251316175821,-3.15099928995784e-05,2.86207671314924e-05,2.53389753509378e-05,6.60356443825983e-06,7.10768355703152e-06,1.68145830622702e-06,2.16948890441353e-06,-7.10081371815981e-07,2.6940475124508e-07,2.12512140876993e-07,-1.27407741475072e-13
"X5SP",10.6745938989401,10.5061344158926,0.258480239295014,-0.35861488504326,0.0647244129687557,0.0213520967317466,-0.0273524190547727,1.67223795592808,0.00277355540965856,0.00338018931818787,1.17369750673678,-0.0199064336594291,-0.00439160082610103,-0.00394002983944307,-0.0249039631082902,-0.0586241680059416,-0.000379397017535718,-0.00306990689765177,-0.161467129557414,0.0284921731354537,-0.00270177545489461,-0.0024732999453274,0.00210936627187087,0.00271347273422481,-0.000234624298817335,7.27812723085369e-05,1.28406419022418e-05,1.77377986712463e-05,1.58250156947843e-05,3.49362956217743e-06,2.82453286973586e-06,3.83758750020389e-06,3.30258724727854e-06,-7.63149934194054e-07,-2.34738443960492e-14
