"","s1_vc07","s2_vc07","s3_vc07","s4_vc07","s5_vc07","s6_vc07","s7_vc07","s8_vc07","s9_vc07","s10_vc07","s11_vc07","s12_vc07","s13_vc07","s14_vc07","s15_vc07","s16_vc07","s17_vc07","s18_vc07","s19_vc07","s20_vc07","s21_vc07","s22_vc07","s23_vc07","s24_vc07","s25_vc07","s26_vc07","s27_vc07","s28_vc07","s29_vc07","s30_vc07","s31_vc07","s32_vc07","s33_vc07","s34_vc07","s35_vc07","s36_vc07","s37_vc07","s38_vc07","s39_vc07","s40_vc07","s41_vc07","s42_vc07","s43_vc07","s44_vc07","s45_vc07","s56_vc09","s57_vc09","s58_vc09","s59_vc09","s60_vc09","s20_vc10","s21_vc10","s22_vc10","s23_vc10","s24_vc10","s25_vc10","s26_vc10","s27_vc10","s28_vc10","s29_vc10","s30_vc10","s31_vc10","s32_vc10","s33_vc10","s34_vc10","s35_vc10","s36_vc10","s37_vc10","s38_vc10","s39_vc10","s40_vc10","s41_vc10","s42_vc10","s43_vc10","s44_vc10","s45_vc10","s46_vc10","s47_vc10","s48_vc10","s49_vc10","s50_vc10","s51_vc10","s52_vc10","s53_vc10","s54_vc10","s55_vc10","s56_vc10","s57_vc10","s58_vc10","s59_vc10","s60_vc10","s61_vc10","s62_vc10","s63_vc10","s64_vc10","s22_vc11","s23_vc11","s24_vc11","s25_vc11","s26_vc11","s27_vc11","s28_vc11","s29_vc11","s30_vc11","s31_vc11","s32_vc11","s33_vc11","s34_vc11","s35_vc11","s36_vc11","s37_vc11","s38_vc11","s39_vc11","s40_vc11","s41_vc11","s42_vc11","s43_vc11","s44_vc11","s45_vc11","s46_vc11","s47_vc11","s48_vc11","s49_vc11","s50_vc11","s51_vc11","s52_vc11","s53_vc11","s54_vc11","s55_vc11","s56_vc11","s57_vc11","s58_vc11","s59_vc11","s60_vc11","s61_vc11","s62_vc11"
"s1_vc07","0","0.900316316157106","0.900316316157106","0.900316316157106","0.164165075054354","0.900316316157106","0.900316316157106","0","0.900316316157106","0.505038222263898","0.900316316157106","0.900316316157106","0.705118887174474","0.900316316157106","0.736917101776904","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.893683466421688","0.900316316157106","0.874055266976218","0.900316316157106","0.900316316157106","0.886353003253665","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.846383639739545","0.900316316157106","0.900316316157106","0.900316316157106","0.881330962669492","0.873865367040473","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.891791462800722","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.882007388939743","0.900316316157106"
"s2_vc07","0.900316316157106","0","0.900316316157106","0.900316316157106","0.900316316157106","0","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.893722284941526","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.896751689629894","0.875641201378183","0.900316316157106","0.900316316157106","0.900316316157106","0.331645979042288","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.851599425830168","0.900316316157106","0.900316316157106","0","0.900316316157106","0.867027969845894","0.900316316157106","0.900316316157106","0.318685815318169","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.873135481458748","0.900316316157106"
"s3_vc07","0.900316316157106","0.900316316157106","0","0.900316316157106","0.900316316157106","0.900316316157106","0.102454940396846","0.900316316157106","0.74497082905528","0.900316316157106","0.194729927168634","0.126300574937549","0.900316316157106","0.900316316157106","0.353994308585732","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.878070717639478","0.874377443913697","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.874239799118179","0.900316316157106","0.900316316157106","0.84668366281588","0.880714436961092","0.840822240153773","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.887634398088094","0.900316316157106","0.900316316157106","0.900149681418687","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.89360937820422","0.900316316157106","0.900316316157106","0.898568928062013","0.900316316157106","0.850755665818675","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.819784035202282","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.805335840101789","0.873783993486523","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.825643386690096","0.900316316157106","0.899319094087391","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.879953704838838","0.882203630931051","0.900316316157106","0.871345786291127","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.85051900450958","0.900316316157106"
"s4_vc07","0.900316316157106","0.900316316157106","0.900316316157106","0","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.421782121754432","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.870097344105908","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.881530857295592","0.900316316157106","0.900316316157106","0.883865838712799","0.846681988583426","0.900219397476159","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.567331264703765","0.900316316157106","0.888942737617746","0.894046100853775","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.889397399798138","0.899994460048768","0.900316316157106","0.900316316157106","0.900316316157106","0.863457568429343","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.886553981815413","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.846065274842818","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.90020205062592","0.900120922731577","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.887029456921117","0.900316316157106","0.785302242669177","0.900316316157106","0.707439824387079","0.900316316157106","0.900316316157106","0.900316316157106","0.792220013575173","0.900316316157106","0.631125823329238","0.900316316157106","0.900316316157106","0.85736867603173","0.791748977083929"
"s5_vc07","0.164165075054354","0.900316316157106","0.900316316157106","0.900316316157106","0","0.900316316157106","0.900316316157106","0.164165075054354","0.900316316157106","0.465528792963015","0.900316316157106","0.900316316157106","0.642276684218524","0.900316316157106","0.742927672325557","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.878961429809069","0.900316316157106","0.87494107384428","0.900316316157106","0.900316316157106","0.886820795094142","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.848231930902389","0.900316316157106","0.900316316157106","0.900316316157106","0.873764524802532","0.874757674353038","0.900316316157106","0.89310320258427","0.889930494192894","0.883507335768384","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.897775661000349","0.893522381911764","0.900316316157106","0.900316316157106","0.893806481276511","0.900316316157106","0.900316316157106","0.888291765709742","0.900316316157106","0.879863566426323","0.900316316157106","0.900316316157106","0.881446548074016","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.899616574182323","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.874134024579212","0.900316316157106"
"s6_vc07","0.900316316157106","0","0.900316316157106","0.900316316157106","0.900316316157106","0","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.893722284941526","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.896751689629894","0.875641201378183","0.900316316157106","0.900316316157106","0.900316316157106","0.331645979042288","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.851599425830168","0.900316316157106","0.900316316157106","0","0.900316316157106","0.867027969845894","0.900316316157106","0.900316316157106","0.318685815318169","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.873135481458748","0.900316316157106"
"s7_vc07","0.900316316157106","0.900316316157106","0.102454940396846","0.900316316157106","0.900316316157106","0.900316316157106","0","0.900316316157106","0.750261099786626","0.900316316157106","0.206173141345762","0.0634842378271677","0.900316316157106","0.900316316157106","0.321633381237354","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.883048367035732","0.871473039346841","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.880290344972706","0.900316316157106","0.900316316157106","0.851789267630204","0.878795483619965","0.845813940196324","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.890460112676311","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.895311575309463","0.900316316157106","0.900316316157106","0.898412520559523","0.900316316157106","0.855092377100571","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.8382963552644","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.827323143841957","0.879732203708095","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.842760686147081","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.877681852156249","0.886444508385542","0.900316316157106","0.868548596337773","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.855715500738646","0.900316316157106"
"s8_vc07","0","0.900316316157106","0.900316316157106","0.900316316157106","0.164165075054354","0.900316316157106","0.900316316157106","0","0.900316316157106","0.505038222263898","0.900316316157106","0.900316316157106","0.705118887174474","0.900316316157106","0.736917101776904","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.893683466421688","0.900316316157106","0.874055266976218","0.900316316157106","0.900316316157106","0.886353003253665","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.846383639739545","0.900316316157106","0.900316316157106","0.900316316157106","0.881330962669492","0.873865367040473","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.891791462800722","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.882007388939743","0.900316316157106"
"s9_vc07","0.900316316157106","0.900316316157106","0.74497082905528","0.900316316157106","0.900316316157106","0.900316316157106","0.750261099786626","0.900316316157106","0","0.900316316157106","0.716876030605709","0.735854905346298","0.900316316157106","0.900316316157106","0.592241344540194","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.757480302382949","0.900316316157106","0.757480302382949","0.900316316157106","0.757480302382949","0.900316316157106","0.835114785136339","0.900316316157106","0.882716606727412","0.900316316157106","0.803709302176108","0.817236383384444","0.900316316157106","0.900316316157106","0.774381072517247","0.900316316157106","0.810528115059942","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.891069337725912","0.900316316157106","0.900316316157106","0.801043758062185","0.851460707056521","0.802015964520689","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.895751158948105","0.900316316157106","0.900316316157106","0.874053010902625","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.848101119368009","0.820980806999002","0.900316316157106","0.899822717462246","0.900316316157106","0.841676907777814","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.844920934043413","0.900316316157106","0.900316316157106","0.900316316157106","0.890817224143573","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.856233025934172","0.882297408962308","0.900316316157106","0.897580420304634","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.880026813684725","0.900316316157106","0.845699162799438","0.900316316157106","0.874050657521189","0.900316316157106","0.856052377495169","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.894498286027261","0.851031670821278","0.900316316157106","0.891969889533354","0.900316316157106","0.900316316157106","0.900316316157106","0.895004309696689","0.900316316157106","0.900316316157106","0.699424982132654","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.895114624616668","0.900316316157106","0.796938949914343","0.900316316157106"
"s10_vc07","0.505038222263898","0.900316316157106","0.900316316157106","0.900316316157106","0.465528792963015","0.900316316157106","0.900316316157106","0.505038222263898","0.900316316157106","0","0.900316316157106","0.900316316157106","0.635568455307488","0.900316316157106","0.791977735316791","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.820248765036462","0.850473332533675","0.882403162870728","0.900316316157106","0.900316316157106","0.890770470115374","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.863717952345149","0.900316316157106","0.900316316157106","0.900316316157106","0.878605553415814","0.488746803603955","0.900316316157106","0.892486759959456","0.889178891184247","0.856167512751931","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.880366548299416","0.897592665064384","0.893031783747833","0.884241410424557","0.900316316157106","0.893336478718657","0.900316316157106","0.900316316157106","0.887420704304832","0.900316316157106","0.87837428989785","0.900316316157106","0.900316316157106","0.883087163089239","0.900316316157106","0.513519414619223","0.900316316157106","0.513519414619223","0.900316316157106","0.829248862585546","0.513519414619223","0.900316316157106","0.900316316157106","0.513519414619223","0.900316316157106","0.553608595977364","0.900316316157106","0.900316316157106","0.869922155795254","0.899741294055451","0.791350847292122","0.606879506338673","0.900316316157106","0.900316316157106","0.843057456582115","0.900316316157106","0.899566229184519","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.898879504947993","0.900316316157106","0.898962699220156","0.75514432653337","0.900316316157106","0.819206124813606","0.899046901801952","0.900316316157106","0.899761000777321","0.900316316157106","0.900316316157106","0.898879504947993","0.900316316157106","0.900316316157106","0.879252760888229","0.900045726703268","0.900316316157106","0.898905992841953","0.900316316157106","0.900316316157106","0.900316316157106","0.890973974236171","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900316316157106","0.900307073248069","0.900316316157106","0.900316316157106","0.857066996447726","0.900316316157106"
