barcode,vc1,s61_vc12,s40_vc16,s41_vc16,s1_vc07,s10_vc07,s11_vc07,s12_vc07,s13_vc07,s14_vc07,s15_vc07,s16_vc07,s17_vc07,s18_vc07,s19_vc07,s2_vc07,s20_vc07,s21_vc07,s22_vc07,s23_vc07,s24_vc07,s25_vc07,s26_vc07,s27_vc07,s28_vc07,s29_vc07,s3_vc07,s30_vc07,s31_vc07,s32_vc07,s33_vc07,s34_vc07,s35_vc07,s36_vc07,s37_vc07,s38_vc07,s39_vc07,s4_vc07,s40_vc07,s41_vc07,s42_vc07,s43_vc07,s44_vc07,s45_vc07,s5_vc07,s6_vc07,s7_vc07,s8_vc07,s9_vc07,s58_vc09,s59_vc09,s60_vc09,s56_vc09,s57_vc09,s20_vc10,s21_vc10,s22_vc10,s23_vc10,s24_vc10,s25_vc10,s26_vc10,s27_vc10,s28_vc10,s29_vc10,s30_vc10,s31_vc10,s32_vc10,s33_vc10,s34_vc10,s35_vc10,s36_vc10,s37_vc10,s38_vc10,s39_vc10,s40_vc10,s41_vc10,s42_vc10,s43_vc10,s44_vc10,s45_vc10,s46_vc10,s47_vc10,s48_vc10,s49_vc10,s50_vc10,s51_vc10,s52_vc10,s53_vc10,s54_vc10,s55_vc10,s56_vc10,s57_vc10,s58_vc10,s59_vc10,s60_vc10,s61_vc10,s62_vc10,s63_vc10,s64_vc10,s22_vc11,s23_vc11,s24_vc11,s25_vc11,s26_vc11,s27_vc11,s28_vc11,s29_vc11,s30_vc11,s31_vc11,s32_vc11,s33_vc11,s34_vc11,s35_vc11,s36_vc11,s37_vc11,s38_vc11,s39_vc11,s40_vc11,s41_vc11,s42_vc11,s43_vc11,s44_vc11,s45_vc11,s46_vc11,s47_vc11,s48_vc11,s49_vc11,s50_vc11,s51_vc11,s52_vc11,s53_vc11,s54_vc11,s55_vc11,s56_vc11,s57_vc11,s58_vc11,s59_vc11,s60_vc11,s61_vc11,s62_vc11
lm44 mapping,1083,7033,3540,3811,1,0,1,4,0,0,2,1,0,0,4,1,2,1,0,1,1,7,1,2,2,2985,6,0,2,35,2,2,3,3,0,0,3,1,2,3,1,0,2,1,1,0,2,2,0,1110,650,589,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,767,374,0,9,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,619,0,0,360,3767,0,254,8,0,0,3787,0,0,20820,0,0,0,15,0,44,66423,0,38059,0,0,0,0,0,2179,0,8206,0
lm45 mapping,156,0,449,1604,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,260,0
lm46 mapping,116,563,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,3,0,0,1,0,276,0
lm47 mapping,1150,8424,2873,1698,1,3,2,3,0,2,4,0,1,0,2,1,2,0,2,1,1,1,2,4,2,0,2,2725,92,0,0,2,1,4,0,5,2,1,0,0,1,3,4,0,0,1,2,0,0,1729,0,894,0,0,0,0,0,0,0,0,271,0,0,1551,0,0,0,0,0,0,7,0,110,0,0,0,0,0,0,0,0,8,0,57,0,0,0,0,0,0,199,0,0,0,0,0,0,0,8,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,40,0,10,0,16,0,0,8,0,0,0,0,0,0,0,5939,0
lm48 mapping,1701,12956,453,7698,145,7,6,5,23713,3,4,2,354976,6,4,11,7,20,1,3,3,207,17054,5,9,22,4,447,1594,4,178,21,15,14845,15,0,5,5,6,100,15,1,13,5922,21,3,6,0,112,3133,2015,1177,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,628,0,0,0,257,0,0,0,0,0,0,0,0,238,0,1228,0,0,3901,0,0,0,0,0,0,0,0,58,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,9,0,0,19,0,10,0,0,2,0,4132,0,0,0,3203,0,10928,0
lm49 mapping,529,3930,0,963,0,2,0,0,0,0,0,0,111,1,1,0,1,0,0,1,0,1,2,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,576,787,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,140,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,8,0,12,0,0,0,0,0,0,0,0,5,0,1303,0
lm50 mapping,400,3754,1051,2833,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,2,2,0,0,1,0,2,0,1,0,0,0,0,0,3,1,0,77,0,1772,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,571,0
lm51 mapping,575,3167,1677,537,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2811,630,643,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,1266,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,912,3444,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,7,0,0,2,0,0,0,0,0,0,0,4840,0
lm52 mapping,913,5707,1423,0,1,3,2190,2,0,0,90,0,0,0,1,0,1,0,0,0,0,0,0,4,1,1,77,0,471,2,1,0,6,0,1,0,1,1,1,1,1,1,2,1391,1,0,1,0,0,0,958,2495,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,220,0,0,4,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,66903,0,0,0,0,0,2448,0,0,0,0,0,7,0,20,2,0,0,0,0,1,0,0,0,0,4550,0
lm53 mapping,287,1660,0,2489,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1888,0,875,0,5,0,0,0,0,0,0,0,0,207,0,0,0,0,55,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1112,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,1,0,591,0
lm54 mapping,984,5990,3128,2088,1,2,0,2,0,0,2,1,1,2,1,0,2,0,1,0,1,0,4,2,3,0,1,1803,1065,7,0,1,4,90,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,460,1024,625,0,13,0,0,0,0,0,1391,0,0,0,0,0,0,0,0,0,0,7,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,0,0,2,0,0,0,0,0,0,0,0,663,0,21657,0,0,166,0,0,0,0,42272,0,0,0,0,0,15,0,169,0,0,4,0,0,0,0,0,0,0,6575,0
lm55 mapping,460,1613,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,2,0,1,0,1,2,0,0,3,2796,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,701,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,10,0,0,0,0,0,5426,0,0,51,0,538,0,0,0,0,0,13,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,177,0,0,9,0,5,0,0,4,0,1,0,0,0,0,0,2607,0
lm56 mapping,1222,9054,2566,4705,1,0,2,4,0,11,2,0,0,0,2,2,3,0,17,0,2,2,5,2,4529,0,1,553,129,1,0,5,3,1,0,14,1,5,0,0,3,4,5,0,0,7,1,1,0,0,2904,629,12,0,0,0,0,0,0,77,0,0,234,216,0,49,0,70,1147,0,4,0,77,0,0,0,0,0,0,0,0,23,0,251,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14314,128,0,0,0,0,0,9842,0,0,0,0,0,0,22,0,48,0,0,2326,0,0,0,0,0,2173,0,4080,0
lm57 mapping,210,1395,147,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,24518,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,65,0,0,0,0,0,0,0,0,1,0,0,0
lm58 mapping,953,9445,2343,4635,1,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,3,0,0,0,0,17,1,0,0,1,3,0,0,0,1,1,0,1,1,0,0,0,0,0,2,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,0,0,35744,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2452,0,0,0,0,0,0,4,0,0,12898,0,0,0,0,0,20,0,43,0,0,0,0,0,0,0,0,0,0,5690,0
lm59 mapping,2368,15629,0,6746,2,29,4,1,0,0,2,2,1,43,1,54,3,0,0,1,6,1,57,7,6,0,1,0,17,5,5,65,7,4,0,0,3,0,1635,140,137775,12,2,0,0,0,1,4,1,2096,3213,3794,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,557,49,1524,0,170,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1713,0,144,0,0,0,0,19,0,23,0,0,0,0,0,0,0,0,20470,0,10671,0
lm60 mapping,1048,1764,850,2154,0,4,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,3212,4,739,88,0,34,148,171,0,0,476,2,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0,1145,777,1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,8256,0,0,4740,0,0,0,0,0,0,3677,0,2221,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,1978,0
lm61 mapping,1410,3323,1750,829,1,1,0,0,0,15171,0,0,0,0,0,1,3,0,7,0,2,3,0,0,1,0,1,11,0,1,0,2,4,0,0,7,0,1,2,0,0,1,2,0,0,13,0,1,2,1799,1314,972,0,0,17907,10383,0,0,0,0,8409,0,0,0,0,0,0,0,99,0,0,7404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,6,0,0,0,0,0,0,0,0,8,0,8,0,1,0,0,0,0,0,0,0,0,5516,0
lm62 mapping,474,3674,697,2463,613087,92861,103,0,50688,0,42729,22,122,102,283,68,4,181,0,20,25,167,50,0,2,293,3,93,28,1580,212,61,1034,0,200,0,20,2,24,381,33,4,0,434,534948,0,21,90580,132,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,1159,0
lm63 mapping,516,3929,1124,0,0,0,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,1,1109,0,1,1,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,1472,2176,1532,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,0,0,0,0,0,0,0,38,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,72783,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,1594,0
lm64 mapping,844,4180,875,707,0,1,0,2,0,0,0,0,0,0,1,0,0,2,4,0,1,0,0,0,0,0,1,1249,50,3,0,2,3,2,0,0,0,1,0,1,0,0,1,1474,0,1,0,0,0,1015,0,575,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70288,0,0,0,1872,0,0,0,0,0,43441,0,0,0,0,0,118,0,107,0,0,2,0,0,0,0,0,0,0,2134,0
lm65 mapping,1927,9506,1958,4946,0,0,2,1,0,8,3,0,0,1,4,1,1,0,9,4,3,0,3,7,4,0,2,19,0,4,1,5,9,2,0,5,1,3,0,0,1,2,2,0,0,12,4,4,0,0,0,1826,262,413075,0,0,0,0,0,0,0,1243,258,0,0,0,0,194,172,0,27,0,118,0,0,0,0,0,0,0,0,0,0,0,0,17731,0,0,30,0,2101,372,0,0,0,0,198,5,0,0,1,0,0,0,0,0,0,0,230,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,25,0,18,0,0,0,0,0,0,0,0,1700,0,3689,0
lm66 mapping,1187,8976,2498,2040,2,0,3,2,0,0,4,1,0,0,0,0,1,0,0,1,3,0,0,5,1,1,4,0,3,2,1,4,4,1,0,0,1,3,4,0,0,1,1,1070,0,0,3,0,0,772,2968,2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,879,9,0,14,0,0,6,0,10,0,0,15,0,0,0,0,0,0,0,19694,0
lm67 mapping,726,5931,477,1034,1,1,0,0,0,1,1,3,1,2,1,2,2,0,0,1,0,1,1,1,1,0,1,4,110,3,0,2,2,0,0,0,1,2,1,1,0,1,3,0,0,0,0,4,1,0,1160,565,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,30,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,10,0,0,0,0,0,0,0,3156,0
lm68 mapping,1120,9264,1563,4167,2,2,3,2,0,0,2,1,1,2,2,2,3,0,0,1,0,1,3,3,2,0,2,872,48,3,0,2,6,2498,0,2,1,2,1,1,1,0,4,0,0,0,1,2,0,768,761,3705,0,0,0,0,0,0,0,167,17266,0,3038,0,0,0,0,920,0,0,8,0,3399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,219733,0,0,0,0,126775,0,0,108005,0,0,996,0,0,0,0,0,105825,0,0,0,0,14,0,608,0,0,0,0,0,0,0,0,0,0,9926,0
lm69 mapping,656,4742,0,3050,1,0,0,2,0,0,1,0,0,2,2,0,0,0,0,1,1,0,0,1,2,0,1,0,0,0,1,0,3,0,0,0,0,1,1,2,2,2,2,0,0,0,1,1,0,1387,1434,1139,0,0,0,0,0,0,0,0,0,2191,0,0,0,0,0,0,0,0,220,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,127,0,0,0,1564,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,9,0,0,2,0,0,0,0,0,0,0,2372,0
lm70 mapping,266,2028,0,0,1,9,0,40,1,0,4,1,0,9,4,11,97,1,7,5,2,2,20997,416,146454,1371,3,5480,6508,101,0,7,5361,96,0,4,1,42,0,0,6,4,48,0,0,5,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,9,0,6,0,0,3,0,0,0,0,0,0,0,389,1050
lm71 mapping,416,1667,0,1356,2,1,0,0,0,0,0,0,1,2,2,0,0,0,2,0,2,3,1,0,1,0,1,2465,1,3,1,1,0,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,880,0,867,0,0,0,0,0,0,0,68,0,0,340,0,0,0,0,594,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,1449,0
lm72 mapping,484,3668,1176,662,6,1,0,1,0,1,0,1,1,1,5,1,2,0,1,0,1,7620,2,1799,1,79,3,6073,42,1908,5,1,5753,3,0,1,0,0,1,6,1,5,0,0,0,3,0,1,0,1332,0,2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,9,0,0,5,0,0,0,0,0,0,0,14089,0
lm73 mapping,869,7295,0,0,4,0,1,3,0,0,2,1,0,0,1,3,2,0,0,2,2,0,0,3,0,0,2,0,6,1,0,2,3,3,0,0,5,3,0,1,1,2,1,0,0,0,1,2,1,1452,1348,5470,2,0,0,0,0,0,0,0,0,0,41,0,0,0,0,74,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,82,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,7451,0,0,0,0,0,0,0,0,0,0,0,12,0,21,0,0,0,0,0,0,0,0,0,0,11380,0
lm74 mapping,834,5146,243,903,0,23,0,7,0,3,1,4,0,38,0,48,83,0,10,1,1,2,93694,3,21611,0,0,11646,5162,0,1,30556,1,4458,0,8,1,9,1,1,38,3,15,4,0,3,4,1,0,0,193,0,0,0,0,0,0,0,0,0,0,1332,0,0,0,0,0,0,0,0,10,0,52,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,1443,0
lm75 mapping,179,1183,512,1904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,81,0
lm76 mapping,387,1235,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,1,1,1,0,0,820,1342,0,1,0,1,122,0,3,1,1,1,0,0,0,0,0,0,0,2,0,0,750,767,0,0,0,0,0,0,0,0,17,0,0,31,0,0,0,0,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,11,1,0,0,0,0,0,0,11925,0
lm77 mapping,931,4775,2926,2408,1,2,2,3,0,1,0,0,0,3,1,1,2,0,0,1,1,0,2,2,3,0,3,774,408,0,0,2,1,1,0,1,1,0,2,0,0,0,3,0,0,1,1,0,0,1869,3171,0,0,0,0,0,16,0,0,0,4631,0,12435,0,0,0,0,0,2213,0,4471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,10,0,0,7,0,13,0,0,0,0,0,4811,0
lm78 mapping,1543,8090,3862,5720,0,0,1,2,0,5,0,2,13,1,2,2,5,0,4,4,2,1,2,4,3,0,4,5108,324,2,0,1,11,112,0,4,3,0,0,0,1,8,2,0,0,2,0,0,1,1055,2176,3765,0,0,0,0,0,7266,0,0,2599,0,0,16,0,0,0,586,281,0,74,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,8108,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,26,0,0,5,0,0,0,0,0,0,0,5512,0
lm79 mapping,897,4972,0,1905,0,0,2,4,0,0,0,0,0,0,1,0,1,0,1,0,1,1,2,1,2,4,3,18,0,513,1,1,337,0,0,1,0,1,1,0,0,3,2,0,0,0,0,0,0,727,1393,1310,0,0,0,0,281,0,0,0,0,0,53,0,0,0,0,228,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5488,0,0,0,0,0,0,0,0,0,2,1,6,1,0,7,0,2,0,0,9970,0,0,0,0,0,0,0,593,0
lm80 mapping,909,5444,1806,1023,0,1,0,3,0,1,1,1,0,0,3,1,1,0,1,2,1,0,0,1,2,3,3,1489,1889,273,0,3,668,2891,0,4,0,1,0,1,0,2,3,1,0,2,1,0,0,91,908,2563,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,47,218,0,0,0,0,1478,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2587,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,21,0,0,0,43449,1138,0
lm81 mapping,736,4769,2505,1500,0,1,3,2,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,4,2,0,0,13,100,0,1,2,3,1522,0,0,0,0,2,0,1,4,3,0,0,0,0,0,0,1507,1254,1840,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,71,0,1,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,0,0,12525,0,0,0,0,0,2084,0,0,0,13,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3036,0
lm82 mapping,283,1066,0,0,0,0,0,2,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,20,375,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,794,0
lm83 mapping,939,5544,2093,1351,1,0,0,3,0,0,0,1,1,0,1,2,1,0,0,0,0,0,5,2,2,0,0,0,0,1,1,2,2,2,0,0,2,1,1,0,0,2,3,0,0,0,0,0,0,872,4173,1750,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,114,0,3005,0,0,23,0,0,599,9,0,18,0,0,689,0,0,34,0,0,0,2,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,2137,0
lm84 mapping,163,1067,34,1092,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,389,0
lm85 mapping,2039,13600,652,12777,5,1,4,0,0,1,3,2,542,5,5,2,1,0,0,5,2,3,2876,4,2,0,2,833,2994,2,2,285,7,3,0,5,6,2,6,0,1,3,2,0,0,1,4,2,1,5122,4417,4224,0,0,0,0,0,0,17679,463,243,317,0,0,10928,0,0,30,76,5127,0,0,0,0,0,0,0,0,2024,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,373,0,2236,0,0,38,0,0,0,0,0,0,0,34290,8994,0,12760,0,0,967184,0,0,0,103,0,1235,0,0,959,0,32,0,49,0,0,0,0,0,0,0,0,0,0,6320,0
lm86 mapping,1229,7712,2523,6583,0,0,3,1,1,19,0,2,0,1,3,1,3,2,13,1,0,2,2,0,0,2,2,275,1,1,1,2,3,2,1,12,0,1,1,2,0,0,0,3715,2,11,3,0,0,1045,0,500,0,0,0,0,2,0,0,0,0,47,797,0,0,0,0,863,166,1555,132,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,622,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,354303,0,0,0,0,0,1960,0,0,296530,0,0,10,0,45,7,0,0,0,0,53,0,0,0,0,5161,0
