"","s1_vc15","s10_vc15","s11_vc15","s12_vc15","s13_vc15","s14_vc15","s15_vc15","s16_vc15","s17_vc15","s18_vc15","s19_vc15","s2_vc15","s20_vc15","s21_vc15","s22_vc15","s23_vc15","s24_vc15","s25_vc15","s26_vc15","s27_vc15","s28_vc15","s29_vc15","s3_vc15","s30_vc15","s31_vc15","s32_vc15","s33_vc15","s34_vc15","s35_vc15","s36_vc15","s37_vc15","s38_vc15","s39_vc15","s4_vc15","s40_vc15","s41_vc15","s42_vc15","s43_vc15","s44_vc15","s45_vc15","s46_vc15","s47_vc15","s48_vc15","s49_vc15","s5_vc15","s50_vc15","s51_vc15","s52_vc15","s53_vc15","s54_vc15","s55_vc15","s56_vc15","s57_vc15","s58_vc15","s59_vc15","s6_vc15","s60_vc15","s61_vc15","s62_vc15","s63_vc15","s64_vc15","s7_vc15","s8_vc15","s9_vc15","s1_vc17","s10_vc17","s11_vc17","s12_vc17","s13_vc17","s14_vc17","s15_vc17","s16_vc17","s17_vc17","s18_vc17","s19_vc17","s2_vc17","s20_vc17","s21_vc17","s22_vc17","s23_vc17","s24_vc17","s25_vc17","s26_vc17","s27_vc17","s28_vc17","s29_vc17","s3_vc17","s30_vc17","s31_vc17","s32_vc17","s33_vc17","s34_vc17","s35_vc17","s36_vc17","s37_vc17","s38_vc17","s39_vc17","s4_vc17","s40_vc17","s41_vc17","s42_vc17","s43_vc17","s5_vc17","s6_vc17","s7_vc17","s8_vc17","s9_vc17","s1_vc18","s10_vc18","s11_vc18","s12_vc18","s13_vc18","s14_vc18","s15_vc18","s16_vc18","s17_vc18","s18_vc18","s19_vc18","s2_vc18","s20_vc18","s21_vc18","s22_vc18","s23_vc18","s24_vc18","s25_vc18","s26_vc18","s27_vc18","s28_vc18","s29_vc18","s3_vc18","s30_vc18","s31_vc18","s32_vc18","s33_vc18","s34_vc18","s35_vc18","s36_vc18","s37_vc18","s38_vc18","s39_vc18","s4_vc18","s40_vc18","s41_vc18","s42_vc18","s43_vc18","s44_vc18","s45_vc18","s5_vc18","s6_vc18","s7_vc18","s8_vc18","s9_vc18","s46_vc18"
"lm36 mapping",1564,0,0,0,0,0,0,0,0,0,0,1340,0,0,0,0,0,0,8411,0,0,4263,533,1320,0,777,4384,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0,0,3364,0,0,0,4450,3206,0,0,0,0,0,150055,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,1102,0,0,0,0,0,0,0,0,0,4187,968,4008,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,19281,0,0,0,0,0,1339,3093,82791,87239,0,0,0,70625,38381,0,0,13449,30529,0,0,0,7739,0,0,0,244,184,0,532,0,0,0,2541,139,4866,494,0,0,0,77,0,0,0,206,0
"lm37 mapping",1575,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304,21326,6154,43570,0,13578,0,0,28833,0,0,0,19949,0,34516,0,0,0,0,11891,0,0,0,8214,4765,0,0,0,0,851,0,0,0,0,0,30303,0,0,0,0,0,2490,444,0,0,5646,0,0,0,0,0,0,4899,4355,0,0,0,0,0,0,0,11305,5434,0,6694,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,33682,0,0,19711,0,0,4935,16335,9399,595,0,5653,0,0,63,0,43,0,14215,0,0,0,0,0,0,33,141,28,0,0,0,51,0,423,0,737,2753,0,0,0,1006,0,0,0,123,994
"lm38 mapping",533,0,0,0,0,0,0,0,0,0,0,997,0,0,0,0,0,0,86379,0,0,1792,13344,4497,0,831,504,0,0,0,0,0,0,3114,0,0,0,0,0,0,0,0,0,0,4033,0,0,0,0,29730,0,11708,2207,0,934,0,0,40876,0,0,0,0,0,1234,0,0,3018,48363,0,0,0,0,12931,5289,4821,0,0,0,0,0,0,0,8476,4165,7658,7807,0,0,0,0,0,0,0,0,0,0,1193,1703,0,0,0,0,0,0,0,0,0,32786,0,0,0,0,0,3822,0,43,667,0,10704,9045,0,0,0,0,0,2634,0,0,0,8004,0,0,0,107,43,0,0,0,0,0,702,0,0,0,0,0,0,0,0,0,0,91,0
"lm39 mapping",2795,734,0,0,0,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8570,2726,0,108075,0,22921,0,0,52942,0,0,0,26630,0,74818,0,0,0,0,0,0,0,0,5452,10820,0,0,0,0,0,116632,0,0,1339,0,176,1340,153,0,0,0,0,1995,0,0,0,0,0,0,0,0,1083,1251,0,0,0,0,0,0,0,0,2131,1491,4606,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,35589,0,0,0,0,0,3794,436,0,139,0,15322,0,0,0,0,0,0,0,0,0,0,4055,0,0,0,127,50,0,0,0,0,838,0,0,0,0,0,0,0,0,0,0,0,79,468
"lm40 mapping",16730,4223,0,0,0,0,196,0,0,0,0,16141,0,0,0,0,0,0,0,0,0,3738,30976,8955,316,2234,11443,0,0,0,0,0,0,0,0,0,0,10948,0,0,0,0,0,0,15997,0,0,0,0,0,0,0,7166,20502,1122,0,2867,5682,63204,0,0,0,0,8811,0,0,7678,0,0,0,0,96805,0,10286,5530,0,16460,6369,0,0,1754,0,12705,1443,43149,18027,0,0,0,533383,0,0,0,0,71021,5930,0,0,91462,0,0,0,0,0,0,0,0,13385,0,0,0,0,0,0,14522,47838,1408,0,0,0,21059,20397,0,0,93557,0,0,0,0,23103,0,0,0,335,63,0,27952,0,0,0,31,0,517,14523,0,0,0,14,0,0,0,226,2836
"lm41 mapping",4924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0
"lm42 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17386,0,0,2155,1829,0,57138,5830,0,0,33821,36378,0,0,0,8889,0,5069,0,0,0,0,0,0,0,0,4976,4963,0,0,0,0,0,0,25524,0,9023,0,0,2886,36217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702,0,0,0,0,0,0,0,0,11200,623,970,2652,0,0,0,0,0,0,0,0,0,2209,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,5604,998,0,407,0,0,0,0,1250,0,0,0,38556,0,0,0,1900,0,0,0,0,227,0,0,0,1501,0,0,0,0,92798,0,0,0,0,0,0,0,0,2229
"lm43 mapping",1215,0,0,0,0,0,0,0,0,0,0,2032,0,0,0,0,0,0,0,0,0,0,1312,4961,403,19,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8813,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,0,0,3655,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,2928,0,0,0,0,0,1259,0,359,0,0,0,0,0,2289,0,0,0,11401,0,0,0,14910,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,646,0,0,0,1455
"lm44 mapping",5466,0,0,0,0,0,0,0,0,0,0,1842,0,2365,0,0,0,0,78136,0,0,18285,5338,5080,0,2074,29475,0,0,0,0,0,0,8315,0,0,0,0,0,0,0,0,0,0,8435,0,0,0,0,71193,0,0,63,5150,7238,584,0,0,268,0,0,0,0,2504,0,0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0,10517,25876,20734,597,0,0,0,0,0,0,0,0,0,0,758,0,1023,0,0,97069,0,0,0,0,0,44273,0,0,0,0,0,1703,18584,2591,9,0,9681,0,0,1147,0,71,0,1890,0,0,0,12782,0,0,14,152,17,0,756,0,0,0,6023,1482,0,0,0,0,0,8396,0,0,0,130,5461
"lm45 mapping",4245,19,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,783,600,0,117,0,730,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm46 mapping",0,0,0,0,0,0,0,0,0,0,0,3009,0,0,0,0,0,0,0,0,0,662,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163229,0,0,0,603,1084,5799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm47 mapping",9300,1386,0,0,0,0,0,0,0,0,0,1879,0,0,0,0,0,0,0,0,0,6171,7388,406,162,1792,300,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10287,0,0,0,0,0,0,0,0,335,0,157,848,0,0,0,0,0,0,239,0,0,0,0,0,0,50301,0,0,0,0,0,0,0,0,0,0,0,2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322464,0,0,0,0,0,20315,0,0,0,0,0,8855,10223,728,0,0,5119,0,0,1758,0,0,0,0,0,0,0,3447,0,0,20,62,643,0,151,0,378,0,0,2715,0,283522,0,0,0,0,0,0,0,0,2450
"lm48 mapping",3426,1252,0,0,0,0,0,0,0,0,0,10108,0,0,0,0,0,0,0,0,0,35313,1283,13816,1468,394,13272,0,0,0,0,1915,10140,1638,0,0,0,0,0,0,0,0,4915,9828,14421,0,0,0,0,155281,0,0,0,6687,1636,0,0,0,0,0,0,0,0,0,225973,0,0,0,0,0,0,0,4980,5418,8417,0,7401,7275,0,0,2908,0,26978,11254,15168,23658,0,435,0,0,0,0,0,0,0,5651,0,0,0,0,0,0,0,1013,0,0,0,18964,0,0,0,0,0,8634,12617,6369,602,0,22013,0,0,6,0,49,0,2018,0,0,0,8190,0,0,33,141,66,0,7582,0,0,104455,8,21328,0,209,0,0,0,0,0,123,0,0,822
"lm49 mapping",2628,1844,0,0,0,3155,0,0,0,0,0,0,0,0,0,0,0,0,5954,0,0,21270,1405,2235,0,0,402,1952,0,0,0,0,0,19523,0,0,0,0,0,0,0,0,0,0,8225,0,0,5803,0,28,0,0,0,0,13260,0,0,0,7147,0,0,0,2203,8568,0,0,0,0,0,0,0,0,4241,4431,0,0,0,0,0,0,0,0,6688,0,0,4838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18022,0,0,0,0,0,0,0,4017,0,4199,7256,0,299,0,42148,0,0,14713,0,43,0,3509,0,0,0,0,0,0,28,0,148,0,2244,0,0,0,0,8732,0,1091,0,0,0,3053,0,0,5330,0,0
"lm50 mapping",20099,935,23849,0,0,6856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811,0,545,0,0,18821,0,0,0,0,0,0,30084,0,0,0,0,0,0,0,0,0,0,26972,0,0,0,0,0,0,122541,0,122,0,9654,0,2172,0,0,0,1428,0,3827,0,0,0,0,0,0,0,0,0,1412,4464,0,0,0,0,0,0,49,0,5860,0,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11068,1066,0,1162,0,243,0,0,763,0,0,0,0,0,0,0,6297,0,0,0,0,2,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0
"lm51 mapping",3079,0,0,0,0,0,0,0,0,0,0,1518,0,0,0,0,0,0,0,39805,0,5834,10063,4410,0,45,0,76247,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0,0,2926,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2339,0,0,0,0,0,0,0,0,104233,0,0,0,0,0,0,0,0,0,2218,3452,6101,4808,0,0,0,0,0,0,0,0,0,0,39,772,0,0,0,0,0,0,0,0,0,15695,0,0,0,0,6198,0,2845,0,0,0,2205,0,0,1121,0,2,0,28677,0,0,0,4324,0,0,0,50,1727,0,0,0,0,341,300,273,0,852,0,0,0,0,0,0,0,0,1016
"lm52 mapping",907,0,0,0,0,1669,0,0,0,0,0,10589,0,0,0,0,0,0,4506,0,0,2994,4358,7195,0,0,13820,0,0,0,0,613,0,2434,0,0,0,0,0,0,0,0,85459,82232,7511,0,0,0,12127,0,2877,0,0,70406,0,0,28487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5774,0,0,0,0,0,0,0,0,6946,5178,10116,6682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4643,0,0,0,0,0,10480,5308,0,957,0,855,0,0,1838,0,22,0,2200,0,0,0,6393,0,0,596,0,14,0,63,0,0,692,0,6056,0,2030,0,0,0,0,0,0,0,0,1238
"lm53 mapping",807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2638,896,23,261,459,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,10627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0,0,9583,0,685,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2658,8533,5118,257,0,85,363,0,3513,0,28,0,27637,0,0,0,0,0,0,34,0,40,0,0,0,155,0,0,25877,0,641,0,0,0,0,0,0,0,0,49
"lm54 mapping",9424,420,0,0,0,443,0,0,0,0,0,2413,0,0,0,54861,0,0,19712,0,0,3692,33470,1919,0,1917,188,0,0,0,0,4133,0,20182,2902,0,0,0,0,0,0,0,0,0,28110,0,0,0,0,11681,0,0,17105,0,52393,15805,12149,0,0,0,0,0,0,3515,0,0,0,0,0,0,19312,0,3261,6328,5554,22963,0,6224,0,0,0,2177,5691,19588,6191,35120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16197,7485,0,0,0,0,0,10142,3815,0,352883,0,0,0,0,131218,0,0,0,63682,0,0,0,0,0,0,0,0,724,0,0,0,1322,0,0,94,0,0,0,0,0,0,0,0,0,0,1824
"lm55 mapping",1487,0,61818,0,0,0,0,0,0,0,0,7466,0,0,0,0,0,0,0,0,0,4189,0,1518,149,0,10245,108,0,0,0,0,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651,0,0,0,0,0,0,0,0,4062,1963,0,16000,0,0,0,0,0,0,0,0,0,0,0,906,0,0,0,0,0,0,0,0,0,15373,0,0,0,0,0,2320,3607,1194,0,0,0,0,0,40,0,16,0,0,0,0,0,1661,0,0,0,134,0,0,0,0,0,0,1166,30,31992,0,0,0,0,0,0,0,0,92,0
"lm56 mapping",766,12815,22207,0,0,0,1738,0,0,0,0,17768,0,60493,0,0,35583,0,4675,0,0,6331,12711,380,550,810,414,0,0,1889,0,0,0,8621,0,0,0,0,0,0,0,0,0,0,11699,0,0,0,0,2782,0,0,0,0,0,0,1674,0,0,0,0,0,13854,4295,0,0,3448,0,0,0,0,0,0,1401,2713,0,0,0,0,0,0,0,12527,36406,1612,4576,0,0,0,0,827154,0,0,0,185877,0,5243,106,0,819722,0,0,51265,0,0,0,0,23827,0,0,0,223,0,613,8884,718,69509,0,1836,0,0,27703,0,0,0,1537,0,0,0,8276,0,0,14,82,891,0,0,0,0,0,0,7763,0,358307,0,0,125182,207,0,0,0,0,4009
"lm57 mapping",0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,4068,0,0,0,141,0,0,0,0,0,526,0,0,0,0,0,0,0,0,6129,0,0,0,0,0,2923,0,287,0,0,1572,0,0,0,57315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,2362,0,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670620,3577,0,3900,0,0,0,0,209,0,0,0,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,550,0,10470,0,0,0,0,0,0,0,0,0
"lm58 mapping",0,737,0,0,0,0,0,0,0,0,0,12555,0,0,0,0,33622,0,0,0,0,3337,8056,828,66102,0,4007,0,0,34995,0,0,0,7234,4070,34600,0,0,0,0,0,0,0,0,4147,0,0,0,0,0,16810,0,0,0,0,0,3309,0,0,0,0,8227,10553,0,0,0,0,0,0,0,0,0,0,1639,4851,0,7445,0,0,0,0,0,4950,10760,29043,0,0,0,0,0,0,0,0,0,30880,0,0,0,384,0,0,0,0,0,0,0,0,1314,0,0,0,0,0,4675,16531,12392,0,0,6856,1650,0,0,0,38,0,0,0,0,0,6145,0,0,35,0,23,0,0,4525,0,760,301,0,206,198,0,0,0,0,0,0,0,0,358
"lm59 mapping",37208,29290,7117,0,0,0,2045,0,0,0,0,20614,0,0,0,47903,0,0,0,37653,0,5092,23296,3723,1107,0,14846,4682,20560,0,0,0,0,21545,374254,0,0,0,0,228218,0,0,0,0,20650,0,0,0,0,25496,0,0,0,6247,4343,85729,0,0,0,0,0,0,0,14735,0,0,1708,24265,10524,0,0,0,165518,4751,11958,0,9491,9336,0,0,0,18263,5959,9109,26774,23170,0,0,0,0,0,0,0,0,0,3903,903,1927,0,0,0,0,0,0,0,0,848,34746,0,0,0,0,0,22481,16050,4508,224543,0,71027,0,0,142280,0,29,0,36020,0,0,0,15606,0,0,1081,151,1835,0,0,0,1477,1579,1082,52721,0,487963,0,0,0,28963,0,0,0,123,6805
"lm60 mapping",10563,0,0,0,0,0,0,0,0,0,0,2907,0,0,0,0,0,0,4667,0,0,0,2303,4123,7,34,2619,14256,0,0,0,0,0,2104,0,0,0,0,0,0,0,0,3319,0,6268,0,0,0,0,0,0,0,0,0,70760,1325,0,0,222,0,0,0,2255,303,0,0,0,0,0,0,0,0,0,659,0,0,0,0,0,0,0,1204,638,1461,2939,1112,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3178,3276,5737,123,0,1748,74939,19069,1387,0,19060,57716,825,0,0,0,11220,0,0,0,258,10,0,840,0,0,0,193,781,62035,0,0,43027,0,7,155,0,0,170,889
"lm61 mapping",4658,2810,0,0,0,1427,0,0,0,0,0,5170,0,0,0,0,0,0,0,0,0,11013,11270,556,148,2368,9828,4121,0,0,0,0,0,20460,0,0,0,0,0,0,0,0,0,0,6815,0,0,0,0,0,494,0,0,0,0,0,390,2870,0,0,0,0,30211,842,34739,75058,0,0,0,0,0,0,0,984,4321,0,0,0,0,0,0,219,3282,7864,11610,15820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,4103,277,139216,0,10005,0,0,48990,0,0,0,9331,0,0,0,19095,0,0,5,0,252,0,0,0,0,1208,0,0,0,1417,0,0,0,0,0,0,0,0,1122
"lm62 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9250,176,99,64981,0,0,0,0,115122,0,0,0,0,0,35938,0,0,0,0,0,0,0,0,3681,5231,0,0,0,0,0,0,0,15336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,7255,0,418,0,391,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,1604,896,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,10,0,0,0,42,0,0,628,0,2284,0,0,0,0,0,0,0,0,0
"lm63 mapping",0,298,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,1700,765,3224,288,611,0,5419,0,0,0,193,3114,26351,0,0,0,0,0,0,0,0,5817,0,1463,0,0,0,0,1440,0,0,0,39,2536,0,0,0,0,0,0,0,0,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17957,0,0,4713,0,456,106,0,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2981,0,63,0,0,4926,0,0,0,0,0,0,0,0,859
"lm64 mapping",13843,0,0,0,0,6552,0,0,0,0,0,4536,0,0,0,0,0,0,0,0,0,8580,4255,0,50949,0,1534,0,0,34858,0,0,0,0,0,8180,0,0,0,0,0,0,0,0,8629,134405,0,0,0,206490,0,0,5882,0,0,0,0,0,0,0,0,0,2680,0,0,0,0,0,0,0,0,0,0,6290,0,0,0,0,0,0,0,0,10538,5988,589,254,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,2624,6490,0,0,0,0,0,982,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm65 mapping",18031,13314,2214,0,0,0,0,0,0,0,0,4203,0,0,0,0,0,799088,9169,91144,0,0,0,4627,0,0,0,0,0,0,0,0,0,53988,0,0,0,0,0,0,0,0,0,0,6967,0,0,0,0,0,0,0,0,0,2008,271513,0,11611,0,0,0,0,0,39342,0,0,2192,0,0,0,0,0,0,6025,7898,0,9943,0,0,0,0,0,30065,18272,2222,9735,0,5937,0,0,0,0,0,0,181210,8735,0,0,0,0,0,0,0,0,0,0,0,13198,0,0,0,217,0,11094,3476,234264,0,0,7636,0,187087,245,0,27,138242,0,0,0,0,4344,0,0,69134,2201,9,0,0,3151,0,30,15672,54247,11636,0,0,0,0,156,0,0,194,564,1768
"lm66 mapping",21188,0,0,0,0,0,0,0,0,0,0,1940,0,0,0,0,0,0,4204,0,0,22995,1059,9398,183409,0,0,0,0,176452,0,0,0,5100,0,66317,0,0,0,0,51054,0,0,45548,11852,5000,0,0,0,20773,0,0,47024,0,59536,0,8188,0,0,0,124879,0,457,0,0,0,9084,0,0,0,0,0,0,0,4733,278908,0,6243,0,0,0,0,5687,16846,0,13959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83697,0,0,0,0,72836,0,0,0,0,0,2193,522,0,239,0,10034,31,0,578,0,0,0,0,0,0,0,1346,0,0,0,370,7,0,0,0,0,265276,615,0,0,111,0,0,0,0,0,329,0,178,3426
"lm67 mapping",13131,125,4740,0,0,0,0,71788,0,0,0,3414,0,0,0,0,0,0,19107,0,0,0,4099,7858,0,0,3090,0,0,0,0,10684,0,19186,0,0,0,0,0,0,0,0,0,0,5096,0,0,0,0,0,93882,189794,0,186,0,0,43,28317,0,0,0,0,0,3673,0,0,3542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13390,4230,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28904,0,0,0,0,0,5224,293,0,238,0,56,0,0,0,0,3,0,0,0,0,0,0,0,0,0,87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0
"lm68 mapping",14413,0,3504,0,0,0,0,0,0,0,0,5514,0,0,0,47935,0,0,0,0,0,19609,6991,17678,0,1853,13764,0,0,0,0,0,0,2642,0,0,0,0,0,0,0,0,0,0,3918,0,0,0,0,491,0,0,0,35608,10321,0,0,768,0,0,0,20531,0,0,0,0,0,0,0,0,0,74295,20746,10127,0,10099,15166,14410,0,0,0,0,20882,4190,48898,36293,229296,0,0,0,0,0,0,0,0,0,0,0,2019,0,0,0,0,187,0,0,0,5465,0,0,15865,0,0,4826,5143,100380,0,0,10917,0,134835,0,0,0,82523,0,0,0,0,0,0,0,0,391,42,0,1202,0,0,0,1430,297,3235,0,0,0,0,96,0,0,0,271,2369
"lm69 mapping",3547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126,0,0,0,5442,0,0,0,0,45830,17287,3287,17609,0,0,42010,0,0,0,0,0,0,8913,0,0,0,0,0,0,0,0,0,0,0,0,0,88810,0,0,0,0,0,0,0,2959,0,0,0,0,0,0,1606,0,0,0,0,0,0,0,0,14328,5002,0,4519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3847,0,0,0,0,0,6221,0,263445,0,0,22278,4699,135525,0,0,0,216317,0,0,0,0,1050,0,0,0,925,62,0,0,26948,0,0,0,579,23869,0,0,0,0,188,0,0,0,688,0
"lm70 mapping",0,814,0,0,0,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4715,776,4752,0,0,0,0,0,0,0,0,0,10955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6776,0,0,0,0,241,0,0,49,25,0,0,0,0,0,0,0,0,5280,0,0,0,1363,0,0,0,90,38,0,0,0,192768,0,4661,0,0,1252,0,0,0,0,102,13049,0,0,2752
"lm71 mapping",2636,2889,0,0,0,1056,0,0,0,0,0,1108,0,0,0,0,0,0,0,0,0,0,425,290,237,0,94,0,0,0,0,0,0,5896,0,0,0,0,0,0,0,0,0,0,3037,0,0,0,0,0,0,0,2601,0,0,0,0,0,27,0,0,0,0,826,0,0,0,0,0,0,0,0,0,0,3872,0,0,0,0,0,0,0,0,2651,0,1702,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,1373,0,0,0,0,0,2458,0,3235,0,0,14,0,0,540,0,0,0,5611,0,0,0,1441,0,0,0,0,12,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,1037
"lm72 mapping",5798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9798,2267,385,3723,0,0,0,0,1045,0,0,0,3640,0,0,0,0,0,0,0,0,435162,0,0,0,0,0,63099,0,0,0,0,287035,0,0,0,0,0,0,0,0,0,0,0,0,13804,0,0,0,0,0,0,0,2716,0,0,0,0,0,0,0,0,20851,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1936,0,0,0,0,0,10525,5730,16284,259262,0,8347,0,0,61215,0,0,0,32535,0,0,0,6632,0,0,0,42,555,6278,0,0,0,17610,0,0,389,0,0,0,0,0,0,0,0,0,0
"lm73 mapping",27396,1004,0,0,0,1054,0,0,0,0,0,8170,0,0,0,0,0,0,0,0,0,3265,11776,1172,169,3802,31850,0,0,0,0,2834,0,16731,0,0,0,0,0,0,0,0,0,0,20522,0,0,0,0,0,0,8793,0,0,4635,2637,0,114919,12693,0,0,0,1434,3584,0,0,0,0,0,0,0,0,0,3018,11700,0,8558,11687,0,0,8442,0,8268,12412,4184,16984,0,0,0,0,0,0,0,0,0,0,910,0,0,0,0,0,0,0,0,0,4656,1904,0,0,0,0,5780,10121,11274,0,5071,0,12925,1462,0,41153,0,38,0,139410,0,0,0,13225,0,0,9,0,1571,0,0,0,26995,0,0,30615,0,5637,0,0,0,350,0,0,0,0,1318
