"","I0A","I0B","I0C","A1C","A1E","A1M","A1O","A2C","A2E","A2M","A2O","A3C","A3E","A3M","A3O","A4C","A4E","A4M","A4O","B1C","B1E","B1M","B1O","B2C","B2E","B2M","B2O","B3C","B3E","B3M","B3O","B4C","B4E","B4M","B4O","C1C","C1E","C1M","C1O","C2C","C2E","C2M","C2O","C3C","C3E","C3M","C3O","C4C","C4E","C4M","C4O"
"B3O",0.091111594680389,0.0897479716541821,0.0908382565511687,0.0886507223893822,0.0958527047908052,0.0924291201442574,0.0921837989613031,0.090787892292643,0.0882482766191638,0.0926012095077924,0.0912717024569789,0.0897402513551313,0.0880800582877996,0.0915849568555831,0.094276438296317,0.0965058517019325,0.0924164659360502,0.0970464345026554,0.116005421196596,0.0888217435706945,0.10002718264256,0.0898109707413257,0.09807082284283,0.0940079685065553,0.0886101988818963,0.0890541242710529,0.0994935120327213,0.0911769469725714,0.0965854474578963,0.0903686643486061,0,0.092211197687848,0.0929166555370544,0.093939006054097,0.101305265077561,0.479011865981256,0.757625068295161,0.223195694262919,0.849501345027649,0.125042992393024,0.73107748477929,0.144294520280366,0.53163756898097,0.233515288002282,0.769363308461398,0.120643425526461,0.814320033116964,0.106208056203921,0.691049730005885,0.411714628314244,0.558884748027151
"B4C",0.0383900270049447,0.0426269500426988,0.0424192692605238,0.0335409452542402,0.0334417169757811,0.0321490725318518,0.0349706550446133,0.0320978079813704,0.0307107980210651,0.0293476234705859,0.0347763266027297,0.0320709193313016,0.0398407387259854,0.0295952259234577,0.0419876583186808,0.0413368944197009,0.0446058904670736,0.038166395792194,0.0845579270716416,0.0320479916698625,0.0414109068052051,0.0312063566459983,0.0464359572602628,0.0382858320607212,0.0319244699122892,0.0337924494022416,0.0554071532269384,0.0314330306503407,0.0558014502108146,0.0310444397501664,0.092211197687848,0,0.0395621805012625,0.0323501985873455,0.0582554038108609,0.480249043990909,0.752559540045951,0.208827396670299,0.850496794803791,0.0991198060828037,0.732530529058238,0.127763251139715,0.526533743831956,0.225958472707311,0.77123532180904,0.0943182038375659,0.825287700333707,0.0612245575801658,0.686997958463308,0.400337029633996,0.553506877731701
"B4E",0.0381804660635635,0.0429732709793453,0.0435142865264822,0.0356663115309777,0.0456011522146516,0.0381633232195074,0.0421995569681783,0.0367957927590692,0.0337760075939252,0.0370652128863994,0.0413532973885413,0.0372923917211542,0.039604203014742,0.0395108190515913,0.0441399554795717,0.0476534325044174,0.0427247953794566,0.0496772071925263,0.0829067238470857,0.0363706824539518,0.0488118867449149,0.0379675988264896,0.0438054810103393,0.0370741639989264,0.0374537995073233,0.0377851203700154,0.0598707358057945,0.0376203115603823,0.0521458432335508,0.0383153338845418,0.0929166555370544,0.0395621805012625,0,0.0402831752662243,0.0548516258585581,0.481076957741209,0.75436899865754,0.207271052993832,0.85071018334262,0.0997930027091974,0.734564923433448,0.128699945238917,0.532769082814028,0.227209267174783,0.770810761012651,0.0949787713403843,0.822987288558011,0.0668167687232735,0.686042661963791,0.400359012510084,0.548846330706745
"B4M",0.0399107851789784,0.0460152768943081,0.0443672286169507,0.0355079324043097,0.0378587746108939,0.033316806658132,0.0368810031298278,0.032362208512021,0.0324459390555918,0.0291318673712978,0.0388624808080508,0.0328948769088891,0.0404033431787448,0.0320829847780806,0.0393670397039053,0.0416014419231048,0.0468902949441765,0.0393407099320933,0.0804854380947294,0.0317504825455818,0.042086340550467,0.0313016552213279,0.0484806909760355,0.0384694522954115,0.0323621870028009,0.0317264872988225,0.0567502251397735,0.0337208301835791,0.0572696298360266,0.029595566604022,0.093939006054097,0.0323501985873455,0.0402831752662243,0,0.0580215605498114,0.476491282328306,0.752124464648237,0.206449655789924,0.850924721416557,0.0983717765798379,0.733200831273446,0.126768342259386,0.529418695871486,0.225190749820894,0.773447561320605,0.0958078661993531,0.82404894444449,0.0603964453019087,0.685592855546174,0.399355913674263,0.555238321053461
"B4O",0.055093254435908,0.0586486010374804,0.059126937696599,0.053377279695891,0.0620717257839552,0.0540379440581072,0.0575337703630516,0.0555979220053884,0.0534356120526168,0.0539411883781674,0.0572911045261759,0.0539854819323679,0.0567607609130962,0.0543416938212214,0.0587514828412512,0.0619026251040687,0.0602487590760376,0.0624342524058247,0.0875514123648665,0.0520144280094257,0.0609184807396586,0.0542238215159806,0.0623152117649128,0.0538527325139184,0.0534636348386291,0.0551575063642633,0.0709266280992392,0.0533816399764306,0.064818320421124,0.0546313353829724,0.101305265077561,0.0582554038108609,0.0548516258585581,0.0580215605498114,0,0.48376767777656,0.759470697686513,0.213681456150792,0.849611375145253,0.102597467344829,0.731249518446746,0.129889275912926,0.533321719786067,0.221658163040319,0.7783501126809,0.104204515861548,0.822807815138221,0.0754700315214914,0.681335103130565,0.395686894875845,0.54966942224961
"C1C",0.480225409526278,0.480670242448251,0.481207449090125,0.480371825055911,0.480419070439064,0.478071588387584,0.478372100654283,0.478150069224303,0.47875924552308,0.477834960691026,0.481977275201761,0.479610845983486,0.480027539192226,0.481504645987305,0.480242163902066,0.48302801706709,0.479530943752544,0.480328488757443,0.479541016423318,0.477311121425638,0.48425944688225,0.476983933573259,0.485072563297524,0.48093945081278,0.480478115938744,0.478341644175295,0.478445206500604,0.482693840573455,0.483062512169763,0.479881492622323,0.479011865981256,0.480249043990909,0.481076957741209,0.476491282328306,0.48376767777656,0,0.755541576156196,0.510608018094509,0.84792977086316,0.472445750601089,0.745613871892112,0.476257580105028,0.667812836108815,0.498362856615309,0.845114308278136,0.481017774815541,0.822797049304585,0.474626081084841,0.73091485087819,0.594240298249899,0.655492700014089
"C1E",0.753339675078938,0.754559464938722,0.754909495104271,0.753097874732552,0.750797282953148,0.752832748563898,0.75083225677606,0.754253322036834,0.752330417617317,0.754217761355614,0.751759325285783,0.754189916324946,0.752151443297134,0.753761170135014,0.755108538214654,0.753711560356155,0.755417220116945,0.753392592630949,0.756102097814,0.753285616383903,0.753341637862343,0.751733574873848,0.752598618654276,0.755610788591078,0.75238014754929,0.752317035764529,0.753221460140188,0.753450147122346,0.755419998133453,0.752301331919773,0.757625068295161,0.752559540045951,0.75436899865754,0.752124464648237,0.759470697686513,0.755541576156196,0,0.750782219103594,0.875887955762954,0.762685878524321,0.866483830437154,0.751497842027982,0.831126875395879,0.787121673325352,0.834205751792135,0.754209633282627,0.893833173613036,0.755674218347949,0.86720515791556,0.794657497960137,0.813262865466917
"C1M",0.206860872045156,0.208455097457112,0.208185809016727,0.207108430036945,0.211272272480566,0.206700121456512,0.20909763501211,0.208461049845748,0.205842377452992,0.207827565789022,0.208179678607513,0.206592434237821,0.203289015424393,0.208795913499135,0.205698436109022,0.211495022554601,0.208998795011541,0.214174306437534,0.213557005531682,0.205230256224285,0.208031406944763,0.207951131788055,0.210180260529729,0.205549012471408,0.209060700299802,0.204953330325297,0.214556955853388,0.2077807805816,0.207617103785025,0.20642056810411,0.223195694262919,0.208827396670299,0.207271052993832,0.206449655789924,0.213681456150792,0.510608018094509,0.750782219103594,0,0.828288251866258,0.223901248480764,0.73495043376321,0.228443006645692,0.554639073670733,0.281928296213343,0.78273601599663,0.233420243829038,0.831465448295196,0.217532660484065,0.697145371021894,0.43586985658906,0.595583984377621
"C1O",0.848115574443633,0.848128087232499,0.848875365812048,0.848787992062662,0.846925951984192,0.847654248400002,0.8467876757605,0.849579372284706,0.848209152625633,0.850184191423445,0.848668019985157,0.849412271467553,0.847373190143159,0.849366009814232,0.846693879246911,0.849616204067767,0.850329167629986,0.851523194537747,0.850428699494785,0.850401717182589,0.843992582396383,0.850559039140354,0.846513341712384,0.847423605007839,0.848597106766596,0.849065773122765,0.848056803920831,0.850058977790378,0.846878379440406,0.851047707508182,0.849501345027649,0.850496794803791,0.85071018334262,0.850924721416557,0.849611375145253,0.84792977086316,0.875887955762954,0.828288251866258,0,0.844532202411518,0.888036653405878,0.848839575386609,0.888370561955347,0.84938153611998,0.894442816897077,0.845220338865947,0.897381966660826,0.849237744418447,0.882290868175002,0.86374644451325,0.875807679320041
"C2C",0.0979109715489659,0.10008719856551,0.0993304141381396,0.098118792815672,0.100292271057166,0.0990912412671979,0.100075470820731,0.0985123613576265,0.0984811127131269,0.0971738066856894,0.100437493705838,0.0976245698349742,0.0991435804081804,0.0996555903682713,0.100399598272066,0.100539527370648,0.101142476611414,0.101462713159753,0.120632018714545,0.0966648200974874,0.101770667260142,0.0977239551826847,0.104562129526442,0.0968073718282521,0.0963922624270855,0.0961560342866337,0.105049575315698,0.0995565553838084,0.106499565425623,0.0959832182501811,0.125042992393024,0.0991198060828037,0.0997930027091974,0.0983717765798379,0.102597467344829,0.472445750601089,0.762685878524321,0.223901248480764,0.844532202411518,0,0.703151361027601,0.125304432385265,0.532462146480758,0.226656896448866,0.775658816763479,0.134086110064029,0.824220108419427,0.111204231774162,0.687170032495578,0.407029239473005,0.560763754699253
"C2E",0.73182859263791,0.735473048794649,0.734097278208656,0.73349569041088,0.732364619318367,0.735345626321376,0.732873301130072,0.734883851480426,0.733085324119847,0.733965258343747,0.73396259786066,0.733287382053677,0.73522824230245,0.734307571042211,0.736151694535919,0.732620081151521,0.73477708874269,0.735016854156763,0.732505296359966,0.734444845877172,0.731093186419994,0.734486649956892,0.730208161223883,0.733435053700983,0.733960422047208,0.733245154732732,0.731353064542477,0.735014293050356,0.734283456035065,0.734606314080327,0.73107748477929,0.732530529058238,0.734564923433448,0.733200831273446,0.731249518446746,0.745613871892112,0.866483830437154,0.73495043376321,0.888036653405878,0.703151361027601,0,0.642586529439118,0.774874299753518,0.744197829884731,0.866046026435646,0.740090827060566,0.888869860153247,0.735553776722465,0.842113995668903,0.77351943853293,0.800472290478674
"C2M",0.124885394954315,0.129094406100952,0.127426654611875,0.126200427469769,0.127439594985869,0.128473483882226,0.126022902705448,0.126995986109291,0.124535473775477,0.126812905677352,0.127730245809277,0.126593056205243,0.127988807908507,0.127215234062898,0.129378102401108,0.129460715291577,0.131074323433439,0.132783725475896,0.143853396461816,0.126739068304126,0.127290051812866,0.127011703266848,0.127319140102324,0.125900003178719,0.127606978508356,0.125846214804618,0.132735127761048,0.127472516852265,0.130896795460499,0.127893210384709,0.144294520280366,0.127763251139715,0.128699945238917,0.126768342259386,0.129889275912926,0.476257580105028,0.751497842027982,0.228443006645692,0.848839575386609,0.125304432385265,0.642586529439118,0,0.531540038613653,0.252000183290256,0.777387487621095,0.158459793064171,0.828650751715471,0.139621312325423,0.692377409863724,0.413543269198798,0.562635389214731
"C2O",0.528383223345615,0.529436575244683,0.526920484072433,0.530308635907012,0.52521990845228,0.529454222468858,0.526407797292835,0.528154324579763,0.528143126986946,0.526761280373153,0.530117538760403,0.52943615627818,0.531460874342867,0.528229201512529,0.525436205184849,0.526236375679326,0.526690101142971,0.52499796652032,0.52854844922922,0.526555162492969,0.52711331909687,0.530332697566006,0.52898816497224,0.529060941658516,0.528823178493689,0.529352339636382,0.530146958801965,0.527448022742824,0.537001265051325,0.527678886984173,0.53163756898097,0.526533743831956,0.532769082814028,0.529418695871486,0.533321719786067,0.667812836108815,0.831126875395879,0.554639073670733,0.888370561955347,0.532462146480758,0.774874299753518,0.531540038613653,0,0.534312187578158,0.844720728505515,0.525297353382356,0.87656759683374,0.524994386699401,0.734786656121798,0.568056131633131,0.671514074358087
"C3C",0.225105844198522,0.226494754024479,0.224803937975549,0.224645511724615,0.226847001264394,0.224475381234453,0.229039470216348,0.225718464471162,0.22443269893684,0.224148735796129,0.227594103056171,0.224498925292513,0.227831859782902,0.22415776271681,0.22418404364345,0.223358259595071,0.222942655827535,0.223576267772359,0.221682500813535,0.220439644178688,0.22685021974479,0.225028561867011,0.231753338180458,0.224677606361141,0.223690934043811,0.226089171956738,0.22641764802228,0.222363161794331,0.228851226719717,0.225634320415318,0.233515288002282,0.225958472707311,0.227209267174783,0.225190749820894,0.221658163040319,0.498362856615309,0.787121673325352,0.281928296213343,0.84938153611998,0.226656896448866,0.744197829884731,0.252000183290256,0.534312187578158,0,0.812029929977513,0.235804044002755,0.816261832793467,0.224649481046445,0.685349078157567,0.426744540952818,0.587972107377556
"C3E",0.772045330435687,0.770734753917176,0.769784207608461,0.770828048172553,0.772757278263788,0.771107133176603,0.769076756832909,0.770910165678582,0.771092715672165,0.774273446293297,0.769801933702435,0.772413070913057,0.770388011056677,0.771907328775167,0.774554562795916,0.772731797796499,0.771960197444668,0.773199298239919,0.780323926135653,0.774954032596719,0.769845417238866,0.771790096958646,0.771209655596542,0.771963628689848,0.771162365829245,0.771548556432295,0.77038672129013,0.771656412970406,0.770192881103473,0.773255974281654,0.769363308461398,0.77123532180904,0.770810761012651,0.773447561320605,0.7783501126809,0.845114308278136,0.834205751792135,0.78273601599663,0.894442816897077,0.775658816763479,0.866046026435646,0.777387487621095,0.844720728505515,0.812029929977513,0,0.773934460490785,0.880416624893076,0.767862425537,0.867055928794959,0.808708767391698,0.836673333132309
"C3M",0.0928245168992123,0.0986754956553286,0.0962022953076505,0.0927854719209252,0.0934449181784943,0.0940408486934911,0.0932059212331313,0.0909228947360168,0.0917900216577182,0.0946125588607204,0.0929657825232781,0.0929513477970051,0.0979788362849608,0.0938729070608797,0.0971759983410134,0.096683175813182,0.0968680350086515,0.096898069240925,0.116611065311984,0.0916548223734193,0.0967065302646743,0.0926267595723551,0.0970623781584977,0.0952128088315114,0.0940068506019751,0.0958424800163594,0.109416619340937,0.0960009665403804,0.101941177019401,0.0948341209214901,0.120643425526461,0.0943182038375659,0.0949787713403843,0.0958078661993531,0.104204515861548,0.481017774815541,0.754209633282627,0.233420243829038,0.845220338865947,0.134086110064029,0.740090827060566,0.158459793064171,0.525297353382356,0.235804044002755,0.773934460490785,0,0.831173632562073,0.104354751687868,0.691266321563303,0.415889663666983,0.546251641824411
"C3O",0.824452422516465,0.822087077855156,0.82293646731932,0.822939372640144,0.826406118009622,0.823945529627316,0.825001520897366,0.826501761961253,0.823852117473775,0.824694648355321,0.82382277504815,0.825406258825913,0.822348568491485,0.825005563658329,0.823478752884248,0.824829815274009,0.824372311012126,0.824505973596453,0.821347169039054,0.823938570979332,0.826082462471272,0.825427829625133,0.824771072682361,0.825546902086759,0.825090952081339,0.825687944548907,0.825240859890226,0.82586818542623,0.826496737617774,0.825015638500797,0.814320033116964,0.825287700333707,0.822987288558011,0.82404894444449,0.822807815138221,0.822797049304585,0.893833173613036,0.831465448295196,0.897381966660826,0.824220108419427,0.888869860153247,0.828650751715471,0.87656759683374,0.816261832793467,0.880416624893076,0.831173632562073,0,0.821472763563103,0.87755480540508,0.845739260846224,0.852345590289208
"C4C",0.0630104821710378,0.0635630025370405,0.0634901365308677,0.0598390293728445,0.0646823998473554,0.0583875993075928,0.0639472099009695,0.0623923883007707,0.0589340191157665,0.0610152896996335,0.0625401028350172,0.0581765385942203,0.0655957373354345,0.0583084873747935,0.0659242824233257,0.0669004535397105,0.0662212377841071,0.0690407890276456,0.101281189300651,0.0613785128611865,0.06364877591125,0.0603631202572638,0.069573070214449,0.0634264575279495,0.06037460376443,0.0609702266293048,0.0737529526886507,0.0622720949098457,0.0736325783496087,0.0602202981357263,0.106208056203921,0.0612245575801658,0.0668167687232735,0.0603964453019087,0.0754700315214914,0.474626081084841,0.755674218347949,0.217532660484065,0.849237744418447,0.111204231774162,0.735553776722465,0.139621312325423,0.524994386699401,0.224649481046445,0.767862425537,0.104354751687868,0.821472763563103,0,0.684877086243264,0.401807285795814,0.547969168456124
"C4E",0.688072927986626,0.686894684882561,0.685636329795314,0.684349632209629,0.686609871712611,0.683977106803142,0.686579684673415,0.685734169696134,0.686753163295288,0.683669894293432,0.68541172257665,0.687276335722774,0.686442244669656,0.684016817469442,0.686719442590066,0.684435775350502,0.686425831366036,0.686092047882515,0.687953771326379,0.685014202457235,0.685704963102799,0.685845894944855,0.688062635583656,0.686079095474696,0.686368108614635,0.68484605620216,0.68428783156968,0.685883184111982,0.687686851757708,0.686097588961906,0.691049730005885,0.686997958463308,0.686042661963791,0.685592855546174,0.681335103130565,0.73091485087819,0.86720515791556,0.697145371021894,0.882290868175002,0.687170032495578,0.842113995668903,0.692377409863724,0.734786656121798,0.685349078157567,0.867055928794959,0.691266321563303,0.87755480540508,0.684877086243264,0,0.394501150823831,0.740173932260458
"C4M",0.402791303628461,0.402298458233227,0.400111560297016,0.399064173913908,0.399366566468851,0.398441583497458,0.400382387760743,0.400810569909065,0.401459555578708,0.397893316381584,0.399178228217007,0.402879704961122,0.400758198747765,0.397102732450065,0.399477221313088,0.398993322219,0.402472311545204,0.400862264337387,0.405183379320508,0.398756512832666,0.399291345050211,0.400245101019291,0.402976656946003,0.400456668853772,0.399654872452768,0.399796697799898,0.400509922559275,0.398439399725931,0.405687978099726,0.399632257110881,0.411714628314244,0.400337029633996,0.400359012510084,0.399355913674263,0.395686894875845,0.594240298249899,0.794657497960137,0.43586985658906,0.86374644451325,0.407029239473005,0.77351943853293,0.413543269198798,0.568056131633131,0.426744540952818,0.808708767391698,0.415889663666983,0.845739260846224,0.401807285795814,0.394501150823831,0,0.62051004697853
"C4O",0.555322372591895,0.553919850765162,0.553985195803639,0.55291312583523,0.555949136632072,0.553961208858958,0.553839451240218,0.553103312514761,0.553954375132866,0.551975800029248,0.554125191679085,0.553885393698534,0.555706871362371,0.554416837732978,0.553531910717553,0.557994844748402,0.555008576679543,0.555895693644561,0.558532015434267,0.553931256202936,0.555654202364628,0.553276825135972,0.553513697767805,0.55470304761171,0.555089625928719,0.554257272362168,0.559084484297583,0.555137661893635,0.555325587216508,0.554613438495545,0.558884748027151,0.553506877731701,0.548846330706745,0.555238321053461,0.54966942224961,0.655492700014089,0.813262865466917,0.595583984377621,0.875807679320041,0.560763754699253,0.800472290478674,0.562635389214731,0.671514074358087,0.587972107377556,0.836673333132309,0.546251641824411,0.852345590289208,0.547969168456124,0.740173932260458,0.62051004697853,0
