"","I0A","I0B","I0C","I4","I5","I6","I7","I8","I9","A1C","A1E","A1F0","A1F1","A1F2","A1M","A1O","A2C","A2E","A2F0","A2F1","A2F2","A2M","A3C","A3E","A3F0","A3F1","A3F2","A3M","A3O","A4C","A4E","A4F0","A4F1","A4M","A4O","A5C","A5E","A5F0","A5F1","A5M","A5O","B1C","B1E","B1F0","B1F1","B1F2","B1F3","B1F4","B1F5","B1M","B1O","B2C","B2E","B2F0","B2F1","B2F2","B2F3","B2F4","B2F5","B2M","B2O","B3C","B3E","B3F0","B3F1","B3F2","B3F3","B3F4","B3F5","B3M","B3O","B4C","B4E","B4F0","B4F1","B4M","B4O","B5C","B5E","B5F0","B5F1","B5M","B5O"
"A1E",0.404395661926594,0.405315676359185,0.403103034789423,0.408065729749268,0.406128972334332,0.407501979011184,0.503370696104764,0.685269299898671,0.778848469210691,0.230149713805053,0,0.401145026513505,0.575489607401508,0.247633793559136,0.142304647474834,0.403337512949084,0.835632343658588,0.846552234555671,0.40527721087398,0.739202595195543,0.821488454066585,0.50557521659211,0.848653018030338,0.856495674730329,0.405829671446085,0.688476940286218,0.829659078715629,0.855965485290262,0.847752171591771,0.86936822433235,0.631108185496828,0.414687011622252,0.785561420534127,0.81114775372633,0.884667281995144,0.706632947791471,0.846669720297548,0.4051738329325,0.645873765413185,0.814210462446502,0.84802062912446,0.668553828035013,0.670618705661244,0.401472312513333,0.682406294714129,0.697780954558446,0.67697861919524,0.712373208249351,0.683992704766632,0.665649047147841,0.706525649197091,0.81647962978676,0.819972135526263,0.404145453111462,0.588054912775084,0.840964948785633,0.83529016037175,0.840948383809619,0.819091417970431,0.817973456839136,0.829061701473977,0.777753380445788,0.789119076034655,0.400803415857614,0.40467643114865,0.812918701582768,0.842125550188688,0.815813998219007,0.783674364568547,0.788479960960048,0.78094161292469,0.650410288492181,0.786752328992397,0.401954904867575,0.643910555844185,0.42669265422371,0.840535238227944,0.419147263614796,0.67006434989128,0.402121842745944,0.463470618708761,0.610323161389607,0.571392037794951
"A1F0",0.0400868187838083,0.0364033256098096,0.0390990462325273,0.0491946796771032,0.0556947182004434,0.0929021325417176,0.339489075931227,0.640179618753527,0.786416562338623,0.438911462857792,0.401145026513505,0,0.442529237330955,0.380139803401582,0.416516315762386,0.562075266510282,0.832272471211202,0.85100276601774,0.0541206270600437,0.729166420443009,0.812389839049227,0.605946428833943,0.80317835505342,0.819184198226819,0.0327965837442141,0.595941739157461,0.774584922469793,0.816478125082731,0.809990697714292,0.841504589189493,0.506479972988486,0.110543583519216,0.789127355885917,0.778468916129526,0.864622379688866,0.666484148847259,0.850470115657072,0.0305305767362722,0.595926315016983,0.813531735630071,0.86064425121319,0.60759899138547,0.607105836594489,0.0277135134795563,0.584894837375547,0.646066613790119,0.600723689317882,0.642956409472016,0.61524097581234,0.602242878728222,0.645049397614894,0.775178593108305,0.77743427228301,0.026890323880893,0.472246906095576,0.815329127998277,0.811978897542672,0.815722318989814,0.776066281533128,0.77705080341154,0.786233160035127,0.75145688074439,0.749433618286176,0.0283786674497665,0.0830073294497839,0.747498095158589,0.795421024056455,0.766270181388005,0.741381874037611,0.750751219369429,0.759219900502462,0.600842719047009,0.770086045534575,0.0267334578382757,0.616474823591734,0.128639787216079,0.846518787574817,0.122424563838228,0.596510296718872,0.0289392758322879,0.292797737533572,0.513004631632072,0.431842475518177
"A1F1",0.44159087336318,0.439672012699138,0.43819522862514,0.444315499402503,0.448052329770017,0.45241717207829,0.518981213112038,0.725980487114917,0.812074463824647,0.581222108253683,0.575489607401508,0.442529237330955,0,0.418166005449277,0.585192406724719,0.650658240573372,0.864347201704283,0.874147184234011,0.442541501410877,0.777443511700971,0.81692403876361,0.693278067893458,0.836188796311388,0.847365373432376,0.444069587916092,0.701750305187539,0.827196320426824,0.841698476105944,0.835042896375825,0.865310344872579,0.622260476968665,0.451516051461657,0.815195008944906,0.82399805041861,0.878999750444437,0.698118943294965,0.820248283140156,0.440503452899139,0.651157459575833,0.802131973945506,0.832715459287411,0.675640326434302,0.675463731209352,0.443275965920205,0.681212726183062,0.719242178230433,0.671844622367613,0.712946981662188,0.686786090829709,0.672550990038271,0.704301486060168,0.821322342870495,0.823672140695462,0.442017071960488,0.598500249976533,0.847145048600866,0.844385008903758,0.848036218683018,0.820920025218175,0.822552689412411,0.828438039916661,0.763207065504651,0.763243771801996,0.442896291586887,0.446205471139266,0.775968781020335,0.82349403665827,0.795884083230219,0.764143274333677,0.76840212561699,0.768420047799241,0.655828571400848,0.792171287331364,0.444256754625105,0.700169104078028,0.435976730676796,0.837305684773473,0.455531409480001,0.704076534139801,0.44233654283404,0.500117979399068,0.643649247679949,0.565753116202244
"A1F2",0.381072865903529,0.38157391309677,0.379823909691899,0.38576215229146,0.387293477576894,0.390316401528624,0.485814178029955,0.701876001376356,0.779061810677797,0.260763723181956,0.247633793559136,0.380139803401582,0.418166005449277,0,0.252813295378153,0.43157385888499,0.842469381460983,0.833921160197241,0.382918728796178,0.733514900077432,0.794536543057279,0.52746711028954,0.848644460430286,0.856118053080847,0.384968251860274,0.694948368940132,0.83060712885555,0.852303883214972,0.842627625092765,0.863829913617644,0.614977372727394,0.396979828042585,0.802438607349136,0.808186294656597,0.883641701019229,0.686269999471157,0.830073570204103,0.381999816834085,0.612988778505148,0.804662295125487,0.83333890284681,0.650790854791015,0.65279381721783,0.379622282479766,0.670708489826607,0.685918134936381,0.654754516446231,0.693601298009437,0.664218351665087,0.648049929076129,0.691004121819209,0.804488289346243,0.813792680020493,0.381856029712244,0.560306065042897,0.827326413698906,0.820939458250577,0.827435936725776,0.807266979643606,0.810908681499359,0.820535460188115,0.773045265455649,0.777323108458415,0.378941424467249,0.381447889558923,0.798089242341407,0.836052387436086,0.80751020289994,0.775415283396589,0.778818511122692,0.780223525219199,0.644400201851731,0.787601484218861,0.380244985250742,0.642008524614285,0.391764050224285,0.840860023110755,0.392926914057047,0.655911989964379,0.379487756280353,0.452353897820947,0.587169827637314,0.551369021596302
"A1M",0.419572504502453,0.420836791554862,0.418025372672423,0.422049166151278,0.420191099867935,0.421758279080421,0.514812210517593,0.698418584127837,0.771148909963732,0.254192855124738,0.142304647474834,0.416516315762386,0.585192406724719,0.252813295378153,0,0.412571515591933,0.835104096231359,0.851234298607502,0.420363577495048,0.744769986361159,0.80694755238827,0.4966963231737,0.845114898492159,0.849561923641603,0.421377172169219,0.696320874113547,0.830319436367571,0.847443072592736,0.848080993403565,0.871585698472464,0.640762792013234,0.429023615483086,0.793559781972725,0.812853636182069,0.881977442818296,0.7060396562643,0.853653099901903,0.419862835055941,0.653074467740127,0.821107911250947,0.845139202406232,0.664277150533803,0.666749477588784,0.416226798479593,0.684461605965504,0.688641513635691,0.668762139473368,0.705500873684404,0.679058994089526,0.659849757493076,0.704039157724747,0.819642794627584,0.828596283180841,0.419741807045563,0.593076668743362,0.84033977232204,0.834060916736959,0.841039040791177,0.824068596593913,0.825896277717635,0.835038212991951,0.793652940730834,0.802541932320085,0.416073800388099,0.418797149250171,0.821614007157624,0.848028823248745,0.822767661569171,0.798123460962317,0.801871188312244,0.797777862554705,0.653900775648272,0.796714275964897,0.417239205510703,0.63724405968374,0.437742234933639,0.839893759233668,0.428755349253115,0.666250269888684,0.417258834081118,0.475282568721094,0.608045919293373,0.570943643119291
"A1O",0.565922564842992,0.564097191407701,0.564719440312444,0.566175592054484,0.567036731126984,0.57145773248338,0.642396053685859,0.763379184693273,0.799138887464761,0.364162288509796,0.403337512949084,0.562075266510282,0.650658240573372,0.43157385888499,0.412571515591933,0,0.859838416079695,0.756180950887695,0.562380591540181,0.789543439588765,0.851504995648582,0.564684018644878,0.855801282119124,0.859901204651353,0.565903311455447,0.753578210993322,0.845698804126687,0.856751641095377,0.838359838631929,0.885297784547277,0.714433341308683,0.569027512688931,0.845513081643233,0.8372165112565,0.889018600606961,0.770325627616813,0.866577680857821,0.565107663703263,0.684852160232019,0.845100568852961,0.862813346932501,0.736408296504324,0.732390817170539,0.563415500582484,0.741899140636593,0.75182355000516,0.738380056992045,0.765708321228283,0.750444576877929,0.728412608260002,0.767885116382008,0.819729226252398,0.838964468774288,0.56426394214603,0.664354258181256,0.833388534677405,0.826248156811725,0.83312649290076,0.825108191409153,0.83631656684107,0.833680596203624,0.832600573736324,0.839717155377943,0.562253422403909,0.564320644187058,0.854260132108308,0.863832767698417,0.843127183191091,0.835142171469077,0.838797636237087,0.835784632569943,0.709136372184087,0.834521586604324,0.563406828305699,0.712144716333907,0.576390469504025,0.853826020467697,0.569861461831307,0.715861021663849,0.563612323842805,0.608559143155677,0.674928269912683,0.675022868545758
"A2C",0.835511368871032,0.836215364259085,0.833923531575261,0.832704430555398,0.829999333982052,0.838441394776212,0.837174097440335,0.884803132060811,0.894961360825525,0.84658302910039,0.835632343658588,0.832272471211202,0.864347201704283,0.842469381460983,0.835104096231359,0.859838416079695,0,0.899743157839098,0.835288011866766,0.892411688831656,0.738968940933979,0.885705880019233,0.884002052667592,0.894388520108737,0.833467540458372,0.731731393709826,0.824390595772027,0.893865517897818,0.892980162252084,0.898456726834666,0.871541430169713,0.833544480669239,0.890369592988135,0.892352443683071,0.899654581921874,0.888470401364506,0.897398100157621,0.833897143604474,0.825635208952029,0.891730441989015,0.894823331715236,0.889576105457613,0.890706709994185,0.833068558962052,0.86895471997165,0.888248004990407,0.88981205869874,0.892495523023315,0.887238551260194,0.890754561023807,0.892491614308322,0.873165155236203,0.88763639265037,0.83396862304628,0.846133447532914,0.866430653243923,0.864332161885841,0.868937734755926,0.871940970827353,0.886754453082935,0.877189852706449,0.894904997183344,0.893671122873729,0.833018068710781,0.839055720072002,0.8926524494042,0.897504088533447,0.896074760677114,0.890526434965492,0.893403576008507,0.893914864403425,0.865694062004879,0.897461243755906,0.8311365459071,0.87381877887955,0.843332976451695,0.894895642190373,0.834934519777905,0.869830596663696,0.8330976078032,0.849626329363706,0.864366840700193,0.839307129286573
"A2E",0.851076694481409,0.851994453620768,0.850610591217675,0.851386687575709,0.850022096339822,0.854229309602675,0.864216238669024,0.887875712587414,0.897590169572086,0.816864631427617,0.846552234555671,0.85100276601774,0.874147184234011,0.833921160197241,0.851234298607502,0.756180950887695,0.899743157839098,0,0.845572570314516,0.829387201067426,0.897550191415577,0.833831125411629,0.895469337152471,0.896787533700383,0.850563768243616,0.844440495538062,0.896783109640377,0.897605669542096,0.891989583897139,0.896905476100201,0.842485092916761,0.854506118817075,0.896787285895161,0.897429759308138,0.8992384264917,0.89318125286077,0.898019570651059,0.850323874338621,0.859448556867761,0.896628437756475,0.899504405747757,0.885122154349813,0.886585996780481,0.850321955917702,0.852345792785473,0.890809548647499,0.88593646170268,0.887873199464951,0.885709248898471,0.886122357336018,0.884538305795373,0.891479283663028,0.893429611343356,0.852133267284805,0.87926965101748,0.893857764867379,0.888829298912607,0.89438552661951,0.891836242268184,0.893693536718737,0.891233842877265,0.874893380971011,0.879572598118925,0.849723499812666,0.847107363094274,0.866257352181419,0.860982266635372,0.850087376881741,0.868228223237675,0.878138660031001,0.874108763190126,0.874228736871969,0.899180562601097,0.850657154274182,0.880399482037538,0.853570372301838,0.898134142591604,0.850862329774205,0.894243283723614,0.851644395143125,0.863074502804367,0.876687742357806,0.848533120128128
"A2F0",0.0574999168345148,0.0556809556837121,0.0547651829076956,0.0657480997680033,0.0700496638344768,0.105670273689787,0.344492628973945,0.640693879934285,0.79044913197663,0.441815762521377,0.40527721087398,0.0541206270600437,0.442541501410877,0.382918728796178,0.420363577495048,0.562380591540181,0.835288011866766,0.845572570314516,0,0.730484141145935,0.816118571797745,0.608023890961634,0.805493497994039,0.820695697675888,0.0573390117547016,0.60032325514269,0.77787655676267,0.818165390278835,0.810426614393713,0.841380869006937,0.504446108948398,0.124113714709606,0.787175326590736,0.781988335166796,0.867254684648747,0.665422720723416,0.847310464294402,0.0514697491420967,0.595688324617315,0.810683461163894,0.857375680391273,0.608770258799115,0.607871210026934,0.0512025764888408,0.583160693671848,0.647202021837881,0.602009230914768,0.644450063665525,0.616343279522867,0.603060872710535,0.64560440609934,0.773347118631149,0.776303938878152,0.0517521225486569,0.471434329145828,0.81385678285319,0.810619286641685,0.814330625149565,0.774456485665958,0.775749765985296,0.784363867578988,0.750576875717333,0.749133110891869,0.0535093477379587,0.0897270354556629,0.746307309310113,0.793817631600872,0.764866483007458,0.740664533995593,0.750510981437411,0.75841885716596,0.600596250070846,0.768357294023783,0.0516684674801389,0.610977594565471,0.133787016244858,0.846072729571426,0.128682482332069,0.595579578371422,0.0525219555026317,0.301651318987166,0.513526438789517,0.429191325001063
"A2F1",0.731085183877141,0.731144304875893,0.729345443188128,0.73411426350177,0.733822904007646,0.733686868924659,0.768238034763847,0.840609204180228,0.888107600430046,0.735592008166055,0.739202595195543,0.729166420443009,0.777443511700971,0.733514900077432,0.744769986361159,0.789543439588765,0.892411688831656,0.829387201067426,0.730484141145935,0,0.865221890435111,0.782272459823292,0.810396326002651,0.816908697160182,0.728289049009463,0.811427121010115,0.845094358066138,0.823843749150406,0.825176467902471,0.854270605600995,0.795141355380614,0.736464037792667,0.808569256232078,0.889196468385091,0.894827618890793,0.865356477905714,0.889830767450525,0.730348671886658,0.790607601360173,0.88364767796951,0.89503101480374,0.823995333059363,0.822315246937241,0.729356892339865,0.816340402470298,0.837820276327379,0.823473464263533,0.843034591322027,0.833395115344352,0.821332674127952,0.841873610048739,0.867627828478052,0.86723827423284,0.730055773228094,0.783470569823338,0.883425757447607,0.88419038653815,0.884494524897088,0.872020961557469,0.867252809551384,0.869816481900515,0.85950945995188,0.863817171911819,0.72975742928677,0.72838953604624,0.865566567343731,0.877814772936741,0.869049807621339,0.860787498933926,0.861575911798527,0.857670931902024,0.820883586899774,0.872770613422158,0.72930579580739,0.825168493469226,0.733270075582277,0.890508308737506,0.732858136107568,0.806622631993975,0.728262754347208,0.746599818415737,0.758799260383834,0.778393637169119
"A2F2",0.812087202134032,0.812859167539741,0.81234090938808,0.813825217685085,0.813009869378141,0.815163198848978,0.830568118257697,0.884695779255588,0.894726997582759,0.819214942358369,0.821488454066585,0.812389839049227,0.81692403876361,0.794536543057279,0.80694755238827,0.851504995648582,0.738968940933979,0.897550191415577,0.816118571797745,0.865221890435111,0,0.878865823340838,0.864791902552029,0.89628125482072,0.812586447039474,0.730506830451938,0.767688343194666,0.893622053463294,0.892994361467938,0.864399684530323,0.845763489226681,0.812933934819408,0.890923907483903,0.868981290899435,0.897099565391714,0.865459788075058,0.896454783297569,0.811075819323678,0.815964836385063,0.889939675873187,0.897730959584441,0.853816152596362,0.855853704352878,0.812072662834605,0.863074416907373,0.85081237100001,0.856884639845511,0.865783063888887,0.847443415829511,0.855745611417573,0.856977782883816,0.879280474527651,0.876809296795533,0.811995006262917,0.839151457886522,0.877658272021562,0.883552820008753,0.885019967450513,0.874131262667908,0.87527923552224,0.887102885113847,0.889915997549494,0.889121910680788,0.811929309918582,0.818516235237366,0.88907075329432,0.892387847271544,0.888527070298519,0.878937245579573,0.889210473123033,0.890101144048754,0.846446026630091,0.88035559129419,0.810622019108711,0.800849932593392,0.815846121953558,0.893521048365817,0.81029343369848,0.860256417390933,0.811171004696212,0.83232537442213,0.840678350012289,0.82685468848463
"A2M",0.605208630901747,0.604601085238643,0.605486162848455,0.604398643135986,0.603715207284904,0.608984623157344,0.643178752825565,0.800102121791285,0.796328781695704,0.517029929411174,0.50557521659211,0.605946428833943,0.693278067893458,0.52746711028954,0.4966963231737,0.564684018644878,0.885705880019233,0.833831125411629,0.608023890961634,0.782272459823292,0.878865823340838,0,0.834770111904994,0.833480243502856,0.605941499145738,0.769532717823124,0.840336963753647,0.824958170739798,0.804766079211309,0.886622086135689,0.720733697084352,0.615945716196217,0.854340642972519,0.857744046987416,0.887264305850988,0.777461021229752,0.858098071691483,0.606256076099381,0.740446227692933,0.841609651420951,0.853495835632005,0.758815916348077,0.76068393921085,0.603994751927585,0.751111272431763,0.775679755453921,0.766915957668363,0.791330198792492,0.779504483325975,0.755504870103761,0.792107671118434,0.816323050138317,0.850956883457329,0.607005541941257,0.653278049076885,0.811564946887455,0.800523791411295,0.809382804760728,0.817780183754386,0.848419265867872,0.830462581026151,0.825159657203683,0.829355344528255,0.604192481003989,0.603941828394116,0.845842170666093,0.85748392009578,0.842810720164282,0.82311522707152,0.823664006401985,0.831519649478119,0.698190811076208,0.829268296867369,0.605507344762671,0.741661133325018,0.609198734814772,0.81215799364287,0.615313099270536,0.750852378960634,0.606113228379496,0.641103420398587,0.717059106341701,0.713166941488479
"A3C",0.802375894867878,0.802299335692616,0.80232368105486,0.803447662119413,0.80367035983982,0.8043214553902,0.812197753956411,0.882047706359452,0.859384376088498,0.851737545566609,0.848653018030338,0.80317835505342,0.836188796311388,0.848644460430286,0.845114898492159,0.855801282119124,0.884002052667592,0.895469337152471,0.805493497994039,0.810396326002651,0.864791902552029,0.834770111904994,0,0.204624031051615,0.801865538641255,0.769994568752057,0.614726248794387,0.246971693397489,0.374854230967933,0.898359216363032,0.834692929046957,0.81024721110463,0.886352984049419,0.876635882840581,0.893297349524061,0.865565467132682,0.886592081105954,0.80359192340501,0.834922316539314,0.881991729144814,0.895262608625312,0.790789347369759,0.786297219194612,0.80313480658023,0.833595183624203,0.806983095905923,0.790923822718464,0.812087541022414,0.812053077627668,0.779948279466624,0.824637319917267,0.873108468925373,0.8801490980507,0.802913648385785,0.834460487690355,0.879241855974638,0.884185548966922,0.884797475688966,0.875445327996233,0.876143127176024,0.877030749146107,0.875086064094336,0.876712771364117,0.803786183155201,0.80448222816998,0.885170051935344,0.887532991842586,0.874920795747995,0.87254982207573,0.873884710529773,0.873580660953034,0.83138406930441,0.868996275630955,0.802361466854649,0.858460714572053,0.793237356047748,0.888884181475967,0.810493372299743,0.868546552161141,0.802675947380308,0.810833868994434,0.851747680865918,0.843573852133646
"A3E",0.818050506289725,0.81830205663796,0.817661154087009,0.819292560738482,0.820322655257139,0.821777895004221,0.822969057222887,0.882841827284046,0.817392467380716,0.860074444138821,0.856495674730329,0.819184198226819,0.847365373432376,0.856118053080847,0.849561923641603,0.859901204651353,0.894388520108737,0.896787533700383,0.820695697675888,0.816908697160182,0.89628125482072,0.833480243502856,0.204624031051615,0,0.817887329733795,0.85279783053363,0.725246863070567,0.106126931344469,0.388536746453308,0.897618643363025,0.844370904272598,0.827468834999157,0.894586793268632,0.885956931445825,0.893100036655111,0.864571997037397,0.880622566553185,0.820136227999548,0.849107585061049,0.877307617527779,0.890632353827119,0.805925581597152,0.800293947220986,0.818536265933711,0.843281484425375,0.822024182709615,0.805186968719984,0.824327077367795,0.826371508931408,0.795321468423338,0.837684122634269,0.879947267397801,0.882222941530488,0.818777921063934,0.848978282871883,0.887796657160607,0.891562568496967,0.891684159898756,0.882727341293804,0.878612028235984,0.882854397425915,0.884448935215974,0.884010133337628,0.819169730470157,0.820095856375476,0.884958423203792,0.89119238497986,0.881562872353218,0.883091767979158,0.879979131401315,0.885466381924067,0.841219950432272,0.863739118531535,0.818280348467254,0.866383296705653,0.809190400675158,0.891646718482753,0.824836133697235,0.875454922290432,0.818710726396727,0.827146242382715,0.857214907606038,0.848202444865514
"A3F0",0.040738422475456,0.038912376419633,0.0377351930709809,0.0480540984176466,0.0532321684190696,0.0954331734138282,0.337892672662023,0.641724169297818,0.788551231491881,0.442527419416616,0.405829671446085,0.0327965837442141,0.444069587916092,0.384968251860274,0.421377172169219,0.565903311455447,0.833467540458372,0.850563768243616,0.0573390117547016,0.728289049009463,0.812586447039474,0.605941499145738,0.801865538641255,0.817887329733795,0,0.592246514198601,0.770288025858299,0.815247475991473,0.808554602709208,0.841156717574158,0.503924331947868,0.107852917270999,0.788715824822885,0.779597455185495,0.865617717593127,0.666538478608828,0.849784759710483,0.0317300755683196,0.596795896938682,0.81288362391662,0.860886401587368,0.607345581242438,0.60735005198195,0.0305036062729062,0.584907115702578,0.646410251943426,0.600810201258248,0.643895229255029,0.615431287995814,0.602564266368575,0.644258786428903,0.770727488858604,0.77287044336762,0.0289091635086891,0.471909857657522,0.812891594418656,0.809744858794895,0.812945824952225,0.772314135413775,0.772589045008792,0.781889338226278,0.750284773607325,0.748157916822948,0.0323393451048409,0.0796042026054151,0.746263735328687,0.794090100947375,0.764960380346316,0.739834756280503,0.749487902104383,0.758140206984623,0.601725849923181,0.77173174421779,0.0316177913987434,0.616653011495194,0.131577687465735,0.847264063487406,0.123467794471789,0.594385669093179,0.0317007987952933,0.292066916803309,0.511801486251406,0.427891418159758
"A3F1",0.594371920457793,0.597461234003471,0.596594908384401,0.596384717410223,0.591606921450807,0.59907014798092,0.629563360334295,0.79170345033842,0.852800818401589,0.708542288938893,0.688476940286218,0.595941739157461,0.701750305187539,0.694948368940132,0.696320874113547,0.753578210993322,0.731731393709826,0.844440495538062,0.60032325514269,0.811427121010115,0.730506830451938,0.769532717823124,0.769994568752057,0.85279783053363,0.592246514198601,0,0.393105587024511,0.848102981902108,0.847255649347951,0.875600196596083,0.711452234853173,0.59525524212728,0.836635989397412,0.799888910720013,0.884821573358656,0.806335510993134,0.882695135879374,0.595210536866853,0.739514137042427,0.868991976795525,0.890080080205182,0.766729567402124,0.767355931277122,0.596485343868582,0.749006716457233,0.768050905009223,0.757460764849242,0.781371827711764,0.769096415221879,0.76164252929657,0.787175380516585,0.822022079999763,0.815600232419461,0.595688344891909,0.706662687186771,0.85426032987004,0.858727871011539,0.858681295617551,0.825687186546886,0.816125807134255,0.826196138393688,0.785041872599248,0.788107890698092,0.597389566951085,0.606424101788496,0.830021484492442,0.844456101548233,0.822907480402425,0.779378213934485,0.790799832090042,0.779699353283646,0.734888991551174,0.851468866955759,0.594636556101562,0.765630755062067,0.598464192230542,0.867857341387289,0.612230955431757,0.751089678035932,0.596262465056813,0.616701962978852,0.746313908445957,0.650834215152566
"A3F2",0.772125596089179,0.774828994538645,0.774310984961722,0.773616241049708,0.771147702318344,0.774297668048601,0.788548892483015,0.881629625891041,0.882633882637731,0.832353665135496,0.829659078715629,0.774584922469793,0.827196320426824,0.83060712885555,0.830319436367571,0.845698804126687,0.824390595772027,0.896783109640377,0.77787655676267,0.845094358066138,0.767688343194666,0.840336963753647,0.614726248794387,0.725246863070567,0.770288025858299,0.393105587024511,0,0.724306935348197,0.746125684770468,0.897842403972273,0.813924755390158,0.769876334918232,0.864235328446501,0.818745740945897,0.895929534007833,0.877918554320333,0.891730807532539,0.773309648183824,0.814340678673041,0.889408985374079,0.896318711639961,0.832842449729231,0.832634408829154,0.77440444095089,0.833885221541904,0.831636905396133,0.829441307045221,0.845942214628584,0.840098874539697,0.825674537345987,0.850349372766764,0.842378535231797,0.841228149715701,0.773383759577633,0.820822590614294,0.863788434973366,0.874472862929517,0.869900577787331,0.845340634615235,0.840633929882769,0.842634983727107,0.840448205761777,0.843961033368979,0.776003512895698,0.779731511112712,0.873695631426909,0.87487702412533,0.862254998034036,0.834087558524849,0.845197058329009,0.834695044947928,0.826230035638312,0.887885153582767,0.773121321503413,0.848429679834462,0.773323779116313,0.888498547558755,0.78290739262984,0.839388074892118,0.773842696444634,0.776111426268038,0.845009218517317,0.784950140821208
"A3M",0.815021712970126,0.815696826787257,0.814765030279196,0.816663463716976,0.817445622079399,0.819093745410308,0.819061038159728,0.88629296591153,0.810029055008499,0.859161584966584,0.855965485290262,0.816478125082731,0.841698476105944,0.852303883214972,0.847443072592736,0.856751641095377,0.893865517897818,0.897605669542096,0.818165390278835,0.823843749150406,0.893622053463294,0.824958170739798,0.246971693397489,0.106126931344469,0.815247475991473,0.848102981902108,0.724306935348197,0,0.368517416096504,0.898722168153872,0.844456244431223,0.82407207593087,0.894310353581215,0.881380205942557,0.890211211530172,0.864749516959895,0.882010057157403,0.817381887570058,0.850132223477515,0.876774820208361,0.89235263062767,0.804224838939896,0.798591597098347,0.815555132337877,0.844112531706028,0.822288279949804,0.804191773007521,0.822245397708451,0.8244768203824,0.792773333728455,0.835371252221507,0.889300226937871,0.894808608698504,0.815927598640907,0.844424150870154,0.89050834907244,0.893896262102066,0.895636521182704,0.892628814224943,0.891297532500882,0.893522272432701,0.892651554553138,0.893079370177455,0.816306809178707,0.818329249826368,0.892246955070577,0.896109700598519,0.886619511887291,0.891639858535328,0.889477448092183,0.892686038544747,0.835668984553553,0.857856798262079,0.815467896417707,0.862616837128785,0.804613977317424,0.886086534439443,0.822309442176689,0.873403680924496,0.815915091528879,0.825049416657505,0.857758315762719,0.843568480249391
"A3O",0.808243748939381,0.808123808555029,0.808790010502012,0.810669498160532,0.810605974862125,0.811361969100412,0.814592396154342,0.878831929369764,0.88665988048612,0.845997334227651,0.847752171591771,0.809990697714292,0.835042896375825,0.842627625092765,0.848080993403565,0.838359838631929,0.892980162252084,0.891989583897139,0.810426614393713,0.825176467902471,0.892994361467938,0.804766079211309,0.374854230967933,0.388536746453308,0.808554602709208,0.847255649347951,0.746125684770468,0.368517416096504,0,0.898380763569643,0.83205356595954,0.818035901190834,0.895801350558129,0.888685173707114,0.894552784919594,0.873619809181461,0.889850974692848,0.810187569233976,0.85171965283034,0.882705057319419,0.89840985801968,0.780113419950192,0.777067168532608,0.808807013649563,0.837004502412673,0.808188127034995,0.7800697422982,0.806437634218301,0.803427517285853,0.77150441711238,0.813906747980962,0.873828080582106,0.880799375050605,0.809471068446892,0.839503018893273,0.880090625791752,0.883327851843158,0.884173042636902,0.875822462126082,0.877353021434572,0.875833958761382,0.866668667086725,0.87101720401071,0.809028379360966,0.81235793175347,0.872937740674632,0.881698243645863,0.868330309743952,0.867390299088001,0.868712807629432,0.8663525265519,0.824796045346008,0.88132250015124,0.808194671862976,0.85539908065292,0.796695421688311,0.88018898695889,0.814426170926938,0.85253704613606,0.808596163897327,0.824012527467659,0.849730732911469,0.868455450484773
"A4C",0.841493825424115,0.842059182664253,0.843314727297454,0.842896744270757,0.84295705946931,0.844234777229258,0.848095074082007,0.873950114676954,0.896245342801827,0.870046930010627,0.86936822433235,0.841504589189493,0.865310344872579,0.863829913617644,0.871585698472464,0.885297784547277,0.898456726834666,0.896905476100201,0.841380869006937,0.854270605600995,0.864399684530323,0.886622086135689,0.898359216363032,0.897618643363025,0.841156717574158,0.875600196596083,0.897842403972273,0.898722168153872,0.898380763569643,0,0.842659490898023,0.840279440671255,0.895790271373299,0.896399348998019,0.898614151789646,0.884036752817214,0.89708599473156,0.842687533596395,0.841674176552275,0.898479321149914,0.899402133095576,0.870628194730797,0.868263292870083,0.841298473849278,0.846322021063638,0.886488270331305,0.883926357274761,0.881878062040892,0.877293483716435,0.872907062691139,0.880355469319868,0.890685971590991,0.881600077828122,0.842733856943433,0.855153559212083,0.893823468392543,0.895376482361806,0.895175918680818,0.891469419169824,0.884136482322626,0.894961989872449,0.883130446298263,0.882139825835228,0.842132650494911,0.841074784949386,0.873701470246825,0.864210446538069,0.86782500801257,0.875579115142134,0.883452076843846,0.882462283617986,0.866821777410347,0.818591168630334,0.842476870344522,0.871287939936781,0.841946456297462,0.899590389090669,0.832304049740503,0.835654483758026,0.843134486515215,0.835547724991097,0.815583261812312,0.848530313639391
