barcode,in.0bp5,in.0ap4,in.0a,in.0b,in.0c,bile19,bile20,brain20,kidney20,l1,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,l2,l3,l4,l5,l6,l7,l8,l9,liver20,s1,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s2,s3,s4,s5,s6,s7,s8,s9,spleen20
"Cluster_23499,contig_0 consensus mapping",355,189,252,210,162,9,0,0,7,0,0,0,8,0,0,0,2,0,0,0,0,0,10005,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,6,0,0,0
"Cluster_501,contig_0 consensus mapping",449,211,269,253,171,3,0,0,1,0,0,0,1188,0,0,0,10,0,0,0,0,0,1,0,0,0,2,0,1,0,0,4214,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0
"Cluster_7759,contig_0 consensus mapping",678,292,379,354,317,6,0,0,1,0,0,0,4037,8,0,0,3,0,0,0,0,0,3,13,0,0,2,0,20,0,0,4554,0,0,0,1,19929,0,0,5,0,1,0,0,0,1,10,0,0
"Cluster_15444,contig_0 consensus mapping",446,175,207,253,156,0,0,0,0,0,0,1583,0,0,0,1004,3,0,0,2,0,2,0,0,2,0,1,0,0,2,0,3976,0,2,1,0,0,1669,0,6,0,1,0,0,1,0,0,2,0
"Cluster_12181,contig_0 consensus mapping",669,271,339,302,251,0,4,0,0,7,0,0,0,22,0,0,0,394,0,0,0,0,0,0,0,0,1,4,0,0,0,0,6937,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_30072,contig_0 consensus mapping",436,238,275,232,192,0,0,0,0,0,1,0,0,566,1845,0,1,0,0,0,0,0,0,1,3,2,0,0,3,0,0,0,0,1,0,0,0,1748,0,0,0,0,0,0,0,0,0,0,0
"Cluster_12800,contig_0 consensus mapping",647,276,415,362,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Cluster_16897,contig_0 consensus mapping",766,334,418,358,297,0,0,5,0,0,9,0,0,702,0,0,6,0,10,0,13,0,0,0,0,0,6,0,7,0,0,1,0,12142,0,0,0,12,0,3,0,4171,0,12,0,0,0,0,0
"Cluster_29062,contig_0 consensus mapping",620,316,381,325,268,0,0,3,0,0,5,0,0,0,0,0,0,0,4503,0,5,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"Cluster_18162,contig_0 consensus mapping",610,260,392,318,264,0,0,1,0,0,2,0,0,0,0,1173,2,0,968,0,0,0,0,0,0,0,0,0,26,0,0,1,0,0,0,0,0,0,1,1764,1,1,0,1,0,0,0,0,0
"Cluster_26203,contig_0 consensus mapping",728,320,406,354,386,0,0,0,0,0,0,0,0,714,0,0,3,0,0,0,0,0,0,2,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
"Cluster_16227,contig_0 consensus mapping",581,246,342,309,242,0,0,0,0,0,0,0,0,0,1,1787,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
"Cluster_6923,contig_0 consensus mapping",508,260,323,285,210,0,0,0,0,0,0,0,0,0,0,0,1,0,815,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_14654,contig_0 consensus mapping",615,269,343,296,257,0,0,0,0,0,0,0,0,0,0,11,3,283,0,0,0,0,0,0,0,11,0,0,0,0,12177,0,0,0,0,0,0,0,7,0,12,1,0,0,0,0,0,0,0
"Cluster_7679,contig_0 consensus mapping",616,260,338,372,260,0,0,3,0,0,3,2588,0,0,0,0,13,0,2598,1,2,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,3
"Cluster_5516,contig_0 consensus mapping",775,317,439,409,337,0,51,0,0,48,4,0,42,3807,4120,0,1,45,0,0,0,0,0,4,0,0,1,42,3,2,0,0,22,0,0,0,1,2,0,1,0,0,43010,0,0,0,27,0,0
"Cluster_12697,contig_0 consensus mapping",485,253,315,276,207,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9887,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2
"Cluster_27261,contig_0 consensus mapping",669,275,340,306,243,0,0,1,0,0,3,0,0,0,0,0,0,0,1528,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0
"Cluster_27881,contig_0 consensus mapping",725,302,431,356,343,0,8,0,0,5,0,0,0,0,0,1820,17,6,0,0,0,0,0,0,0,17,1,3,0,0,12,0,8172,0,0,0,4,0,5,0,20074,0,3,0,0,0,0,0,0
"Cluster_22594,contig_0 consensus mapping",531,235,327,283,210,4,0,2,3,0,0,9,1536,23,0,4,0,0,1254,7121,1,9,507,22,0,3,0,0,32,0,0,0,0,0,6,1,12,0,4586,1,4,2,0,2,2,8,25160,0,1863
"Cluster_25926,contig_0 consensus mapping",407,183,236,231,203,0,2,0,0,3,0,4314,0,0,1,0,17,2,0,0,0,5,0,0,0,0,5,3698,3,3,0,8727,0,0,0,0,0,1,0,12,0,4,1,1,1,0,0,1741,1
"Cluster_9517,contig_0 consensus mapping",486,250,300,252,224,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3664,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0
"Cluster_21664,contig_0 consensus mapping",751,313,411,392,350,26,0,2,8,0,1,0,632,1038,0,0,1,0,1800,0,1,0,12,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,14175,0,0,0
"Cluster_1262,contig_0 consensus mapping",598,220,282,304,244,3,0,3,2,0,0,1675,2458,0,8,1,0,0,0,2,0,3,727,0,11,1,1,0,0,10842,1,0,0,0,683,1,0,2,3332,0,2,1,0,0,2,1,0,10,2094
"Cluster_9041,contig_0 consensus mapping",574,225,301,289,244,0,0,0,0,0,0,6026,0,0,0,0,1,0,3,4,0,1,0,0,0,0,0,0,3,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,6
"Cluster_5468,contig_0 consensus mapping",642,293,380,350,269,0,0,0,0,1,0,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_23842,contig_0 consensus mapping",692,285,387,337,205,3,0,3,1,0,0,0,1,0,0,0,22,0,1495,0,0,0,4034,0,0,0,1,0,14,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0
"Cluster_914,contig_0 consensus mapping",532,235,314,304,227,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,9,0,0,1,0,2,0,0,0,0,0,0,0,6388,0,6,1,0,0,0,0,0,0,0
"Cluster_2235,contig_0 consensus mapping",453,232,276,266,208,0,0,0,0,0,0,5,0,0,940,0,0,0,0,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,0,4949
"Cluster_13850,contig_0 consensus mapping",552,235,322,267,178,0,0,9,0,0,11235,0,0,0,2,2,7,314,11,0,18,0,0,0,0,5,2,0,12,0,1,2,0,5,1,0,1,0,3118,3269,2,2,0,3,0,0,0,0,0
"Cluster_7458,contig_0 consensus mapping",565,238,313,274,231,0,0,1,0,0,2,0,0,0,0,0,1,0,1973,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1272,0,1,0,0,0,0,0,0,0
"Cluster_15,contig_0 consensus mapping",508,212,239,254,223,3,0,0,1,0,0,0,2207,0,0,1,5,0,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,1808,0,2,0,0,0,0,0,0,0,0
"Cluster_8005,contig_0 consensus mapping",610,274,385,297,272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2575
"Cluster_32031,contig_0 consensus mapping",579,242,313,259,209,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Cluster_24046,contig_0 consensus mapping",638,272,362,330,276,23,0,0,17125,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,684,0,2,0,0,1,8,0,0,985
"Cluster_21589,contig_0 consensus mapping",527,255,300,275,229,1,0,205,0,0,3,0,0,0,0,3,0,0,1253,0,0,0,10,0,0,3,0,0,0,1,4,0,0,1,0,1317,0,0,5518,0,2,0,0,0,0,1,0,0,0
"Cluster_10548,contig_0 consensus mapping",682,287,350,313,319,0,0,6,0,0,7492,0,0,0,2,0,2,0,6,0,3,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"Cluster_25365,contig_0 consensus mapping",354,180,200,181,125,0,0,0,1,0,0,652,0,635,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cluster_14436,contig_0 consensus mapping",528,225,273,261,223,4,0,0,0,0,0,0,2029,255,0,0,2,0,0,2,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,2265
"Cluster_24981,contig_0 consensus mapping",421,209,247,236,169,0,5,3,0,8,6,0,0,109,0,0,1,76,1912,0,4,0,0,8663,0,0,0,3,10,0,0,0,5400,4586,0,0,12,0,0,0,0,2,2,4,0,0,4,0,0
"Cluster_12968,contig_0 consensus mapping",428,209,245,211,176,0,0,0,0,0,0,910,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,2,0,0,0,0,0,4829,0,0,0,0,0,0,0,0,0,2,0,0,0,2
"Cluster_13994,contig_0 consensus mapping",618,256,384,356,265,0,0,2,0,0,10,0,0,0,0,0,0,0,8,0,8966,5,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0
"Cluster_1878,contig_0 consensus mapping",267,144,152,142,104,2,0,0,1,0,0,503,798,0,1500,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2376,0,2,0,0,0,0,0,0,1,0
"Cluster_3626,contig_0 consensus mapping",358,166,188,203,157,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_20680,contig_0 consensus mapping",554,269,301,275,180,0,0,1,0,0,0,7,0,0,0,4,0,247,1054,22,0,10,0,0,0,7,0,0,1,0,5,0,0,0,16901,0,0,0,1,0,8333,0,0,0,7,0,0,0,9
"Cluster_1604,contig_0 consensus mapping",479,195,274,259,201,68,0,0,43226,0,0,0,20,0,0,33,38207,0,0,0,0,0,24,0,2,64321,16,0,3,0,30,11,0,0,0,5,0,0,29,17,32,13,0,0,0,19,0,0,0
"Cluster_7015,contig_0 consensus mapping",553,193,305,292,227,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,4,0,1,0,0,9,0,0,0,0,0,0,0,5,0,6961,0,0,0,0,0,0,0
"Cluster_381,contig_0 consensus mapping",498,210,262,237,170,0,0,0,0,0,0,0,0,0,1831,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Cluster_26603,contig_0 consensus mapping",584,275,344,336,248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0
"Cluster_30289,contig_0 consensus mapping",312,158,164,173,110,0,0,1,0,0,0,2395,1,0,0,491,1,0,736,1,1,4,0,0,0,0,1,0,1,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Cluster_8299,contig_0 consensus mapping",500,211,294,268,212,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_14731,contig_0 consensus mapping",446,213,302,219,157,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,30,2,0,3480,0,0,0,0,0,1,0,4,0,1,0,2,0,0,0,3399,0
"Cluster_10709,contig_0 consensus mapping",378,218,228,192,169,0,0,1,0,0,0,0,0,0,0,0,2,0,1129,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2125,0,0,0,0,2062,0,2,0,0,2,0,0,0,0
"Cluster_26500,contig_0 consensus mapping",548,222,271,273,239,0,0,0,0,0,0,0,0,0,0,2010,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Cluster_20127,contig_0 consensus mapping",597,242,301,276,225,0,24,0,0,19253,0,0,0,7,0,0,21,181,159,0,0,0,0,16,0,0,17,11146,20,0,0,10,5,0,0,0,0,0,0,22828,0,16,10,0,0,0,0,0,0
"Cluster_15679,contig_0 consensus mapping",451,220,265,245,195,0,0,0,0,0,0,1,0,0,1696,0,6,300,0,2,0,0,0,0,0,0,7,0,0,3,0,4464,0,0,1,0,0,0,0,6,0,2,0,0,3,0,0,0,1809
"Cluster_13109,contig_0 consensus mapping",297,149,153,160,109,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,216,0,0,0,0,0,0,0,0,0,2676,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0
"Cluster_25537,contig_0 consensus mapping",550,255,310,283,205,0,5,0,0,5,0,3726,0,0,0,9,0,3,0,1,0,2,0,0,0,11,0,4,5,0,4,1,5078,0,0,0,3,0,11196,0,2,0,3,0,0,0,0,0,2
"Cluster_22034,contig_0 consensus mapping",689,275,353,373,323,0,0,0,0,0,0,0,0,0,0,2824,0,523,0,0,0,0,0,0,0,2,0,0,16,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0
"Cluster_11637,contig_0 consensus mapping",458,217,258,230,205,7,15,0,11,17,0,42,402,0,0,0,817,13,0,52,0,53202,10373,0,0,1,4,9,5,0,0,0,6,0,21,6,0,0,0,5,0,4178,11618,0,31,7,6,0,38
"Cluster_1539,contig_0 consensus mapping",315,183,183,181,132,1,0,0,3,0,0,0,2116,0,9,1,0,0,1,0,0,0,2,0,10,0,0,0,12,5,0,0,0,2,0,0,0,10834,0,0,0,0,0,0,0,1,0,1,0
"Cluster_5248,contig_0 consensus mapping",549,225,340,305,211,0,1,0,0,0,0,0,0,0,0,1718,2,680,0,0,0,0,0,0,0,3,0,1,12,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_14112,contig_0 consensus mapping",479,209,259,266,201,0,0,0,0,0,0,0,0,268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_17291,contig_0 consensus mapping",587,253,348,284,219,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_9459,contig_0 consensus mapping",504,235,256,247,196,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,1,0,0,8,0,1,0,0,0,0,0,4,0,0,0,1,0,3,0,0,0,5898,0
"Cluster_3352,contig_0 consensus mapping",726,249,377,409,301,0,0,0,0,0,1,478,0,0,0,0,1,0,1808,0,1,0,0,0,0,0,0,0,40,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_17367,contig_0 consensus mapping",577,250,352,315,271,0,1,0,0,0,0,0,2861,0,0,0,2,680,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_19873,contig_0 consensus mapping",477,217,254,235,199,0,0,0,0,0,0,0,0,0,0,852,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_3023,contig_0 consensus mapping",571,209,285,288,182,0,0,7,0,0,14666,0,0,0,12,1557,1,0,14,0,7,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0
"Cluster_11469,contig_0 consensus mapping",422,213,286,230,157,0,0,21,0,0,22,1,0,0,0,0,0,297,30,2,27534,3,0,0,18,0,0,0,4,0,0,0,0,12,2307,0,0,0,0,0,0,0,0,12,0,0,0,0,1
"Cluster_15085,contig_0 consensus mapping",579,246,324,303,238,1,0,0,0,0,0,0,1628,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_11701,contig_0 consensus mapping",511,248,364,346,199,0,0,0,0,0,0,6065,0,0,0,1962,0,0,0,8,0,9,0,10,0,1,0,0,3,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,5
"Cluster_16861,contig_0 consensus mapping",697,282,368,348,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_21646,contig_0 consensus mapping",493,217,284,269,201,0,9,0,0,7,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7312,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0
"Cluster_1239,contig_0 consensus mapping",454,183,221,233,163,0,0,0,0,0,0,2,0,0,2,0,5,0,0,4,0,2,0,0,1,0,5,0,0,3,0,5,0,0,1,0,0,4,0,5260,0,1,0,2,1,0,0,3452,4785
"Cluster_14779,contig_0 consensus mapping",451,252,317,255,238,3,0,0,7,0,0,1929,5,0,0,8,1,0,0,10,0,3,6270,0,0,5,0,0,4,0,4,0,0,0,1,4,0,0,7425,0,8,0,0,0,4,3,0,0,4969
"Cluster_29848,contig_0 consensus mapping",389,221,252,252,187,0,5,1,0,7,3575,4797,0,0,1,1381,0,499,3,7,1,4,0,0,0,1,1,7,0,0,0,1,3,1,1,0,0,0,0,0,2,1,6681,3,3,0,8,0,1027
"Cluster_9193,contig_0 consensus mapping",516,242,304,283,235,0,0,2,0,0,1,2,0,0,0,0,1,0,1866,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2867,0,0,0,0,1,0,0,0,1,3,0,0,0,4
"Cluster_16718,contig_0 consensus mapping",642,273,394,382,295,0,2,0,0,0,0,8884,0,0,0,0,0,2841,0,7,0,8,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,0,1242
"Cluster_4367,contig_0 consensus mapping",592,235,276,297,256,0,0,0,1,0,0,0,2099,0,0,1808,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
"Cluster_22210,contig_0 consensus mapping",436,186,259,222,159,9,0,1,1,0,0,0,5614,0,5,1028,3,156,1542,0,2,0,3,0,8,15,0,0,0,4,6430,0,0,1,0,4,0,4,1,1,6,0,0,2,0,0,0,5240,0
"Cluster_12141,contig_0 consensus mapping",570,272,329,305,255,0,11,0,0,15,0,0,0,0,359,0,1,12,0,0,0,0,0,0,0,0,0,12,1,1,0,0,18497,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0
"Cluster_17416,contig_0 consensus mapping",633,275,360,376,282,0,0,0,0,0,0,3,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2902
"Cluster_20907,contig_0 consensus mapping",643,268,376,345,269,0,0,0,0,0,0,0,0,1452,0,0,0,0,0,0,0,0,0,1,0,3,25,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_24058,contig_0 consensus mapping",398,198,223,204,171,0,0,1,0,0,0,510,0,0,0,0,1,0,646,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_7201,contig_0 consensus mapping",744,277,370,409,276,0,0,0,0,0,0,2,0,0,4,1350,25,0,0,3211,0,1,0,0,13,2,0,0,10,7,0,2,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,7555,0
"Cluster_17993,contig_0 consensus mapping",599,237,345,326,257,0,0,0,0,0,0,652,0,13,0,0,1,0,0,128,1,124603,3,27805,0,1,0,0,16,0,0,0,0,0,2980,0,15,0,0,2,0,0,0,1,48,0,11,0,1315
"Cluster_11280,contig_0 consensus mapping",532,230,309,302,242,0,0,0,0,0,0,0,0,223,767,1626,1,0,0,0,0,0,0,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Cluster_16785,contig_0 consensus mapping",570,214,328,323,271,0,0,0,2,0,0,0,1390,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cluster_19673,contig_0 consensus mapping",652,268,368,355,264,0,0,0,0,0,0,0,0,1099,0,0,2,0,0,0,0,1,0,1,0,0,15,0,59,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Cluster_1676,contig_0 consensus mapping",350,197,202,183,162,0,0,0,0,0,0,738,0,484,0,0,0,0,0,0,0,0,0,2002,0,0,1,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"Cluster_2327,contig_0 consensus mapping",436,215,260,244,177,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,7,6,0,0,0,6589,9659,0,0,0,0,0,0,2,12,4,9,0,0,0,0,0,0,0
"Cluster_12845,contig_0 consensus mapping",461,196,241,205,135,0,0,4,0,0,5,0,0,477,0,0,5,0,5279,0,6,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
"Cluster_4419,contig_0 consensus mapping",392,166,184,216,147,0,0,0,0,0,0,0,0,856,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_27765,contig_0 consensus mapping",561,238,285,258,196,8,10,0,9,15,0,0,3,2009,0,0,1,18,0,0,0,0,9537,2,0,0,3,8,1,0,0,2,7,0,0,5,0,8,0,3433,0,2,11398,0,0,11,9,0,0
"Cluster_15997,contig_0 consensus mapping",416,160,208,204,183,0,1,0,0,0,0,0,0,1359,0,0,0,195,0,0,0,0,1,1100,0,0,0,0,15,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,1,13098,0,0
"Cluster_4514,contig_0 consensus mapping",397,195,240,234,151,0,0,1,0,0,2,0,0,0,0,0,15341,0,977,1,0,0,42,0,0,0,6,0,1,0,0,11,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0
"Cluster_30045,contig_0 consensus mapping",462,233,294,258,236,0,0,0,0,0,0,1739,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"Cluster_200,contig_0 consensus mapping",432,211,266,248,193,6,0,1,2,0,3,0,7363,0,11,1237,2,126,1903,0,1,0,8,0,6,11,1,0,0,5,8551,0,0,0,0,2,0,3,7,0,9,0,0,2,1,0,0,6738,0
"Cluster_3838,contig_0 consensus mapping",571,241,317,297,248,1,0,0,0,0,3,1632,0,4773,0,0,0,0,2288,37,2,22,0,5,0,0,0,0,7,0,0,1,0,0,11,0,3,2,0,0,0,0,0,0,27362,0,2,0,23
"Cluster_22700,contig_0 consensus mapping",261,145,175,115,93,0,0,0,0,0,0,0,0,222,0,968,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_11138,contig_0 consensus mapping",597,225,305,309,240,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,6,0,0,0,0,1,0,5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,3904
"Cluster_32533,contig_0 consensus mapping",592,267,350,321,294,0,0,0,0,0,1,0,0,0,8168,0,0,0,0,19,0,0,0,0,6,0,0,0,0,3,0,0,0,2,0,0,0,1862,0,0,0,1,0,0,0,0,0,5,0
"Cluster_31031,contig_0 consensus mapping",448,189,263,262,204,2,0,0,0,0,0,4477,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,2227,0,0,0,0,0,0,0,0,3,0,0,0,3
"Cluster_20616,contig_0 consensus mapping",690,280,365,326,257,25,0,0,23,0,0,2556,2462,0,1,434,1,421,0,5,0,2,22,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,0,0,0,0,0,0,22110,1,0,1980
"Cluster_21730,contig_0 consensus mapping",453,222,272,221,174,0,0,0,0,0,1,1430,0,1323,1485,0,1,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1
"Cluster_32870,contig_0 consensus mapping",486,206,225,234,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_16507,contig_0 consensus mapping",385,167,235,193,180,0,0,0,0,0,1,0,0,0,835,0,0,0,317,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cluster_30274,contig_0 consensus mapping",433,180,235,246,160,0,17,0,0,17,0,0,0,0,1,1503,0,20,0,0,0,0,1,0,0,2,0,10,0,0,1,0,10,0,0,0,0,0,1,1,1,0,17333,0,0,0,20,0,0
"Cluster_18695,contig_0 consensus mapping",398,189,182,169,121,1,0,0,0,0,0,797,0,358,1,1494,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,625,1,1430,0,0,1,0,0,0,0,1,0,1,0
"Cluster_26094,contig_0 consensus mapping",392,156,224,192,152,24,0,0,8,0,0,0,20,131,0,0,0,0,0,0,0,0,23709,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,10,0,0,0
"Cluster_769,contig_0 consensus mapping",511,244,325,314,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_16043,contig_0 consensus mapping",396,184,221,188,152,0,0,0,0,0,1,31,0,299,1187,0,0,0,0,61,0,52,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,0,50402,0,0,1,58
"Cluster_11395,contig_0 consensus mapping",497,223,268,271,196,0,0,12,0,0,22475,0,2,0,15,0,1,0,16,0,18,0,0,0,2,0,0,0,6,0,0,0,0,10,0,0,0,1345,0,0,0,0,0,6,0,0,0,0,0
