tube,CFU
a1,87000000
a2,8700000
a3,870000
a4,87000
a5,8700
a6,870
a7,87
a8,3
b1,109000000
b2,10900000
b3,1090000
b4,109000
b5,10900
b6,1090
b7,109
b8,12
c1,107000000
c2,10700000
c3,1070000
c4,107000
c5,10700
c6,1070
c7,107
c8,8
I0E,9500000000
I3E,9500000
I4E,950000
I5E,95000
I6E,9500
I7E,950
I8E,95
I9E,8
