"","Nbarcodes","Nb","Ns","Nr","Nb_cal","Nr_cal"
"I3E",253,84742.4770559477,2321,84742.4770559477,NA,NA
"I4E",253,66458.8800233263,2321,66458.8800233263,NA,NA
"I5E",253,36256.6711853689,2321,36256.6711853689,NA,NA
"I6E",251,6058.90643171004,2321,6058.90643171004,NA,NA
"I7E",234,798.066451799776,1311,1311,NA,NA
"I8E",76,105.845494466554,101,105.845494466554,NA,NA
"I9E",8,8.18314677955696,8,8.18314677955696,NA,NA
"I9E.1",8,7.98074648965243,8,8,NA,NA
