"","s34_vc5","s1_vc08","s10_vc08","s11_vc08","s12_vc08","s13_vc08","s14_vc08","s15_vc08","s16_vc08","s17_vc08","s18_vc08","s19_vc08","s2_vc08","s20_vc08","s21_vc08","s22_vc08","s23_vc08","s24_vc08","s25_vc08","s26_vc08","s27_vc08","s28_vc08","s29_vc08","s3_vc08","s30_vc08","s31_vc08","s32_vc08","s33_vc08","s34_vc08","s35_vc08","s36_vc08","s37_vc08","s38_vc08","s39_vc08","s4_vc08","s40_vc08","s41_vc08","s42_vc08","s43_vc08","s44_vc08","s45_vc08","s46_vc08","s47_vc08","s48_vc08","s49_vc08","s5_vc08","s50_vc08","s51_vc08","s52_vc08","s53_vc08","s54_vc08","s55_vc08","s56_vc08","s57_vc08","s58_vc08","s59_vc08","s6_vc08","s60_vc08","s61_vc08","s62_vc08","s63_vc08","s64_vc08","s7_vc08","s8_vc08","s9_vc08","s1_vc12","s10_vc12","s11_vc12","s12_vc12","s13_vc12","s14_vc12","s15_vc12","s16_vc12","s17_vc12","s18_vc12","s19_vc12","s2_vc12","s20_vc12","s21_vc12","s22_vc12","s23_vc12","s24_vc12","s25_vc12","s26_vc12","s27_vc12","s28_vc12","s29_vc12","s3_vc12","s30_vc12","s31_vc12","s32_vc12","s33_vc12","s34_vc12","s35_vc12","s36_vc12","s37_vc12","s38_vc12","s39_vc12","s4_vc12","s40_vc12","s41_vc12","s42_vc12","s43_vc12","s44_vc12","s45_vc12","s46_vc12","s47_vc12","s48_vc12","s49_vc12","s5_vc12","s50_vc12","s51_vc12","s52_vc12","s53_vc12","s54_vc12","s55_vc12","s56_vc12","s57_vc12","s58_vc12","s59_vc12","s6_vc12","s60_vc12","s61_vc12","s62_vc12","s63_vc12","s64_vc12","s7_vc12","s8_vc12","s9_vc12"
"s37_vc08",126,88,0,0,0,0,0,0,39,1,10,0,1,23,66,13,0,0,0,0,0,0,13,0,0,111,5,27,23,58,6,133,0,4,0,1,3,1,6,2,5,94,0,58,68,0,78,0,0,4,33,0,29,63,24,43,0,2,6,0,1,88,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,54,0,1,0,0,0,0,13,78,80,0,79,125,0,0,0,1,0,1
"s38_vc08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s39_vc08",28,16,0,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,28,2,11,4,2,2,4,1,41,0,2,2,1,3,2,2,17,0,1,1,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,14,12,0,15,27,0,0,0,0,0,1
"s4_vc08",64,43,6,4,2,11,4,5,42,0,11,0,5,21,0,19,0,0,0,0,0,0,4,15,0,43,0,0,0,0,0,0,0,0,72,0,0,0,0,1,0,40,0,0,0,32,0,0,0,0,0,0,31,0,0,0,28,0,4,4,0,44,26,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,10,0,0,0,0,0,8,38,38,38,0,44,63,0,0,0,0,0,1
"s40_vc08",15,9,0,0,0,0,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,2,4,3,1,3,1,1,2,0,22,1,1,1,2,2,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,8,8,0,12,15,0,0,0,0,0,1
"s41_vc08",13,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,1,5,2,3,1,2,0,1,22,1,1,2,2,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,9,5,0,5,11,0,0,0,0,0,1
"s42_vc08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"s43_vc08",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,6,0,3,0,1,1,1,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"s44_vc08",36,22,1,0,0,1,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,2,6,14,1,6,2,1,2,1,2,2,1,1,51,2,21,0,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,22,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,2,2,0,0,0,1,0,0,0,0,26,26,0,20,34,0,0,0,0,0,2
"s45_vc08",16,8,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,2,2,3,3,5,1,2,0,2,2,1,1,2,25,9,0,2,0,0,3,0,0,0,0,0,5,0,0,0,0,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,12,10,0,16,13,0,0,0,0,0,1
"s46_vc08",178,150,0,2,9,8,16,9,141,57,94,62,21,125,138,142,10,69,28,59,27,50,77,26,36,128,36,26,62,61,74,94,0,17,40,7,10,0,0,21,9,180,1,144,155,58,153,0,42,64,135,1,106,140,77,108,68,130,50,41,35,149,78,0,3,0,3,21,11,0,0,13,0,0,2,32,0,48,0,10,57,79,0,0,0,35,0,8,0,0,10,0,0,0,38,0,0,1,21,11,0,5,0,2,0,0,4,12,0,0,107,0,21,0,0,14,57,139,141,152,0,147,170,1,0,1,6,43,0
"s47_vc08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,1,2,1,2,2,2,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,2,0,0,0
"s48_vc08",153,136,0,0,0,0,0,0,124,47,67,44,0,104,113,116,0,0,0,23,0,11,47,0,19,115,12,3,39,55,48,58,0,1,0,0,0,0,0,0,2,144,2,159,133,41,134,2,27,52,98,2,81,121,65,87,43,97,27,0,21,136,54,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,32,44,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,35,116,5,133,1,90,151,2,2,2,0,12,0
"s49_vc08",161,136,0,0,0,0,0,0,129,70,86,52,0,105,108,101,0,0,0,13,0,32,48,0,29,115,9,33,33,44,34,68,0,1,0,0,0,0,0,0,0,155,2,133,163,41,142,2,33,66,126,2,91,133,68,99,51,96,41,0,22,136,68,0,0,0,0,0,0,0,0,4,0,0,0,6,0,10,0,0,35,44,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,37,126,0,132,1,97,157,2,2,4,0,23,0
"s5_vc08",78,70,5,6,7,10,5,7,53,0,31,0,11,27,45,35,0,4,0,0,1,0,11,14,2,50,0,0,0,0,3,0,0,0,32,0,0,0,0,1,0,58,0,41,41,86,31,0,0,0,26,0,46,10,7,1,40,22,16,9,4,70,45,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,0,0,0,0,0,0,55,51,55,0,55,72,0,0,0,0,0,1
"s50_vc08",157,131,0,0,0,0,0,0,123,47,76,45,0,107,99,97,0,0,0,35,0,30,48,0,19,118,0,7,45,2,52,78,0,0,0,0,0,0,0,0,3,153,1,134,142,31,161,1,35,62,105,1,91,129,67,96,32,107,6,6,21,131,45,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,19,65,1,0,0,0,0,0,0,0,2,0,0,0,24,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,0,67,0,0,0,39,121,41,124,0,110,152,1,1,1,0,25,0
"s51_vc08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,2,0,2,2,2,0,2,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
"s52_vc08",39,32,0,0,0,0,0,2,28,0,0,0,0,14,0,15,0,2,0,0,0,2,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,27,33,0,35,0,47,2,31,1,24,33,27,28,1,34,11,2,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,29,13,29,0,29,36,1,0,2,0,0,0
"s53_vc08",65,52,0,0,0,0,0,0,52,15,29,0,0,36,17,38,0,0,0,0,0,1,10,0,0,40,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,64,2,52,66,0,62,2,2,74,44,2,45,52,38,46,0,33,23,0,1,52,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,54,0,59,0,4,64,2,2,4,0,5,0
"s54_vc08",144,103,0,0,0,0,0,0,105,13,50,16,0,85,31,87,0,0,0,7,0,19,27,0,23,88,1,0,7,39,32,33,0,2,0,0,0,0,0,0,0,135,2,98,126,26,105,2,31,44,150,2,71,94,53,79,37,78,31,0,12,103,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,28,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,36,92,4,108,1,76,125,2,2,4,0,11,0
"s55_vc08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,1,2,1,2,2,2,1,2,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0
"s56_vc08",123,117,1,4,6,8,8,5,109,30,68,19,12,77,56,79,6,28,16,36,6,15,47,22,9,97,8,19,20,55,54,29,0,12,31,3,4,1,0,6,5,106,1,81,91,46,91,0,24,45,71,1,130,94,45,65,38,78,35,28,26,116,58,2,5,1,0,0,0,1,0,5,0,1,1,8,0,13,1,0,25,4,2,0,0,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,2,1,59,0,0,0,0,1,0,93,90,105,0,99,119,1,0,1,0,0,1
"s57_vc08",148,130,0,0,0,0,0,0,122,65,69,22,0,107,98,95,0,0,0,0,0,1,63,0,28,114,0,0,0,41,1,63,0,0,0,0,0,0,0,0,0,140,2,121,133,10,129,2,33,52,94,2,94,152,64,76,48,92,35,0,20,131,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,30,115,3,122,1,29,147,2,2,3,0,23,0
"s58_vc08",81,67,0,0,0,0,0,0,64,25,28,9,0,31,49,42,0,0,0,3,0,7,9,0,15,51,0,0,10,19,0,24,0,0,0,0,0,0,0,0,0,77,2,65,68,7,67,2,27,38,53,2,45,64,89,53,9,52,15,0,6,68,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,59,2,65,1,41,79,2,2,3,0,4,0
"s59_vc08",117,88,0,0,0,0,0,0,87,37,55,36,0,58,45,65,0,0,0,0,0,2,12,0,13,89,0,0,8,50,14,43,0,0,0,0,0,0,0,0,0,108,2,87,99,1,96,2,28,46,79,2,65,76,53,125,27,74,30,0,16,88,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,82,0,95,1,37,114,2,2,4,0,11,0
"s6_vc08",79,74,5,4,4,8,7,7,52,0,14,0,12,31,2,28,0,0,1,0,0,0,0,12,0,63,0,0,0,0,1,0,0,0,28,0,0,0,0,1,0,68,0,43,51,40,32,0,1,0,37,0,38,48,9,27,88,4,9,6,1,73,45,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,52,52,53,0,52,78,0,0,0,0,0,1
"s60_vc08",131,98,0,0,0,0,0,0,94,31,33,14,0,72,73,69,0,0,0,4,1,15,29,0,2,86,0,4,19,12,36,2,0,0,0,1,0,0,0,0,1,130,1,97,96,22,107,2,34,33,78,2,78,92,52,74,4,136,7,6,19,97,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,20,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,81,28,115,1,76,131,1,2,2,0,13,0
"s61_vc08",54,47,0,3,0,2,0,1,45,11,31,11,4,34,36,30,7,20,7,1,9,2,18,0,11,42,2,3,1,12,1,6,0,0,4,0,0,0,0,1,0,50,0,27,41,16,6,0,11,23,31,0,35,35,15,30,9,7,65,13,9,47,19,0,0,0,0,0,5,0,0,0,0,0,0,1,0,7,0,0,0,21,0,0,0,9,0,0,1,0,0,0,0,0,8,1,0,0,3,7,0,0,0,19,0,0,0,0,0,0,13,0,4,0,1,0,10,40,38,44,0,47,53,0,0,0,1,8,0
"s62_vc08",46,37,1,0,0,3,0,2,40,2,2,2,0,21,1,14,0,4,3,0,5,2,4,0,1,35,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,41,0,0,0,9,6,0,2,0,0,0,28,0,0,0,6,6,13,55,8,38,16,1,2,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,15,0,0,0,0,0,1,0,0,2,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,36,41,36,0,39,44,0,0,0,2,1,0
"s63_vc08",43,35,0,0,0,0,0,0,35,6,1,6,0,15,9,12,0,5,1,0,4,5,6,0,0,33,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,35,0,21,22,4,21,1,0,1,12,1,26,20,6,16,1,19,9,8,55,33,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,38,30,35,0,35,42,0,1,0,1,0,0
"s64_vc08",173,175,3,7,8,12,15,11,140,77,98,60,24,122,122,102,15,63,28,56,23,52,76,30,34,132,30,78,62,84,61,88,0,16,44,11,7,0,0,22,8,149,0,136,136,70,131,0,30,52,103,0,116,131,68,88,73,97,47,38,33,175,81,1,7,0,8,0,21,0,1,7,0,0,2,14,0,50,0,2,33,82,1,0,0,36,0,0,2,0,9,0,34,0,30,0,0,1,19,21,0,3,0,63,0,0,2,12,0,0,126,0,112,0,0,9,58,137,141,143,0,142,168,0,0,0,2,45,0
"s7_vc08",87,83,5,4,8,11,17,7,75,6,47,1,13,53,55,34,0,10,5,3,2,3,35,22,0,64,0,17,6,25,1,8,0,0,26,0,0,0,0,1,0,78,0,54,68,45,45,0,1,21,48,0,58,66,26,43,45,23,19,16,9,81,97,4,5,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,14,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,1,2,0,0,0,0,1,0,0,1,2,1,32,0,1,0,0,0,21,72,76,75,0,75,87,0,0,0,0,7,1
"s8_vc08",0,1,3,2,1,3,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,1,4,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
"s9_vc08",8,7,4,3,1,4,2,5,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,5,0,0,0,5,0,0,2,0,7,5,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6,4,0,5,9,0,0,0,0,0,0
"s1_vc12",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"s10_vc12",84,8,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,1,55,51,0,67,82,0,0,0,0,0,0
"s11_vc12",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,1,0,0,0,3,0,0,1,0,10,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,18,0,26,0,22,25,0,0,0,1,0,0
"s12_vc12",57,21,0,0,0,0,0,0,49,1,4,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,21,0,0,0,0,0,0,68,0,0,0,1,0,0,0,0,9,0,0,0,7,0,0,0,3,0,0,1,0,2,0,0,0,2,0,0,0,6,2,0,0,0,10,0,0,0,2,0,0,0,0,5,0,0,0,5,41,14,16,0,53,57,0,0,0,0,2,0
"s13_vc12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"s14_vc12",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"s15_vc12",15,8,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,4,0,5,0,0,0,0,0,5,0,0,1,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,10,16,0,12,12,0,0,0,1,0,0
"s16_vc12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"s17_vc12",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"s18_vc12",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"s19_vc12",40,14,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,1,3,1,14,0,0,0,0,0,3,0,0,0,0,0,0,0,50,0,0,0,0,7,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,32,15,40,0,32,38,0,0,0,1,0,0
"s2_vc12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"s20_vc12",65,51,0,0,0,0,0,0,54,0,24,0,0,20,17,26,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,48,0,12,10,0,12,0,0,0,1,0,13,0,1,0,0,0,7,1,1,50,6,0,0,0,0,0,9,0,0,0,1,0,0,0,0,74,0,0,0,20,0,0,0,10,0,0,0,0,2,0,0,0,12,0,0,0,11,18,0,0,0,34,0,0,0,1,0,0,19,0,18,0,0,0,14,44,50,51,0,66,66,0,0,0,0,17,0
"s21_vc12",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,1,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,1,0,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"s22_vc12",12,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,3,4,2,4,11,0,0,0,0,0,0
