,s34_vc5,s1_vc08,s10_vc08,s11_vc08,s12_vc08,s13_vc08,s14_vc08,s15_vc08,s16_vc08,s17_vc08,s18_vc08,s19_vc08,s2_vc08,s20_vc08,s21_vc08,s22_vc08,s23_vc08,s24_vc08,s25_vc08,s26_vc08,s27_vc08,s28_vc08,s29_vc08,s3_vc08,s30_vc08,s31_vc08,s32_vc08,s33_vc08,s34_vc08,s35_vc08,s36_vc08,s37_vc08,s38_vc08,s39_vc08,s4_vc08,s40_vc08,s41_vc08,s42_vc08,s43_vc08,s44_vc08,s45_vc08,s46_vc08,s47_vc08,s48_vc08,s49_vc08,s5_vc08,s50_vc08,s51_vc08,s52_vc08,s53_vc08,s54_vc08,s55_vc08,s56_vc08,s57_vc08,s58_vc08,s59_vc08,s6_vc08,s60_vc08,s61_vc08,s62_vc08,s63_vc08,s64_vc08,s7_vc08,s8_vc08,s9_vc08,s1_vc12,s10_vc12,s11_vc12,s12_vc12,s13_vc12,s14_vc12,s15_vc12,s16_vc12,s17_vc12,s18_vc12,s19_vc12,s2_vc12,s20_vc12,s21_vc12,s22_vc12,s23_vc12,s24_vc12,s25_vc12,s26_vc12,s27_vc12,s28_vc12,s29_vc12,s3_vc12,s30_vc12,s31_vc12,s32_vc12,s33_vc12,s34_vc12,s35_vc12,s36_vc12,s37_vc12,s38_vc12,s39_vc12,s4_vc12,s40_vc12,s41_vc12,s42_vc12,s43_vc12,s44_vc12,s45_vc12,s46_vc12,s47_vc12,s48_vc12,s49_vc12,s5_vc12,s50_vc12,s51_vc12,s52_vc12,s53_vc12,s54_vc12,s55_vc12,s56_vc12,s57_vc12,s58_vc12,s59_vc12,s6_vc12,s60_vc12,s61_vc12,s62_vc12,s63_vc12,s64_vc12,s7_vc12,s8_vc12,s9_vc12
lm11 mapping,1466,1346,0,0,0,0,0,0,4471,1720,216,180,702,2756,1032,1196,0,126,243,46706,274,242,611,0,0,7453,61,170,256,390,659,4210,0,3945,0,0,0,0,0,30,0,6263,0,164,183,0,414,0,265,87,181,0,1,71,271,145,1421,260,0,0,0,946,786,0,0,0,11,700,1191,0,0,1917,0,0,0,2766,0,3916,9626,0,1539,1823,0,0,0,210,0,0,0,0,0,0,0,0,2246,0,0,0,588,0,0,0,0,546,0,0,0,0,0,0,15,0,4598,0,0,0,600,18867,5495,33681,0,16974,9090,0,0,0,0,751,0
lm12 mapping,996,2169,0,0,0,6705,0,0,443,0,0,0,0,76,23,22,0,63,0,131,0,105,121,0,0,5179,10,70,232,266,123,260,0,126,231,161,0,0,0,519,0,4531,0,109,44,320,91,0,0,39,34,0,3,11,40,94,0,313,3337,0,1079,1494,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,971,0,0,683,117,0,0,0,52047,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,24477,0,30,0,0,0,541,0,0,79,0,44,0,0,0,0,14985,14005,3732,0,1763,6268,0,0,0,0,0,0
lm13 mapping,201,66,0,0,0,0,0,0,757,198,54,0,0,357,174,893,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,984,0,26,43,0,22,0,0,0,2,0,1,49,117,63,0,116,0,0,0,50,342,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,5,0,0,0,0,0,0,660,2414,6113,0,0,1577,0,0,0,0,0,0
lm14 mapping,1035,1732,0,0,0,0,0,0,1532,60279,9884,18146,0,10824,43024,2076,3124,5531,4512,439,25046,626,15265,0,4142,3925,113,63,383,2868,312,1147,0,555,0,0,188,0,1346,181,0,5919,0,80,91,9,112,0,314,396,284,0,1,70,216,135,0,590,1777,0,1161,1266,361,0,0,0,0,0,0,0,170385,0,0,0,0,0,0,0,0,430,0,0,0,0,0,2151,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,4002,6716,4775,2061,0,1918,5450,0,0,0,0,0,0
lm15 mapping,476,1461,0,0,0,0,0,0,1143,190,16,0,0,569,102,342,0,717,0,0,0,139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,4,18,417,41,0,0,0,57,0,4,5,0,0,0,1,0,0,0,1093,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,267,0,4084,0,970,2276,0,0,0,0,0,0
lm16 mapping,862,1815,0,0,0,0,0,0,297,1718,2,0,0,207,67,639,0,1,0,118,0,3,16234,0,0,2238,21,0,277,0,2,48,0,1015,611,0,0,0,0,0,0,1508,0,25,29,514,198,0,0,0,2,0,2,32,0,0,268,0,1543,1693,0,1323,683,0,0,0,14,0,3,0,0,0,0,0,0,897,0,0,0,0,0,1749,0,0,0,0,0,1151,0,0,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,2913,6789,8536,14062,0,3860,2797,0,0,0,0,76,0
lm17 mapping,655,1413,0,0,0,0,0,0,1132,3897,1719,872,0,3861,58815,4894,1281,6856,762,121,4412,487,2117,0,528,2932,106,85,0,267,164,63,0,172,0,0,0,0,0,0,0,1240,0,6,30,31,47,0,0,0,2,0,0,18,51,0,0,3,4244,0,0,1023,1779,0,0,0,111,0,168,0,0,0,0,0,0,0,121452,591,0,0,0,13829,0,0,0,2172,0,0,0,0,0,0,16076,0,0,0,0,0,0,290,0,0,0,611,0,0,0,0,0,0,139,0,21,0,0,0,0,143,6654,8958,0,6454,5121,0,0,0,0,0,0
lm18 mapping,817,3983,11420,12548,19904,48313,220102,21832,653,337,34,0,82978,603,66,169,0,25,237,7,0,8,32,97805,0,3447,68,65,105,327,5744,135,0,0,130055,0,0,0,0,15,0,1823,0,92,43,68870,121,0,0,52,144,0,16,38,94,76,41545,65,0,0,0,2876,30974,63908,38179,0,0,0,0,0,0,0,0,0,2425,0,0,3006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67607,0,24,0,4,0,0,5683,149,9776,10308,19073,0,4748,4018,0,0,0,0,51,0
lm19 mapping,202,0,0,0,0,0,0,0,25,0,1079,0,0,129,0,383,0,0,0,1,0,0,0,0,0,335,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,105,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,30110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,0,0,64,0,7,0,0,0,1,0,4060,568,0,4053,1644,0,0,0,0,0,0
lm20 mapping,287,809,0,0,0,0,0,1140,1,0,0,0,0,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,495,0,68,13,558,93,0,3991,0,0,0,0,68,78,41,0,38,0,0,0,545,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,41,0,899,0,0,0,0,0,0,26033,0,476,0,0,0,0,0,0,27,0,7,0,0,0,2,0,2380,487,0,2366,1449,0,0,0,0,0,0
lm21 mapping,145,657,0,0,0,0,0,0,68,0,865,0,0,85,0,0,0,0,0,0,0,4,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1908,0,180,0,0,474,0,0,0,0,0,0
lm22 mapping,1129,814,0,0,0,0,0,0,2806,118,145,0,0,1226,341,1350,0,730,131,83,0,337,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,317,0,4,17,224,0,0,0,39,66,0,5,4,0,70,0,1,0,0,0,591,399,0,0,0,91,298,61,0,0,0,0,0,0,0,104805,503,0,0,0,0,0,0,0,1864,0,0,0,0,0,0,123,0,0,0,0,0,674,0,0,0,0,424,0,0,0,722,0,0,104,0,166,0,0,0,283,7996,5122,4905,0,6315,7091,0,0,0,0,133,0
lm23 mapping,825,3861,0,1699,0,0,0,1410,1680,0,154,0,810,70959,129,194,0,0,0,0,0,16,169,1043,0,308,0,0,0,0,38,6,0,0,512,0,0,0,0,21,0,1404,0,41,12,1523,70,0,0,40,3,0,2,2,0,0,2830,201,1472,1606,0,2841,3938,0,2335,0,0,0,104,0,0,0,0,0,0,2216,0,522,0,0,1649,156,7001,0,0,0,0,0,0,0,2037,0,0,0,779,0,0,0,2158,0,0,0,0,455,0,0,15826,0,0,0,12,0,23,0,0,0,0,15390,3740,26122,0,10677,11116,0,0,0,0,145,0
lm24 mapping,1333,3120,0,0,0,0,0,0,2951,415,281,259,0,2342,110,554,0,0,0,654,0,0,2,0,3016,4362,0,0,2,32,0,3,0,0,0,0,0,0,0,0,0,4222,0,156,100,950,460,0,1553,301,865,0,4,62,820,340,956,255,1445,0,877,2338,0,0,0,0,0,906,0,0,0,0,0,0,0,0,0,0,0,0,1,207,0,0,0,0,0,1590,0,13309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15816,418,14926,342,21045,0,1983,3676,0,0,0,0,0,0
lm25 mapping,86,1,0,0,0,0,0,0,277,469,139,0,0,0,62,695,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,233,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5735,0,0,0,0,0,0,0,0,0,0,0,0,0,5318,0,0,0,643,0,0,0,0,0,0,0,0,72,0,0,0,0,8068,0,0,0,5014,704,0,0,0,0,0,0
lm26 mapping,1353,2834,0,0,0,0,0,0,3434,293,740,419,0,1154,1009,281,0,0,621,144,0,109,8102,0,313,2357,551,25,374,224,109,4,0,0,1739,1269,0,0,0,900,357,1321,0,8,106,0,5,0,0,0,110,0,1,42,0,114,0,92,0,4144,1420,2016,884,810,0,0,349,0,65,0,0,0,0,0,301073,542,0,0,0,0,172,593,0,0,0,3538,0,0,0,0,0,0,444,0,2195,0,0,0,0,558,0,0,0,56,0,0,0,931,0,0,406,0,19,0,0,0,0,24002,12762,10170,64102,10117,9456,0,0,0,0,133,0
lm27 mapping,118,0,0,0,0,0,0,0,863,0,108,0,0,0,31,331,0,1,0,0,0,0,188,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9396,0,557,0,0,596,0,0,0,0,0,0
lm28 mapping,588,1262,0,0,382,0,295,0,1347,0,0,0,341,41,2,0,0,0,0,111,0,0,2236,0,0,2279,16,25,367,293,1,7273,0,570,0,0,105,0,0,0,0,2479,0,10,1,208,23,0,0,0,71,0,1,3,29,0,1153,152,0,0,1376,869,4550,0,0,0,0,149,40,0,0,0,0,0,0,0,2,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378,0,0,0,0,6,0,0,0,1075,4831,1314,3442,0,3741,4114,0,0,0,0,0,0
lm29 mapping,614,1168,0,0,0,0,3787,0,1869,49672,326,119,0,378,778,266,0,81,0,193,0,0,101,0,0,1951,0,65,571,722,706,20336,0,398,0,0,183,0,528,605,45729,3599,0,99,111,142,317,0,473,76,0,0,1,27,18,54,0,284,0,0,0,841,990,0,0,59315,29,0,2284,0,0,0,0,49677,0,0,0,0,0,0,0,0,22924,0,0,2353,0,0,0,0,0,260006,0,0,948,11613,0,0,0,0,11685,0,0,0,0,0,0,0,15590,0,22,0,1,0,0,0,0,6369,10475,3440,0,3868,5743,0,0,0,0,0,0
lm30 mapping,1422,5830,2121,1186,0,4079,3398,0,1612,304,1614,375,2747,4699,615,1119,0,236,0,0,0,229,1699,784,0,1634,0,0,0,6549,0,55,0,0,2439,0,0,0,0,0,0,2451,0,55,3360,2692,549,0,208,211,273,0,10,107,52,132,1459,58,3415,1358,0,3761,2610,1663,2830,0,16,2075,0,0,509,164515,0,0,0,0,0,0,0,1979,45,302,0,41817,0,0,0,0,63462,0,0,0,62,0,971,0,0,0,0,0,0,0,0,0,0,12652,0,0,0,0,2470,0,0,0,835679,3667,0,15822,14539,14932,0,5583,8154,0,0,0,0,0,0
lm31 mapping,507,2635,0,805,0,0,0,0,3249,189,560,149,0,116,106,627,120,283,0,94,332,102,1545,0,0,697,0,2,0,4,1,0,0,0,2,0,0,0,0,0,0,1081,0,32,81,0,42,0,0,0,1,0,3,8,131,0,0,178,0,0,1275,1704,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,15,71,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,2903,0,8019,0,920,3789,0,0,0,0,0,0
lm32 mapping,1484,1681,0,0,0,0,0,0,2832,930,920,207,0,471,879,1338,0,183,0,0,0,0,3669,0,1106,2593,1397,7,755,2207,295,662,0,0,0,0,0,0,0,0,0,4323,0,143,47,0,512,0,325,95,123,0,7,81,114,103,0,188,2294,1329,0,1260,353,0,0,0,11,0,0,0,15235,0,0,0,535,0,0,2821,0,0,802,40858,0,0,0,0,0,0,0,0,0,0,31,0,14175,0,0,0,335,8407,0,0,0,843,0,0,0,1453,0,0,501,0,26,0,0,4406,1323,11185,9340,11834,0,7147,7944,0,0,0,0,2077,0
lm33 mapping,447,130,0,0,0,0,0,0,982,0,1,0,0,229,29,197,0,0,0,10,0,0,0,255,0,212,0,0,0,0,0,0,0,0,403,0,0,0,0,0,258,251,0,0,10,199,0,0,0,0,2,0,0,4,0,0,526,0,0,1018,0,91,703,0,0,0,0,1413,0,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,414025,0,0,0,0,0,0,0,0,0,0,3810,0,0,0,0,103,0,0,0,0,0,0,0,0,236,0,0,4721,0,2240,2008,3930,0,7938,1401,0,0,0,11251,0,0
lm34 mapping,634,1228,0,0,14,0,0,6129,1170,818,254,228,0,2270,2814,336,268,17606,0,238,1113,248,695,0,358,7,0,0,0,0,24,4,0,0,26,0,0,0,0,26,0,2947,0,115,21,0,274,0,47353,338,43,0,10,24,20,107,293,196,1641,0,499,962,0,0,0,0,0,0,0,0,11895,0,0,0,7801,0,0,0,0,0,0,118,0,0,0,8069,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,30,0,7,0,0,5051,0,1779,4673,2607,0,1420,5170,0,0,0,0,0,0
lm35 mapping,1215,2006,0,0,0,0,0,0,1662,202,1693,687,6,12564,198,12505,154,1929,1184,15332,0,603,1324,0,2698,573,0,27,11738,5626,13,162,0,0,3,0,0,0,0,0,0,3483,0,12,38,0,253,0,222,68,78,0,5,49,52,171,155,440,0,1728,0,1462,669,971,0,0,0,1032,36,0,0,0,0,13984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1935,0,0,0,0,442,0,0,0,600,0,0,0,1356,0,0,12,0,6,0,0,0,12100,6472,3900,9792,0,2542,7761,0,0,0,0,73,0
lm36 mapping,611,2627,0,0,0,0,0,0,1100,217,2283,113,0,1882,151,410,394,0,115,0,0,0,0,0,0,5910,0,35,0,87,3,0,0,0,0,0,0,0,0,0,0,240,0,1,2,0,0,0,0,0,0,0,3,0,0,360,301,2,0,0,0,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52398,0,0,0,0,0,0,0,0,0,1136,0,0,0,0,0,0,1479,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,9,0,68,0,0,0,0,6462,2911,13259,0,1408,4582,0,0,0,0,0,0
lm37 mapping,815,95,0,0,0,0,0,0,532,16397,0,0,0,70,4,102,0,0,0,13,0,0,1,0,0,1146,0,4,0,43,106,0,0,132,0,0,0,0,0,0,0,3448,0,71,46,0,481,0,0,108,0,0,0,28,40,199,0,306,0,0,0,69,0,0,0,0,1400,0,0,0,0,1011,0,0,0,3154,0,0,0,0,615,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2378,2416,12230,0,1647,5931,0,0,0,0,0,0
lm38 mapping,1004,2663,0,0,0,0,0,0,494,108,3,0,0,114,405,344,415,0,0,7631,0,142,0,0,0,4446,0,146,0,95,0,38,0,0,1892,536,0,0,0,0,0,248,0,39,0,0,10,0,0,0,1,0,5,9,47,0,0,0,0,0,700,2016,0,0,0,0,0,0,365,118986,0,0,0,0,0,375,0,1780,21303,0,0,327,31212,0,0,13377,0,1553,0,0,0,0,0,0,1103,0,0,0,307,1054,6522,0,0,779,0,0,0,747,44291,52599,11,0,321,31510,0,0,416,6405,1,3448,0,9146,7318,0,0,0,0,251,0
lm39 mapping,944,3021,0,0,0,0,0,0,620,100,189,0,0,262,145,469,0,21,0,0,0,505,51,374,0,133,0,0,0,61,87,232,0,0,0,0,223,0,0,0,0,1246,0,181,865,62,112,0,0,124600,946,0,2,218,452,934,0,476,139,0,0,2241,424,0,0,0,0,0,0,0,13143,0,0,0,0,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,9670,170,11862,1133,4550,0,44,5329,0,0,440448,0,567,0
lm40 mapping,1896,4073,0,0,787,0,494,0,1483,185,87,0,0,564,107,632,0,147,0,8329,0,286,177,0,577,2875,63,40,0,164,1,281,0,273,0,175,0,0,238,0,0,3051,0,480,235,456,340,0,326,89,50,0,5,1150,0,263,449,303,2385,0,0,2968,2217,0,0,0,2016,0,0,0,0,24027,0,0,0,0,0,1826,0,0,1266,418,0,0,0,407,0,2145,0,0,0,0,0,0,1382,0,0,0,0,0,0,0,0,1174,0,0,0,0,0,0,20,0,16,0,0,15287,494,14697,5984,16347,0,12968,10452,0,0,0,0,0,0
lm41 mapping,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,386,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,237,0,0,3,0,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,862,2071,0,862,67,0,0,0,0,0,0
lm42 mapping,409,724,0,0,0,0,0,0,116,0,0,0,0,0,30,106,0,0,0,0,0,0,0,0,0,3438,23,91,1,1,0,144,0,0,0,188,0,0,0,174,0,834,0,17,43,354,56,0,0,0,0,0,2,3,0,33,0,58,0,0,0,529,732,776,0,0,0,696,81,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,2509,0,0,0,0,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1871,599,0,0,0,0,3,0,0,0,174,0,201,4970,0,806,2560,0,0,0,0,168,0
lm43 mapping,274,532,0,0,0,0,0,0,321,0,116,0,310,238,39,216,112,46,0,56,0,0,0,0,0,766,0,11940,1,0,244,0,0,187,0,0,0,0,0,337,0,0,0,0,3,733,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,384,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,1275,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,6,0,8,0,0,0,0,1342,1946,0,0,2392,2056,0,0,0,0,0,0
lm44 mapping,1137,3493,0,0,117,0,0,1216,1433,10705,286297,3180,1471,23976,1075,1504,263,4368,0,79,2070,474,15540,1048,1737,4273,0,0,315,131,386,96,0,0,2564,0,0,0,0,0,0,4529,0,117,39,2506,1024,0,0,139,194,0,6,71,438,6,1779,329,3341,0,0,2543,1765,3126,0,0,0,0,60,0,0,0,0,0,0,0,0,12038,0,0,245,1087,0,0,0,4067,0,0,0,0,0,0,0,0,0,0,0,0,5047,2298,0,0,0,104763,0,0,0,0,0,0,11,0,3693,0,0,0,326,21773,6300,10425,0,14102,7033,0,0,0,0,0,0
lm45 mapping,69,774,0,0,0,0,0,0,0,0,0,0,648,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm46 mapping,118,564,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,594,0,22,32,0,154,0,0,62,14,0,0,0,33,805,0,1,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2143,0,0,563,0,0,0,0,0,0
lm47 mapping,1161,1756,0,0,0,0,0,0,1104,60,165,0,0,981,246,130,0,0,0,0,3601,0,133,0,0,1021,26,8,169,68,216,0,0,19384,1145,0,0,0,0,730,0,307,0,43,18,379,41,0,0,0,38,0,2,0,0,3,0,0,0,1593,535,1246,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,3687,0,0,0,5434,0,0,0,0,0,0,0,0,2662,0,10158,0,874,0,0,27216,0,0,0,0,0,64,0,0,0,0,0,0,20,0,9,0,0,0,2946,8896,2815,14711,0,3192,8424,0,0,0,0,102,0
lm48 mapping,1748,954,0,1730,0,0,2164,0,2958,73,0,0,0,2209,542,203,0,83,3984,0,1703,490,397,0,638,5881,34,39,0,169,1,102,0,0,1094,217,0,0,0,0,0,5242,0,215,54,0,248,0,221,83,188,0,1,79,0,49,128,172,0,0,0,711,818,0,0,0,7910,0,0,0,0,0,0,0,0,0,0,802,0,0,27604,191,0,0,0,5403,0,0,0,0,0,0,42,0,0,0,0,17433,1690,260,0,0,0,8,0,0,0,0,0,0,62,0,30,0,0,0,193,14738,22632,10545,0,14779,12956,0,0,0,43540,89,0
lm49 mapping,535,122,0,0,0,0,0,0,2258,665,2,426,4,1496,220,38401,0,7990,7522,132,1148,188,250,0,0,1939,52,698,0,3,523,43,0,0,8,0,0,0,0,52,0,1759,0,29,13,0,131,0,0,50,17,0,6,5,94,83,0,1230,1925,0,1194,122,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,528,207,0,2411,3930,0,0,0,0,0,0
lm50 mapping,370,3728,0,0,0,0,0,0,466,285,6,112,0,414,83,132,0,0,0,0,0,2052,328,388,331,3768,0,0,240,85,66,480,0,0,0,0,0,0,0,0,0,531,0,3,0,0,137,0,0,0,31,0,4,20,0,0,280,213,0,0,1068,2834,0,0,0,0,0,0,0,0,0,0,0,0,0,8143,0,0,0,0,205,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30376,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,0,0,0,5980,5060,10532,0,4578,3754,0,0,0,0,0,0
lm51 mapping,719,685,0,0,0,0,0,0,1,0,1,0,0,1,16,0,0,0,0,0,0,0,18,0,0,2677,0,76,0,310,1509,60271,0,0,0,0,0,0,514,0,1062,198,0,16,1,9,14,0,0,0,50,0,0,13,51,158,175,1,0,0,0,465,0,0,0,0,8,0,0,0,0,0,0,0,0,2728,0,2478,0,0,40,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,1397,0,0,0,0,0,0,10,0,6174,0,0,0,259,16434,3556,7695,0,6968,3167,0,0,0,71871,66,0
lm52 mapping,819,3674,0,0,749,0,480,0,868,0,0,0,0,53,65,51,0,46,961,0,0,0,188,671,0,3661,0,22,0,4816,0,95,0,0,0,0,0,0,0,0,0,2215,0,53,20,514,287,0,241,0,45,0,3,9,26,100,403,284,0,0,0,2701,1930,0,3311,0,41,0,53,0,0,1775,0,0,1133,0,0,393,0,27,0,183,0,0,0,0,0,0,107796,0,0,0,49,0,0,0,0,0,0,0,0,18714,0,0,0,0,0,0,0,0,45,0,16,0,0,0,0,11100,9073,4108,0,6234,5707,0,0,0,0,127,0
lm53 mapping,251,319,0,0,205,3824,124,0,868,0,74,376,0,352,81,141,0,98,0,0,0,9,107,419,289,751,0,7,0,99,0,3,0,0,1529,0,0,0,0,0,0,48,0,17,17,0,34,0,0,0,2,0,5,8,0,0,475,0,0,2823,0,185,454,16378,16888,0,10,0,9,0,0,0,0,0,0,0,0,3099,0,0,0,1953,0,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,2121,0,0,0,154,0,0,0,0,0,0,10,0,251,0,0,0,318,801,6398,0,0,5218,1660,0,0,0,0,146,0
lm54 mapping,870,293,0,0,0,0,0,0,1071,0,268,0,0,92,342,387,0,439,0,4,0,109,39,0,0,992,0,0,1562,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,20,0,0,0,0,0,1,1,161,0,0,78,0,0,0,194,0,0,0,0,0,159,30,0,0,1814,0,0,0,0,0,3311,0,0,1373,8784,0,0,0,10570,0,0,0,0,0,0,0,0,0,0,0,0,377,873,0,0,0,156,0,0,1803,0,0,0,9,0,30,0,0,0,5370,8530,3379,9526,0,5433,5990,0,0,0,0,0,0
lm55 mapping,486,1614,0,0,0,0,0,0,236,0,108,0,0,64,3,0,0,0,0,0,0,0,0,0,0,1317,0,1,1,0,108,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1286,0,0,0,0,0,0,8070,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,0,0,0,0,12004,2233,1774,0,3691,1613,0,0,0,0,56,0
lm56 mapping,1202,1821,0,0,334,0,129,0,1317,2095,180,350,0,9365,683,923,0,181,0,0,0,69,342,0,0,2872,139,19,501,69,43,266,0,0,0,0,0,0,2099,0,323,3302,0,43,79,0,196,0,252,49,172,0,3,22,0,36,0,1868,0,1558,3592,1293,0,0,0,0,0,1226,0,0,0,0,0,0,0,3692,0,0,0,0,17,2577,0,0,54958,2546,0,229378,0,0,1042,0,0,0,4440,0,0,0,0,0,0,0,0,1135,0,0,0,0,0,0,12,0,30,0,0,0,135,11243,5254,10938,0,16792,9054,0,0,0,0,0,0
